Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.880038437500130385e+03,6.735786770482370400e+00
9.880038456059855889e+03,6.735862904110829774e+00
9.880038474619583212e+03,6.735939038046972804e+00
9.880038493179308716e+03,6.736015172275879870e+00
9.880038511739036039e+03,6.736091306812467039e+00
9.880038530298761543e+03,6.736167441641804032e+00
9.880038548858488866e+03,6.736243576778817577e+00
9.880038567418214370e+03,6.736319712208580057e+00
9.880038585977941693e+03,6.736395847946008431e+00
9.880038604537667197e+03,6.736471983976183076e+00
9.880038623097394520e+03,6.736548120314020949e+00
9.880038641657120024e+03,6.736624256944589995e+00
9.880038660216847347e+03,6.736700393882821380e+00
9.880038678776572851e+03,6.736776531113778610e+00
9.880038697336298355e+03,6.736852668644928599e+00
9.880038715896025678e+03,6.736928806483724053e+00
9.880038734455751182e+03,6.737004944615242685e+00
9.880038753015478505e+03,6.737081083054405894e+00
9.880038771575204009e+03,6.737157221786278960e+00
9.880038790134931332e+03,6.737233360825793049e+00
9.880038808694656836e+03,6.737309500158016107e+00
9.880038827254384159e+03,6.737385639797867753e+00
9.880038845814109663e+03,6.737461779730427480e+00
9.880038864373836986e+03,6.737537919970610467e+00
9.880038882933562491e+03,6.737614060503486435e+00
9.880038901493289814e+03,6.737690201343988328e+00
9.880038920053015318e+03,6.737766342477176984e+00
9.880038938612740822e+03,6.737842483910519320e+00
9.880038957172468145e+03,6.737918625651469817e+00
9.880038975732193649e+03,6.737994767685105302e+00
9.880038994291920972e+03,6.738070910026347171e+00
9.880039012851646476e+03,6.738147052660261593e+00
9.880039031411373799e+03,6.738223195601776183e+00
9.880039049971099303e+03,6.738299338835963326e+00
9.880039068530826626e+03,6.738375482377742642e+00
9.880039087090552130e+03,6.738451626212187406e+00
9.880039105650279453e+03,6.738527770354219903e+00
9.880039124210004957e+03,6.738603914788908078e+00
9.880039142769732280e+03,6.738680059531179545e+00
9.880039161329457784e+03,6.738756204566104913e+00
9.880039179889183288e+03,6.738832349901143992e+00
9.880039198448910611e+03,6.738908495543756594e+00
9.880039217008636115e+03,6.738984641479009774e+00
9.880039235568363438e+03,6.739060787721829371e+00
9.880039254128088942e+03,6.739136934257291323e+00
9.880039272687816265e+03,6.739213081100309921e+00
9.880039291247541769e+03,6.739289228235965545e+00
9.880039309807269092e+03,6.739365375679171599e+00
9.880039328366994596e+03,6.739441523415007573e+00
9.880039346926721919e+03,6.739517671458393089e+00
9.880039365486447423e+03,6.739593819794396978e+00
9.880039384046174746e+03,6.739669968437944192e+00
9.880039402605900250e+03,6.739746117374107115e+00
9.880039421165625754e+03,6.739822266610344670e+00
9.880039439725353077e+03,6.739898416154119332e+00
9.880039458285078581e+03,6.739974565990493716e+00
9.880039476844805904e+03,6.740050716134400766e+00
9.880039495404531408e+03,6.740126866570908426e+00
9.880039513964258731e+03,6.740203017314936318e+00
9.880039532523984235e+03,6.740279168351559491e+00
9.880039551083711558e+03,6.740355319695702008e+00
9.880039569643437062e+03,6.740431471332429147e+00
9.880039588203164385e+03,6.740507623276670301e+00
9.880039606762889889e+03,6.740583775513490750e+00
9.880039625322617212e+03,6.740659928057818107e+00
9.880039643882342716e+03,6.740736080894721205e+00
9.880039662442068220e+03,6.740812234031658967e+00
9.880039681001795543e+03,6.740888387476097421e+00
9.880039699561521047e+03,6.740964541213102734e+00
9.880039718121248370e+03,6.741040695257596305e+00
9.880039736680973874e+03,6.741116849594653182e+00
9.880039755240701197e+03,6.741193004239192987e+00
9.880039773800426701e+03,6.741269159176290771e+00
9.880039792360154024e+03,6.741345314420867929e+00
9.880039810919879528e+03,6.741421469957991519e+00
9.880039829479606851e+03,6.741497625802589155e+00
9.880039848039332355e+03,6.741573781939732335e+00
9.880039866599059678e+03,6.741649938384340679e+00
9.880039885158785182e+03,6.741726095121489237e+00
9.880039903718510686e+03,6.741802252158635156e+00
9.880039922278238009e+03,6.741878409503238245e+00
9.880039940837963513e+03,6.741954567140371779e+00
9.880039959397690836e+03,6.742030725084957155e+00
9.880039977957416340e+03,6.742106883322067645e+00
9.880039996517143663e+03,6.742183041866622872e+00
9.880040015076869167e+03,6.742259200703696109e+00
9.880040033636596490e+03,6.742335359848212306e+00
9.880040052196321994e+03,6.742411519285234078e+00
9.880040070756049317e+03,6.742487679029695258e+00
9.880040089315774821e+03,6.742563839066661124e+00
9.880040107875502144e+03,6.742639999411055740e+00
9.880040126435227648e+03,6.742716160047950602e+00
9.880040144994953152e+03,6.742792320984805521e+00
9.880040163554680475e+03,6.742868482229080307e+00
9.880040182114405980e+03,6.742944643765844681e+00
9.880040200674133303e+03,6.743020805610024482e+00
9.880040219233858807e+03,6.743096967746690318e+00
9.880040237793586130e+03,6.743173130190763587e+00
9.880040256353311634e+03,6.743249292927316674e+00
9.880040274913038957e+03,6.743325455971270976e+00
9.880040293472764461e+03,6.743401619307699768e+00
9.880040312032491784e+03,6.743477782951524446e+00
9.880040330592217288e+03,6.743553946887816508e+00
9.880040349151944611e+03,6.743630111131499127e+00
9.880040367711670115e+03,6.743706275667643801e+00
9.880040386271395619e+03,6.743782440503711229e+00
9.880040404831122942e+03,6.743858605647159443e+00
9.880040423390848446e+03,6.743934771083060831e+00
