Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.065014266203716397e+04,9.682774554453891014e+00
1.065014268332748725e+04,9.682872097445720527e+00
1.065014270461781052e+04,9.682969640682884460e+00
1.065014272590813380e+04,9.683067184165375707e+00
1.065014274719845707e+04,9.683164727893196044e+00
1.065014276848878217e+04,9.683262271874669480e+00
1.065014278977910544e+04,9.683359816093128458e+00
1.065014281106942872e+04,9.683457360556898763e+00
1.065014283235975199e+04,9.683554905265975066e+00
1.065014285365007527e+04,9.683652450220353813e+00
1.065014287494039854e+04,9.683749995420027901e+00
1.065014289623072182e+04,9.683847540864991998e+00
1.065014291752104509e+04,9.683945086555240778e+00
1.065014293881136837e+04,9.684042632490776015e+00
1.065014296010169346e+04,9.684140178679916389e+00
1.065014298139201674e+04,9.684237725105999672e+00
1.065014300268234001e+04,9.684335271777346321e+00
1.065014302397266329e+04,9.684432818693954559e+00
1.065014304526298656e+04,9.684530365855822609e+00
1.065014306655330984e+04,9.684627913262941590e+00
1.065014308784363311e+04,9.684725460915302619e+00
1.065014310913395639e+04,9.684823008812909251e+00
1.065014313042427966e+04,9.684920556955754378e+00
1.065014315171460476e+04,9.685018105352162010e+00
1.065014317300492803e+04,9.685115653985466366e+00
1.065014319429525131e+04,9.685213202863991455e+00
1.065014321558557458e+04,9.685310751987731948e+00
1.065014323687589786e+04,9.685408301356686067e+00
1.065014325816622113e+04,9.685505850970846708e+00
1.065014327945654441e+04,9.685603400830206766e+00
1.065014330074686768e+04,9.685700950934769793e+00
1.065014332203719096e+04,9.685798501284518025e+00
1.065014334332751605e+04,9.685896051887795011e+00
1.065014336461783932e+04,9.685993602727917207e+00
1.065014338590816260e+04,9.686091153813217502e+00
1.065014340719848587e+04,9.686188705143690569e+00
1.065014342848880915e+04,9.686286256719329302e+00
1.065014344977913242e+04,9.686383808540130147e+00
1.065014347106945570e+04,9.686481360606091329e+00
1.065014349235977897e+04,9.686578912917200412e+00
1.065014351365010225e+04,9.686676465473462727e+00
1.065014353494042734e+04,9.686774018283200505e+00
