Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.908226643518544734e+03,1.705033479252514610e+02
9.908226666740774817e+03,1.705029267966042710e+02
9.908226689963004901e+03,1.705025056196938920e+02
9.908226713185233166e+03,1.705020843945535489e+02
9.908226736407463250e+03,1.705016631211174456e+02
9.908226759629693333e+03,1.705012417994188354e+02
9.908226782851923417e+03,1.705008204294579741e+02
9.908226806074151682e+03,1.705003990112680867e+02
9.908226829296381766e+03,1.704999775447834338e+02
9.908226852518611850e+03,1.704995560300372404e+02
9.908226875740841933e+03,1.704991344670297622e+02
9.908226898963070198e+03,1.704987128557942242e+02
9.908226922185300282e+03,1.704982911962648870e+02
9.908226945407530366e+03,1.704978694884749473e+02
9.908226968629760449e+03,1.704974477324246891e+02
9.908226991851988714e+03,1.704970259281473659e+02
9.908227015074218798e+03,1.704966040755771814e+02
9.908227038296448882e+03,1.704961821747473607e+02
9.908227061518678966e+03,1.704957602256582163e+02
9.908227084740907230e+03,1.704953382283429448e+02
9.908227107963137314e+03,1.704949161827357784e+02
9.908227131185367398e+03,1.704944940888699421e+02
9.908227154407597482e+03,1.704940719467457200e+02
9.908227177629825746e+03,1.704936497563964508e+02
9.908227200852055830e+03,1.704932275177561394e+02
9.908227224074285914e+03,1.704928052308581812e+02
9.908227247296515998e+03,1.704923828957027752e+02
9.908227270518744263e+03,1.704919605123232600e+02
9.908227293740974346e+03,1.704915380806537542e+02
9.908227316963204430e+03,1.704911156007274826e+02
9.908227340185434514e+03,1.704906930725448149e+02
9.908227363407662779e+03,1.704902704961389190e+02
9.908227386629892862e+03,1.704898478714440273e+02
9.908227409852122946e+03,1.704894251984933646e+02
9.908227433074353030e+03,1.704890024772871868e+02
9.908227456296581295e+03,1.704885797078588894e+02
9.908227479518811379e+03,1.704881568901424771e+02
9.908227502741041462e+03,1.704877340241712886e+02
9.908227525963271546e+03,1.704873111099455230e+02
9.908227549185499811e+03,1.704868881474986608e+02
