Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.014846018518507481e+04,3.259735400028114896e+02
1.014846020605984813e+04,3.259889828769978521e+02
1.014846022693461964e+04,3.260044256375372811e+02
1.014846024780939297e+04,3.260198682870756670e+02
1.014846026868416629e+04,3.260353108242219946e+02
1.014846028955893780e+04,3.260507532475855896e+02
1.014846031043371113e+04,3.260661955598122290e+02
1.014846033130848264e+04,3.260816377581653569e+02
1.014846035218325596e+04,3.260970798452910913e+02
1.014846037305802929e+04,3.261125218197983031e+02
1.014846039393280080e+04,3.261279636802962045e+02
1.014846041480757413e+04,3.261434054294307430e+02
1.014846043568234745e+04,3.261588470658109031e+02
1.014846045655711896e+04,3.261742885880459539e+02
1.014846047743189229e+04,3.261897299987817860e+02
1.014846049830666561e+04,3.262051712966272135e+02
1.014846051918143712e+04,3.262206124801918463e+02
1.014846054005621045e+04,3.262360535521211773e+02
1.014846056093098196e+04,3.262514945096788210e+02
1.014846058180575528e+04,3.262669353555108955e+02
1.014846060268052861e+04,3.262823760882261581e+02
1.014846062355530012e+04,3.262978167064341051e+02
1.014846064443007344e+04,3.263132572127802291e+02
1.014846066530484677e+04,3.263286976058739697e+02
1.014846068617961828e+04,3.263441378843243115e+02
1.014846070705439161e+04,3.263595780507772588e+02
1.014846072792916493e+04,3.263750181038416258e+02
1.014846074880393644e+04,3.263904580421270794e+02
1.014846076967870977e+04,3.264058978682788847e+02
1.014846079055348127e+04,3.264213375795612251e+02
1.014846081142825460e+04,3.264367771786193657e+02
1.014846083230302793e+04,3.264522166640627461e+02
1.014846085317779944e+04,3.264676560345005782e+02
1.014846087405257276e+04,3.264830952925785255e+02
1.014846089492734609e+04,3.264985344369057998e+02
1.014846091580211760e+04,3.265139734660916702e+02
1.014846093667689092e+04,3.265294123827818566e+02
1.014846095755166243e+04,3.265448511842402013e+02
1.014846097842643576e+04,3.265602898731119694e+02
1.014846099930120909e+04,3.265757284480066573e+02
1.014846102017598059e+04,3.265911669075337613e+02
1.014846104105075392e+04,3.266066052543385467e+02
1.014846106192552725e+04,3.266220434870303393e+02
1.014846108280029875e+04,3.266374816042186922e+02
1.014846110367507208e+04,3.266529196085488707e+02
1.014846112454984541e+04,3.266683574986302574e+02
1.014846114542461692e+04,3.266837952730723487e+02
1.014846116629939024e+04,3.266992329345202961e+02
1.014846118717416175e+04,3.267146704802385102e+02
1.014846120804893508e+04,3.267301079128719721e+02
1.014846122892370840e+04,3.267455452310302917e+02
1.014846124979847991e+04,3.267609824333230222e+02
1.014846127067325324e+04,3.267764195223952584e+02
1.014846129154802657e+04,3.267918564968563260e+02
1.014846131242279807e+04,3.268072933553160624e+02
1.014846133329757140e+04,3.268227301004193919e+02
1.014846135417234473e+04,3.268381667307759244e+02
1.014846137504711623e+04,3.268536032449951563e+02
1.014846139592188956e+04,3.268690396457220686e+02
1.014846141679666107e+04,3.268844759302212992e+02
1.014846143767143440e+04,3.268999121011376019e+02
1.014846145854620772e+04,3.269153481570807003e+02
1.014846147942097923e+04,3.269307840966602612e+02
1.014846150029575256e+04,3.269462199225212657e+02
1.014846152117052588e+04,3.269616556332729260e+02
1.014846154204529739e+04,3.269770912275254204e+02
1.014846156292007072e+04,3.269925267079232754e+02
1.014846158379484405e+04,3.270079620730763281e+02
1.014846160466961555e+04,3.270233973215941887e+02
1.014846162554438888e+04,3.270388324561216109e+02
1.014846164641916039e+04,3.270542674739234030e+02
1.014846166729393371e+04,3.270697023776440915e+02
1.014846168816870704e+04,3.270851371658937410e+02
1.014846170904347855e+04,3.271005718372817341e+02
1.014846172991825188e+04,3.271160063944531089e+02
1.014846175079302520e+04,3.271314408360172479e+02
1.014846177166779671e+04,3.271468751605842726e+02
1.014846179254257004e+04,3.271623093707984822e+02
1.014846181341734336e+04,3.271777434652699981e+02
1.014846183429211487e+04,3.271931774426083734e+02
1.014846185516688820e+04,3.272086113054582484e+02
1.014846187604165971e+04,3.272240450510845449e+02
1.014846189691643303e+04,3.272394786821318462e+02
1.014846191779120636e+04,3.272549121972099329e+02
1.014846193866597787e+04,3.272703455949286422e+02
1.014846195954075120e+04,3.272857788779325006e+02
1.014846198041552452e+04,3.273012120448313453e+02
1.014846200129029603e+04,3.273166450942351275e+02
1.014846202216506936e+04,3.273320780287880325e+02
1.014846204303984086e+04,3.273475108457554370e+02
1.014846206391461419e+04,3.273629435477815832e+02
1.014846208478938752e+04,3.273783761334763653e+02
1.014846210566415903e+04,3.273938086014497344e+02
1.014846212653893235e+04,3.274092409543459326e+02
1.014846214741370568e+04,3.274246731907750814e+02
1.014846216828847719e+04,3.274401053093470182e+02
1.014846218916325051e+04,3.274555373127060989e+02
1.014846221003802384e+04,3.274709691994622176e+02
1.014846223091279535e+04,3.274864009682253823e+02
1.014846225178756868e+04,3.275018326216398350e+02
1.014846227266234018e+04,3.275172641569708389e+02
1.014846229353711351e+04,3.275326955768626931e+02
1.014846231441188684e+04,3.275481268799250643e+02
1.014846233528665834e+04,3.275635580647684151e+02
1.014846235616143167e+04,3.275789891340366466e+02
1.014846237703620500e+04,3.275944200863398805e+02
1.014846239791097651e+04,3.276098509202880109e+02
1.014846241878574983e+04,3.276252816385253936e+02
1.014846243966052316e+04,3.276407122396619229e+02
1.014846246053529467e+04,3.276561427223077203e+02
1.014846248141006799e+04,3.276715730891068006e+02
1.014846250228483950e+04,3.276870033373247679e+02
1.014846252315961283e+04,3.277024334696054666e+02
1.014846254403438616e+04,3.277178634845589045e+02
1.014846256490915766e+04,3.277332933807956579e+02
1.014846258578393099e+04,3.277487231609591731e+02
1.014846260665870432e+04,3.277641528236599129e+02
1.014846262753347582e+04,3.277795823675078850e+02
1.014846264840824915e+04,3.277950117951469338e+02
1.014846266928302248e+04,3.278104411051874081e+02
1.014846269015779399e+04,3.278258702962394864e+02
1.014846271103256731e+04,3.278412993709468992e+02
1.014846273190733882e+04,3.278567283265754213e+02
1.014846275278211215e+04,3.278721571657687832e+02
1.014846277365688547e+04,3.278875858871371065e+02
1.014846279453165698e+04,3.279030144892909675e+02
1.014846281540643031e+04,3.279184429748736420e+02
