Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.903683680555783212e+03,2.739775888853490216e+00
9.903683703452748887e+03,2.739775933319565038e+00
9.903683726349714561e+03,2.739775977786510275e+00
9.903683749246680236e+03,2.739776022254325483e+00
9.903683772143645911e+03,2.739776066723009329e+00
9.903683795040611585e+03,2.739776111192563590e+00
9.903683817937577260e+03,2.739776155662986490e+00
9.903683840834542934e+03,2.739776200134278916e+00
9.903683863731508609e+03,2.739776244606440425e+00
9.903683886628474283e+03,2.739776289079470573e+00
9.903683909525439958e+03,2.739776333553368914e+00
9.903683932422405633e+03,2.739776378028136339e+00
9.903683955319371307e+03,2.739776422503771958e+00
9.903683978216336982e+03,2.739776466980276215e+00
9.903684001113302656e+03,2.739776511457647779e+00
9.903684024010268331e+03,2.739776555935887981e+00
9.903684046907234006e+03,2.739776600414995489e+00
9.903684069804199680e+03,2.739776644894970303e+00
9.903684092701163536e+03,2.739776689375809315e+00
9.903684115598129210e+03,2.739776733857518742e+00
9.903684138495094885e+03,2.739776778340095476e+00
9.903684161392060560e+03,2.739776822823539071e+00
9.903684184289026234e+03,2.739776867307849528e+00
9.903684207185991909e+03,2.739776911793027292e+00
9.903684230082957583e+03,2.739776956279070141e+00
9.903684252979923258e+03,2.739777000765980297e+00
9.903684275876888933e+03,2.739777045253756427e+00
9.903684298773854607e+03,2.739777089742398530e+00
9.903684321670820282e+03,2.739777134231906608e+00
9.903684344567785956e+03,2.739777178722279771e+00
9.903684367464751631e+03,2.739777223213518909e+00
9.903684390361717305e+03,2.739777267705624020e+00
9.903684413258682980e+03,2.739777312198593773e+00
9.903684436155648655e+03,2.739777356692428167e+00
9.903684459052614329e+03,2.739777401187127648e+00
9.903684481949580004e+03,2.739777445682692214e+00
9.903684504846545678e+03,2.739777490179120978e+00
9.903684527743511353e+03,2.739777534676414383e+00
9.903684550640477028e+03,2.739777579174571986e+00
9.903684573537442702e+03,2.739777623673594231e+00
9.903684596434408377e+03,2.739777668173479341e+00
9.903684619331374051e+03,2.739777712674229093e+00
9.903684642228339726e+03,2.739777757175842154e+00
9.903684665125305401e+03,2.739777801678318525e+00
9.903684688022271075e+03,2.739777846181658649e+00
9.903684710919236750e+03,2.739777890685861639e+00
9.903684733816202424e+03,2.739777935190927938e+00
9.903684756713168099e+03,2.739777979696856658e+00
9.903684779610133774e+03,2.739778024203648688e+00
9.903684802507099448e+03,2.739778068711302694e+00
9.903684825404065123e+03,2.739778113219819566e+00
9.903684848301030797e+03,2.739778157729197972e+00
9.903684871197996472e+03,2.739778202239439242e+00
9.903684894094960327e+03,2.739778246750538493e+00
9.903684916991926002e+03,2.739778291262503274e+00
9.903684939888891677e+03,2.739778335775329143e+00
9.903684962785857351e+03,2.739778380289017434e+00
9.903684985682823026e+03,2.739778424803565926e+00
9.903685008579788700e+03,2.739778469318976395e+00
9.903685031476754375e+03,2.739778513835246621e+00
9.903685054373720050e+03,2.739778558352379267e+00
9.903685077270685724e+03,2.739778602870371227e+00
9.903685100167651399e+03,2.739778647389224275e+00
