Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.013184277777792886e+04,1.562586498470161814e+03
1.013184279854968190e+04,1.562617288222373418e+03
1.013184281932143494e+04,1.562648074780520574e+03
1.013184284009318799e+04,1.562678858144415699e+03
1.013184286086494103e+04,1.562709638313870983e+03
1.013184288163669407e+04,1.562740415288698159e+03
1.013184290240844712e+04,1.562771189068710100e+03
1.013184292318020016e+04,1.562801959653718541e+03
1.013184294395195320e+04,1.562832727043535442e+03
1.013184296472370625e+04,1.562863491237973903e+03
1.013184298549545929e+04,1.562894252236845659e+03
1.013184300626721233e+04,1.562925010039963354e+03
1.013184302703896537e+04,1.562955764647138949e+03
1.013184304781071842e+04,1.562986516058184407e+03
1.013184306858247146e+04,1.563017264272913053e+03
1.013184308935422450e+04,1.563048009291136623e+03
1.013184311012597936e+04,1.563078751115360319e+03
1.013184313089773241e+04,1.563109489740010758e+03
1.013184315166948545e+04,1.563140225167594508e+03
1.013184317244123849e+04,1.563170957397923075e+03
1.013184319321299154e+04,1.563201686430808422e+03
1.013184321398474458e+04,1.563232412266063875e+03
1.013184323475649762e+04,1.563263134903502305e+03
1.013184325552825067e+04,1.563293854342935219e+03
1.013184327630000371e+04,1.563324570584176172e+03
1.013184329707175675e+04,1.563355283627036442e+03
1.013184331784350979e+04,1.563385993471330266e+03
1.013184333861526284e+04,1.563416700116868924e+03
1.013184335938701588e+04,1.563447403563466423e+03
1.013184338015876892e+04,1.563478103810934499e+03
1.013184340093052197e+04,1.563508800859085795e+03
1.013184342170227501e+04,1.563539494707733184e+03
1.013184344247402805e+04,1.563570185356689763e+03
1.013184346324578109e+04,1.563600872805767949e+03
1.013184348401753414e+04,1.563631557054781524e+03
1.013184350478928718e+04,1.563662238103541540e+03
1.013184352556104022e+04,1.563692915951861778e+03
1.013184354633279327e+04,1.563723590599555564e+03
1.013184356710454631e+04,1.563754262046434633e+03
1.013184358787629935e+04,1.563784930292312993e+03
1.013184360864805240e+04,1.563815595337002605e+03
1.013184362941980544e+04,1.563846257180317252e+03
1.013184365019155848e+04,1.563876915822069577e+03
1.013184367096331152e+04,1.563907571262072452e+03
1.013184369173506457e+04,1.563938223500138974e+03
1.013184371250681761e+04,1.563968872536082017e+03
1.013184373327857065e+04,1.563999518369714451e+03
1.013184375405032551e+04,1.564030161003533749e+03
1.013184377482207856e+04,1.564060800431984717e+03
1.013184379559383160e+04,1.564091436657564827e+03
1.013184381636558464e+04,1.564122069680086952e+03
1.013184383713733769e+04,1.564152699499364417e+03
1.013184385790909073e+04,1.564183326115209866e+03
1.013184387868084377e+04,1.564213949527437535e+03
1.013184389945259682e+04,1.564244569735860068e+03
1.013184392022434986e+04,1.564275186740290565e+03
1.013184394099610290e+04,1.564305800540542123e+03
1.013184396176785594e+04,1.564336411136427841e+03
1.013184398253960899e+04,1.564367018527762411e+03
1.013184400331136203e+04,1.564397622714358022e+03
1.013184402408311507e+04,1.564428223696028226e+03
1.013184404485486812e+04,1.564458821472585896e+03
1.013184406562662116e+04,1.564489416043845495e+03
1.013184408639837420e+04,1.564520007409619211e+03
1.013184410717012724e+04,1.564550595569721736e+03
1.013184412794188029e+04,1.564581180523965259e+03
1.013184414871363333e+04,1.564611762272163787e+03
1.013184416948538637e+04,1.564642340814131558e+03
1.013184419025713942e+04,1.564672916149681214e+03
1.013184421102889246e+04,1.564703488278626310e+03
1.013184423180064550e+04,1.564734057200780626e+03
1.013184425257239855e+04,1.564764622915958171e+03
1.013184427334415159e+04,1.564795185423971361e+03
1.013184429411590463e+04,1.564825744724635115e+03
1.013184431488765767e+04,1.564856300817762303e+03
1.013184433565941072e+04,1.564886853703166935e+03
1.013184435643116376e+04,1.564917403380661881e+03
1.013184437720291680e+04,1.564947949850062287e+03
1.013184439797466985e+04,1.564978493111180569e+03
1.013184441874642471e+04,1.565009033166505787e+03
1.013184443951817775e+04,1.565039570010502075e+03
1.013184446028993079e+04,1.565070103645658037e+03
1.013184448106168384e+04,1.565100634071787681e+03
1.013184450183343688e+04,1.565131161288704334e+03
1.013184452260518992e+04,1.565161685296223368e+03
1.013184454337694297e+04,1.565192206094156063e+03
1.013184456414869601e+04,1.565222723682318929e+03
1.013184458492044905e+04,1.565253238060523927e+03
1.013184460569220209e+04,1.565283749228585975e+03
1.013184462646395514e+04,1.565314257186318628e+03
1.013184464723570818e+04,1.565344761933536574e+03
1.013184466800746122e+04,1.565375263470053596e+03
1.013184468877921427e+04,1.565405761795682793e+03
1.013184470955096731e+04,1.565436256910238853e+03
1.013184473032272035e+04,1.565466748813536469e+03
1.013184475109447339e+04,1.565497237505388739e+03
1.013184477186622644e+04,1.565527722985610126e+03
1.013184479263797948e+04,1.565558205254015093e+03
1.013184481340973252e+04,1.565588684310417193e+03
1.013184483418148557e+04,1.565619160154630890e+03
1.013184485495323861e+04,1.565649632786470647e+03
1.013184487572499165e+04,1.565680102205750472e+03
1.013184489649674470e+04,1.565710568412284374e+03
1.013184491726849774e+04,1.565741031405887043e+03
1.013184493804025078e+04,1.565771491186372259e+03
1.013184495881200382e+04,1.565801947753554714e+03
1.013184497958375687e+04,1.565832401107248643e+03
1.013184500035550991e+04,1.565862851247268054e+03
1.013184502112726295e+04,1.565893298173428093e+03
1.013184504189901600e+04,1.565923741885542540e+03
1.013184506267077086e+04,1.565954182386091361e+03
1.013184508344252390e+04,1.565984619669557787e+03
1.013184510421427694e+04,1.566015053738422012e+03
1.013184512498602999e+04,1.566045484592498724e+03
1.013184514575778303e+04,1.566075912231602160e+03
1.013184516652953607e+04,1.566106336655546784e+03
1.013184518730128912e+04,1.566136757864147512e+03
1.013184520807304216e+04,1.566167175857219036e+03
