Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.903683680555783212e+03,2.722416439963612689e+01
9.903683703452748887e+03,2.722421804952861635e+01
9.903683726349714561e+03,2.722427169867406604e+01
9.903683749246680236e+03,2.722432534707246887e+01
9.903683772143645911e+03,2.722437899472381773e+01
9.903683795040611585e+03,2.722443264162811971e+01
9.903683817937577260e+03,2.722448628778536417e+01
9.903683840834542934e+03,2.722453993319554755e+01
9.903683863731508609e+03,2.722459357785867340e+01
9.903683886628474283e+03,2.722464722177473107e+01
9.903683909525439958e+03,2.722470086494372055e+01
9.903683932422405633e+03,2.722475450736564184e+01
9.903683955319371307e+03,2.722480814904048430e+01
9.903683978216336982e+03,2.722486178996825146e+01
9.903684001113302656e+03,2.722491543014893978e+01
9.903684024010268331e+03,2.722496906958254215e+01
9.903684046907234006e+03,2.722502270826905146e+01
9.903684069804199680e+03,2.722507634620847838e+01
9.903684092701163536e+03,2.722512998339654899e+01
9.903684115598129210e+03,2.722518361984178270e+01
9.903684138495094885e+03,2.722523725553991625e+01
9.903684161392060560e+03,2.722529089049094608e+01
9.903684184289026234e+03,2.722534452469487221e+01
9.903684207185991909e+03,2.722539815815169106e+01
9.903684230082957583e+03,2.722545179086139200e+01
9.903684252979923258e+03,2.722550542282397856e+01
9.903684275876888933e+03,2.722555905403945076e+01
9.903684298773854607e+03,2.722561268450780148e+01
9.903684321670820282e+03,2.722566631422902361e+01
9.903684344567785956e+03,2.722571994320311717e+01
9.903684367464751631e+03,2.722577357143007504e+01
9.903684390361717305e+03,2.722582719890990788e+01
9.903684413258682980e+03,2.722588082564259793e+01
9.903684436155648655e+03,2.722593445162814874e+01
9.903684459052614329e+03,2.722598807686655675e+01
9.903684481949580004e+03,2.722604170135781132e+01
9.903684504846545678e+03,2.722609532510192665e+01
9.903684527743511353e+03,2.722614894809888142e+01
9.903684550640477028e+03,2.722620257034867919e+01
9.903684573537442702e+03,2.722625619185131995e+01
9.903684596434408377e+03,2.722630981260679661e+01
9.903684619331374051e+03,2.722636343261510561e+01
9.903684642228339726e+03,2.722641705187624694e+01
9.903684665125305401e+03,2.722647067039022062e+01
9.903684688022271075e+03,2.722652428815701597e+01
9.903684710919236750e+03,2.722657790517662590e+01
9.903684733816202424e+03,2.722663152144906107e+01
9.903684756713168099e+03,2.722668513697431081e+01
9.903684779610133774e+03,2.722673875175237157e+01
9.903684802507099448e+03,2.722679236578323980e+01
9.903684825404065123e+03,2.722684597906691550e+01
9.903684848301030797e+03,2.722689959160339512e+01
9.903684871197996472e+03,2.722695320339267511e+01
9.903684894094960327e+03,2.722700681443048509e+01
9.903684916991926002e+03,2.722706042472535515e+01
9.903684939888891677e+03,2.722711403427300780e+01
9.903684962785857351e+03,2.722716764307345372e+01
9.903684985682823026e+03,2.722722125112667868e+01
9.903685008579788700e+03,2.722727485843268624e+01
9.903685031476754375e+03,2.722732846499147286e+01
9.903685054373720050e+03,2.722738207080303496e+01
9.903685077270685724e+03,2.722743567586736546e+01
9.903685100167651399e+03,2.722748928018446080e+01
9.903685123064617073e+03,2.722754288375432097e+01
9.903685145961582748e+03,2.722759648657694598e+01
9.903685168858548423e+03,2.722765008865233227e+01
9.903685191755514097e+03,2.722770368998046919e+01
9.903685214652479772e+03,2.722775729056136029e+01
9.903685237549445446e+03,2.722781089039499847e+01
9.903685260446411121e+03,2.722786448948138727e+01
