Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.889738090277649462e+03,2.095118379793417063e+01
9.889738107156652404e+03,2.095111030841692923e+01
9.889738124035655346e+03,2.095103681869404966e+01
9.889738140914658288e+03,2.095096332876553546e+01
9.889738157793661230e+03,2.095088983863140442e+01
9.889738174672662353e+03,2.095081634829954709e+01
9.889738191551665295e+03,2.095074285775414680e+01
9.889738208430668237e+03,2.095066936700312610e+01
9.889738225309671179e+03,2.095059587604648499e+01
9.889738242188674121e+03,2.095052238488421992e+01
9.889738259067677063e+03,2.095044889351634154e+01
9.889738275946680005e+03,2.095037540194284631e+01
9.889738292825682947e+03,2.095030191016373777e+01
9.889738309704684070e+03,2.095022841818694559e+01
9.889738326583687012e+03,2.095015492599662466e+01
9.889738343462689954e+03,2.095008143360069752e+01
9.889738360341692896e+03,2.095000794099916419e+01
9.889738377220695838e+03,2.094993444819203177e+01
9.889738394099698780e+03,2.094986095517930025e+01
9.889738410978701722e+03,2.094978746196097319e+01
9.889738427857704664e+03,2.094971396853705414e+01
9.889738444736705787e+03,2.094964047491545855e+01
9.889738461615708729e+03,2.094956698108035553e+01
9.889738478494711671e+03,2.094949348703967473e+01
9.889738495373714613e+03,2.094941999279340195e+01
9.889738512252717555e+03,2.094934649834155138e+01
9.889738529131720497e+03,2.094927300368411593e+01
9.889738546010723439e+03,2.094919950882110626e+01
9.889738562889726381e+03,2.094912601375252237e+01
9.889738579768727504e+03,2.094905251848629035e+01
9.889738596647730446e+03,2.094897902300656156e+01
9.889738613526733388e+03,2.094890552732126920e+01
9.889738630405736330e+03,2.094883203143040618e+01
9.889738647284739272e+03,2.094875853533398313e+01
9.889738664163742214e+03,2.094868503903200008e+01
9.889738681042745156e+03,2.094861154252446056e+01
9.889738697921748098e+03,2.094853804581136814e+01
9.889738714800749221e+03,2.094846454890063114e+01
9.889738731679752163e+03,2.094839105177642580e+01
9.889738748558755105e+03,2.094831755444667820e+01
9.889738765437758047e+03,2.094824405691137770e+01
9.889738782316760989e+03,2.094817055917053494e+01
9.889738799195763931e+03,2.094809706122414994e+01
9.889738816074766873e+03,2.094802356307223334e+01
9.889738832953769816e+03,2.094795006471477095e+01
9.889738849832770939e+03,2.094787656615969240e+01
9.889738866711773881e+03,2.094780306739116682e+01
9.889738883590776823e+03,2.094772956841710609e+01
9.889738900469779765e+03,2.094765606923751733e+01
9.889738917348782707e+03,2.094758256985240763e+01
9.889738934227785649e+03,2.094750907026176634e+01
9.889738951106788591e+03,2.094743557046561477e+01
9.889738967985791533e+03,2.094736207046393872e+01
9.889738984864792656e+03,2.094728857026467850e+01
9.889739001743795598e+03,2.094721506985197124e+01
9.889739018622798540e+03,2.094714156923375725e+01
9.889739035501801482e+03,2.094706806841003299e+01
9.889739052380804424e+03,2.094699456738080201e+01
9.889739069259807366e+03,2.094692106614606431e+01
9.889739086138810308e+03,2.094684756470582698e+01
9.889739103017813250e+03,2.094677406306009004e+01
9.889739119896814373e+03,2.094670056121677248e+01
9.889739136775817315e+03,2.094662705916004342e+01
9.889739153654820257e+03,2.094655355689782894e+01
9.889739170533823199e+03,2.094648005443011485e+01
9.889739187412826141e+03,2.094640655175691180e+01
9.889739204291829083e+03,2.094633304887822689e+01
9.889739221170832025e+03,2.094625954579405658e+01
9.889739238049834967e+03,2.094618604250440441e+01
9.889739254928836090e+03,2.094611253901719650e+01
9.889739271807839032e+03,2.094603903531659128e+01
9.889739288686841974e+03,2.094596553141051487e+01
9.889739305565844916e+03,2.094589202729896726e+01
9.889739322444847858e+03,2.094581852298194846e+01
9.889739339323850800e+03,2.094574501845946557e+01
9.889739356202853742e+03,2.094567151373151148e+01
9.889739373081856684e+03,2.094559800879809686e+01
9.889739389960857807e+03,2.094552450366715135e+01
9.889739406839860749e+03,2.094545099832282276e+01
9.889739423718863691e+03,2.094537749277303718e+01
9.889739440597866633e+03,2.094530398701779816e+01
9.889739457476869575e+03,2.094523048105711283e+01
9.889739474355872517e+03,2.094515697489098116e+01
9.889739491234875459e+03,2.094508346851939962e+01
9.889739508113878401e+03,2.094500996194237530e+01
9.889739524992879524e+03,2.094493645516782721e+01
9.889739541871882466e+03,2.094486294817992444e+01
9.889739558750885408e+03,2.094478944098658246e+01
9.889739575629888350e+03,2.094471593358780837e+01
9.889739592508891292e+03,2.094464242598360215e+01
9.889739609387894234e+03,2.094456891817396382e+01
9.889739626266897176e+03,2.094449541015890404e+01
9.889739643145900118e+03,2.094442190193841924e+01
9.889739660024901241e+03,2.094434839352043198e+01
9.889739676903904183e+03,2.094427488488910427e+01
9.889739693782907125e+03,2.094420137605235865e+01
9.889739710661910067e+03,2.094412786701019868e+01
9.889739727540913009e+03,2.094405435776262436e+01
9.889739744419915951e+03,2.094398084830963924e+01
9.889739761298918893e+03,2.094390733865124687e+01
9.889739778177921835e+03,2.094383382878744726e+01
9.889739795056922958e+03,2.094376031872616650e+01
9.889739811935925900e+03,2.094368680845156661e+01
9.889739828814928842e+03,2.094361329797156657e+01
9.889739845693931784e+03,2.094353978728616639e+01
9.889739862572934726e+03,2.094346627639537317e+01
9.889739879451937668e+03,2.094339276529919047e+01
9.889739896330940610e+03,2.094331925399761829e+01
9.889739913209943552e+03,2.094324574249065662e+01
9.889739930088944675e+03,2.094317223078623158e+01
9.889739946967947617e+03,2.094309871886850516e+01
9.889739963846950559e+03,2.094302520674539636e+01
9.889739980725953501e+03,2.094295169441691584e+01
9.889739997604956443e+03,2.094287818188306005e+01
9.889740014483959385e+03,2.094280466914382544e+01
9.889740031362962327e+03,2.094273115619922265e+01
9.889740048241965269e+03,2.094265764304924815e+01
9.889740065120966392e+03,2.094258412970183514e+01
9.889740081999969334e+03,2.094251061614113851e+01
9.889740098878972276e+03,2.094243710237507372e+01
9.889740115757975218e+03,2.094236358840365142e+01
9.889740132636978160e+03,2.094229007422687516e+01
9.889740149515981102e+03,2.094221655984474850e+01
9.889740166394984044e+03,2.094214304525726433e+01
9.889740183273986986e+03,2.094206953046443331e+01
9.889740200152988109e+03,2.094199601547417444e+01
