Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.062594821759266779e+04,5.767385915467574620e+01
1.062594823627046208e+04,5.767542366676711652e+01
1.062594825494825454e+04,5.767698818925068593e+01
1.062594827362604883e+04,5.767855272243061648e+01
1.062594829230384312e+04,5.768011726615397095e+01
1.062594831098163559e+04,5.768168182026781921e+01
1.062594832965942987e+04,5.768324638507630908e+01
1.062594834833722416e+04,5.768481096042648915e+01
1.062594836701501663e+04,5.768637554616540086e+01
1.062594838569281092e+04,5.768794014259720626e+01
1.062594840437060520e+04,5.768950474956897523e+01
1.062594842304839767e+04,5.769106936692774923e+01
1.062594844172619196e+04,5.769263399497766898e+01
1.062594846040398625e+04,5.769419863356582567e+01
1.062594847908178053e+04,5.769576328269162246e+01
1.062594849775957300e+04,5.769732794220208660e+01
1.062594851643736729e+04,5.769889261240138723e+01
1.062594853511516158e+04,5.770045729313660843e+01
1.062594855379295404e+04,5.770202198425476325e+01
1.062594857247074833e+04,5.770358668606004215e+01
1.062594859114854262e+04,5.770515139839945817e+01
1.062594860982633509e+04,5.770671612112008830e+01
1.062594862850412937e+04,5.770828085452610878e+01
1.062594864718192366e+04,5.770984559846456108e+01
1.062594866585971613e+04,5.771141035278245113e+01
1.062594868453751042e+04,5.771297511778398359e+01
1.062594870321530470e+04,5.771453989331622125e+01
1.062594872189309717e+04,5.771610467922616294e+01
1.062594874057089146e+04,5.771766947581803464e+01
1.062594875924868575e+04,5.771923428293883518e+01
1.062594877792647821e+04,5.772079910043561313e+01
1.062594879660427250e+04,5.772236392861258025e+01
1.062594881528206679e+04,5.772392876731674960e+01
1.062594883395985926e+04,5.772549361639514842e+01
1.062594885263765354e+04,5.772705847615200980e+01
1.062594887131544783e+04,5.772862334643433968e+01
1.062594888999324030e+04,5.773018822708916531e+01
1.062594890867103459e+04,5.773175311842067714e+01
1.062594892734882887e+04,5.773331802027593085e+01
1.062594894602662316e+04,5.773488293265436511e+01
1.062594896470441563e+04,5.773644785540296454e+01
1.062594898338220992e+04,5.773801278882594090e+01
1.062594900206000420e+04,5.773957773277033567e+01
1.062594902073779667e+04,5.774114268708316189e+01
1.062594903941559096e+04,5.774270765206868816e+01
1.062594905809338525e+04,5.774427262757385648e+01
1.062594907677117772e+04,5.774583761344572963e+01
1.062594909544897200e+04,5.774740260998851227e+01
1.062594911412676629e+04,5.774896761704925296e+01
1.062594913280455876e+04,5.775053263447492924e+01
1.062594915148235305e+04,5.775209766256981680e+01
1.062594917016014733e+04,5.775366270118088607e+01
1.062594918883793980e+04,5.775522775015519272e+01
1.062594920751573409e+04,5.775679280979692720e+01
1.062594922619352838e+04,5.775835787995314519e+01
1.062594924487132084e+04,5.775992296047080998e+01
1.062594926354911513e+04,5.776148805165422573e+01
1.062594928222690942e+04,5.776305315335034862e+01
1.062594930090470189e+04,5.776461826540619882e+01
1.062594931958249617e+04,5.776618338812603071e+01
1.062594933826029046e+04,5.776774852135688576e+01
1.062594935693808293e+04,5.776931366494569176e+01
1.062594937561587722e+04,5.777087881919675283e+01
1.062594939429367150e+04,5.777244398395706071e+01
1.062594941297146579e+04,5.777400915922605407e+01
1.062594943164925826e+04,5.777557434485071042e+01
1.062594945032705255e+04,5.777713954113529837e+01
1.062594946900484683e+04,5.777870474792681676e+01
1.062594948768263930e+04,5.778026996507225732e+01
1.062594950636043359e+04,5.778183519287591707e+01
1.062594952503822788e+04,5.778340043118475933e+01
1.062594954371602034e+04,5.778496567984579002e+01
1.062594956239381463e+04,5.778653093916326355e+01
1.062594958107160892e+04,5.778809620898422139e+01
1.062594959974940139e+04,5.778966148915561973e+01
1.062594961842719567e+04,5.779122677998173430e+01
1.062594963710498996e+04,5.779279208130957812e+01
1.062594965578278243e+04,5.779435739298611452e+01
1.062594967446057672e+04,5.779592271531564762e+01
1.062594969313837100e+04,5.779748804814515495e+01
1.062594971181616347e+04,5.779905339132162823e+01
1.062594973049395776e+04,5.780061874514937159e+01
1.062594974917175205e+04,5.780218410947534835e+01
1.062594976784954451e+04,5.780374948414655023e+01
1.062594978652733880e+04,5.780531486946726005e+01
1.062594980520513309e+04,5.780688026528447665e+01
1.062594982388292556e+04,5.780844567144517043e+01
1.062594984256071984e+04,5.781001108825366686e+01
1.062594986123851413e+04,5.781157651555690791e+01
1.062594987991630842e+04,5.781314195335434647e+01
1.062594989859410089e+04,5.781470740149293874e+01
1.062594991727189517e+04,5.781627286027699597e+01
1.062594993594968946e+04,5.781783832955351699e+01
1.062594995462748193e+04,5.781940380916943667e+01
1.062594997330527622e+04,5.782096929942910180e+01
1.062594999198307050e+04,5.782253480017946146e+01
1.062595001066086297e+04,5.782410031126751448e+01
1.062595002933865726e+04,5.782566583299756502e+01
1.062595004801645155e+04,5.782723136521659768e+01
1.062595006669424401e+04,5.782879690777152604e+01
1.062595008537203830e+04,5.783036246096673949e+01
1.062595010404983259e+04,5.783192802464917293e+01
1.062595012272762506e+04,5.783349359866580386e+01
1.062595014140541934e+04,5.783505918332100038e+01
1.062595016008321363e+04,5.783662477846164762e+01
1.062595017876100610e+04,5.783819038393475864e+01
1.062595019743880039e+04,5.783975600004464468e+01
1.062595021611659467e+04,5.784132162663831167e+01
1.062595023479438714e+04,5.784288726356266608e+01
1.062595025347218143e+04,5.784445291112209730e+01
1.062595027214997572e+04,5.784601856916352602e+01
1.062595029082776819e+04,5.784758423753394396e+01
1.062595030950556247e+04,5.784914991653766236e+01
1.062595032818335676e+04,5.785071560602167295e+01
1.062595034686115105e+04,5.785228130598536467e+01
1.062595036553894352e+04,5.785384701627572213e+01
1.062595038421673780e+04,5.785541273719705657e+01
1.062595040289453209e+04,5.785697846859635973e+01
1.062595042157232456e+04,5.785854421032055939e+01
1.062595044025011885e+04,5.786010996267405204e+01
1.062595045892791313e+04,5.786167572550377258e+01
1.062595047760570560e+04,5.786324149865662747e+01
1.062595049628349989e+04,5.786480728243701321e+01
1.062595051496129418e+04,5.786637307669190022e+01
1.062595053363908664e+04,5.786793888126820207e+01
1.062595055231688093e+04,5.786950469647030815e+01
1.062595057099467522e+04,5.787107052214513914e+01
1.062595058967246769e+04,5.787263635813965124e+01
1.062595060835026197e+04,5.787420220475824095e+01
1.062595062702805626e+04,5.787576806184782896e+01
1.062595064570584873e+04,5.787733392925533593e+01
1.062595066438364302e+04,5.787889980728517969e+01
1.062595068306143730e+04,5.788046569578428802e+01
1.062595070173922977e+04,5.788203159459958869e+01
1.062595072041702406e+04,5.788359750403547110e+01
1.062595073909481835e+04,5.788516342393891279e+01
1.062595075777261081e+04,5.788672935415677046e+01
1.062595077645040510e+04,5.788829529499350457e+01
1.062595079512819939e+04,5.788986124629601449e+01
1.062595081380599368e+04,5.789142720806373887e+01
1.062595083248378614e+04,5.789299318014358420e+01
1.062595085116158043e+04,5.789455916283998249e+01
1.062595086983937472e+04,5.789612515599981890e+01
1.062595088851716719e+04,5.789769115947006384e+01
1.062595090719496147e+04,5.789925717355512091e+01
1.062595092587275576e+04,5.790082319810190370e+01
1.062595094455054823e+04,5.790238923295730444e+01
1.062595096322834252e+04,5.790395527842578360e+01
1.062595098190613680e+04,5.790552133435427606e+01
1.062595100058392927e+04,5.790708740058965276e+01
1.062595101926172356e+04,5.790865347743634572e+01
1.062595103793951785e+04,5.791021956474131827e+01
1.062595105661731031e+04,5.791178566235143421e+01
1.062595107529510460e+04,5.791335177057115402e+01
1.062595109397289889e+04,5.791491788924737705e+01
1.062595111265069136e+04,5.791648401822701686e+01
1.062595113132848564e+04,5.791805015781452681e+01
1.062595115000627993e+04,5.791961630785682047e+01
1.062595116868407240e+04,5.792118246820075456e+01
1.062595118736186669e+04,5.792274863915083216e+01
1.062595120603966097e+04,5.792431482055393133e+01
1.062595122471745344e+04,5.792588101225696562e+01
1.062595124339524773e+04,5.792744721456441681e+01
1.062595126207304202e+04,5.792901342732313452e+01
1.062595128075083630e+04,5.793057965053254321e+01
1.062595129942862877e+04,5.793214588403959198e+01
1.062595131810642306e+04,5.793371212814873417e+01
1.062595133678421735e+04,5.793527838270681940e+01
1.062595135546200981e+04,5.793684464756076125e+01
1.062595137413980410e+04,5.793841092301504858e+01
1.062595139281759839e+04,5.793997720891658787e+01
1.062595141149539086e+04,5.794154350511222873e+01
1.062595143017318514e+04,5.794310981190648135e+01
1.062595144885097943e+04,5.794467612914622379e+01
1.062595146752877190e+04,5.794624245667836249e+01
1.062595148620656619e+04,5.794780879480734370e+01
1.062595150488436047e+04,5.794937514338010232e+01
1.062595152356215294e+04,5.795094150224346663e+01
1.062595154223994723e+04,5.795250787170198237e+01
1.062595156091774152e+04,5.795407425160253467e+01
1.062595157959553399e+04,5.795564064179194474e+01
1.062595159827332827e+04,5.795720704257475120e+01
1.062595161695112256e+04,5.795877345379786760e+01
1.062595163562891503e+04,5.796033987530811515e+01
1.062595165430670932e+04,5.796190630741001826e+01
1.062595167298450360e+04,5.796347274995044785e+01
1.062595169166229607e+04,5.796503920277629618e+01
1.062595171034009036e+04,5.796660566619207344e+01
1.062595172901788465e+04,5.796817214004464347e+01
1.062595174769567893e+04,5.796973862433342362e+01
1.062595176637347140e+04,5.797130511890527771e+01
1.062595178505126569e+04,5.797287162406476568e+01
1.062595180372905998e+04,5.797443813965872295e+01
1.062595182240685244e+04,5.797600466553399912e+01
1.062595184108464673e+04,5.797757120199516834e+01
1.062595185976244102e+04,5.797913774888907312e+01
1.062595187844023349e+04,5.798070430606257020e+01
1.062595189711802777e+04,5.798227087382019107e+01
1.062595191579582206e+04,5.798383745200882800e+01
1.062595193447361453e+04,5.798540404047531638e+01
1.062595195315140882e+04,5.798697063952420194e+01
1.062595197182920310e+04,5.798853724900232720e+01
1.062595199050699557e+04,5.799010386875657730e+01
1.062595200918478986e+04,5.799167049909149796e+01
1.062595202786258415e+04,5.799323713985394591e+01
1.062595204654037661e+04,5.799480379089074944e+01
1.062595206521817090e+04,5.799637045250646139e+01
1.062595208389596519e+04,5.799793712454796690e+01
1.062595210257375766e+04,5.799950380686209428e+01
1.062595212125155194e+04,5.800107049975342477e+01
1.062595213992934623e+04,5.800263720306876536e+01
1.062595215860713870e+04,5.800420391665501541e+01
1.062595217728493299e+04,5.800577064081671352e+01
1.062595219596272727e+04,5.800733737540068802e+01
1.062595221464052156e+04,5.800890412040639887e+01
1.062595223331831403e+04,5.801047087568066729e+01
1.062595225199610832e+04,5.801203764152807452e+01
1.062595227067390260e+04,5.801360441779544175e+01
1.062595228935169507e+04,5.801517120432963992e+01
1.062595230802948936e+04,5.801673800143524318e+01
1.062595232670728365e+04,5.801830480895907272e+01
1.062595234538507611e+04,5.801987162674797815e+01
1.062595236406287040e+04,5.802143845510653364e+01
1.062595238274066469e+04,5.802300529388159589e+01
1.062595240141845716e+04,5.802457214291999321e+01
1.062595242009625144e+04,5.802613900252632817e+01
1.062595243877404573e+04,5.802770587254739354e+01
1.062595245745183820e+04,5.802927275283006026e+01
1.062595247612963249e+04,5.803083964367890246e+01
1.062595249480742677e+04,5.803240654494079109e+01
1.062595251348521924e+04,5.803397345646250471e+01
1.062595253216301353e+04,5.803554037854866721e+01
1.062595255084080782e+04,5.803710731104609977e+01
1.062595256951860028e+04,5.803867425380165912e+01
1.062595258819639457e+04,5.804024120711991230e+01
1.062595260687418886e+04,5.804180817084770894e+01
1.062595262555198133e+04,5.804337514483183469e+01
1.062595264422977561e+04,5.804494212937697739e+01
1.062595266290756990e+04,5.804650912432991561e+01
1.062595268158536419e+04,5.804807612969004538e+01
1.062595270026315666e+04,5.804964314530422342e+01
1.062595271894095094e+04,5.805121017147706652e+01
1.062595273761874523e+04,5.805277720805539587e+01
1.062595275629653770e+04,5.805434425488599715e+01
1.062595277497433199e+04,5.805591131227350132e+01
1.062595279365212627e+04,5.805747838006477934e+01
1.062595281232991874e+04,5.805904545810658846e+01
1.062595283100771303e+04,5.806061254670359517e+01
1.062595284968550732e+04,5.806217964570257095e+01
