Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.014846018518507481e+04,3.253389246664737833e+00
1.014846020605984813e+04,3.253690863917354736e+00
1.014846022693461964e+04,3.253992494794101908e+00
1.014846024780939297e+04,3.254294139347483572e+00
1.014846026868416629e+04,3.254595797551165237e+00
1.014846028955893780e+04,3.254897469378788877e+00
1.014846031043371113e+04,3.255199154882874257e+00
1.014846033130848264e+04,3.255500854010776823e+00
1.014846035218325596e+04,3.255802566815016341e+00
1.014846037305802929e+04,3.256104293269242778e+00
1.014846039393280080e+04,3.256406033347113205e+00
1.014846041480757413e+04,3.256707787101133178e+00
1.014846043568234745e+04,3.257009554504959770e+00
1.014846045655711896e+04,3.257311335532234953e+00
1.014846047743189229e+04,3.257613130235479382e+00
1.014846049830666561e+04,3.257914938588350573e+00
1.014846051918143712e+04,3.258216760564482950e+00
1.014846054005621045e+04,3.258518596216411378e+00
1.014846056093098196e+04,3.258820445491468210e+00
1.014846058180575528e+04,3.259122308442212290e+00
1.014846060268052861e+04,3.259424185042262057e+00
1.014846062355530012e+04,3.259726075265259482e+00
1.014846064443007344e+04,3.260027979163756306e+00
1.014846066530484677e+04,3.260329896711394060e+00
1.014846068617961828e+04,3.260631827881776523e+00
1.014846070705439161e+04,3.260933772727478086e+00
1.014846072792916493e+04,3.261235731222125622e+00
1.014846074880393644e+04,3.261537703339352667e+00
1.014846076967870977e+04,3.261839689131711406e+00
1.014846079055348127e+04,3.262141688546516871e+00
1.014846081142825460e+04,3.262443701636343896e+00
1.014846083230302793e+04,3.262745728374811360e+00
1.014846085317779944e+04,3.263047768735530152e+00
1.014846087405257276e+04,3.263349822771090203e+00
1.014846089492734609e+04,3.263651890455103288e+00
1.014846091580211760e+04,3.263953971761194950e+00
1.014846093667689092e+04,3.264256066741940021e+00
1.014846095755166243e+04,3.264558175344623780e+00
1.014846097842643576e+04,3.264860297621851259e+00
1.014846099930120909e+04,3.265162433547226239e+00
1.014846102017598059e+04,3.265464583094366713e+00
1.014846104105075392e+04,3.265766746315855951e+00
1.014846106192552725e+04,3.266068923185312389e+00
1.014846108280029875e+04,3.266371113676338478e+00
1.014846110367507208e+04,3.266673317841541024e+00
1.014846112454984541e+04,3.266975535654522922e+00
1.014846114542461692e+04,3.267277767088895057e+00
1.014846116629939024e+04,3.267580012197262906e+00
1.014846118717416175e+04,3.267882270926880217e+00
1.014846120804893508e+04,3.268184543330383995e+00
1.014846122892370840e+04,3.268486829381354042e+00
1.014846124979847991e+04,3.268789129053392806e+00
1.014846127067325324e+04,3.269091442399130631e+00
1.014846129154802657e+04,3.269393769392162419e+00
1.014846131242279807e+04,3.269696110006075074e+00
1.014846133329757140e+04,3.269998464293498941e+00
1.014846135417234473e+04,3.270300832228028476e+00
1.014846137504711623e+04,3.270603213783259022e+00
1.014846139592188956e+04,3.270905609011820925e+00
1.014846141679666107e+04,3.271208017860950612e+00
1.014846143767143440e+04,3.271510440383301521e+00
1.014846145854620772e+04,3.271812876552445015e+00
1.014846147942097923e+04,3.272115326341976882e+00
1.014846150029575256e+04,3.272417789804534127e+00
1.014846152117052588e+04,3.272720266913712095e+00
1.014846154204529739e+04,3.273022757643082148e+00
1.014846156292007072e+04,3.273325262045305717e+00
1.014846158379484405e+04,3.273627780093954165e+00
1.014846160466961555e+04,3.273930311762622392e+00
1.014846162554438888e+04,3.274232857103956729e+00
1.014846164641916039e+04,3.274535416065169624e+00
1.014846166729393371e+04,3.274837988698938496e+00
1.014846168816870704e+04,3.275140574978827157e+00
1.014846170904347855e+04,3.275443174878414521e+00
1.014846172991825188e+04,3.275745788450370011e+00
1.014846175079302520e+04,3.276048415668265434e+00
1.014846177166779671e+04,3.276351056505663717e+00
1.014846179254257004e+04,3.276653711015257819e+00
1.014846181341734336e+04,3.276956379170604006e+00
1.014846183429211487e+04,3.277259060945273195e+00
1.014846185516688820e+04,3.277561756391942360e+00
1.014846187604165971e+04,3.277864465457817733e+00
1.014846189691643303e+04,3.278167188195575399e+00
1.014846191779120636e+04,3.278469924578779615e+00
1.014846193866597787e+04,3.278772674580994195e+00
1.014846195954075120e+04,3.279075438254911212e+00
1.014846198041552452e+04,3.279378215574094479e+00
1.014846200129029603e+04,3.279681006512092267e+00
1.014846202216506936e+04,3.279983811121620185e+00
1.014846204303984086e+04,3.280286629349837391e+00
1.014846206391461419e+04,3.280589461249467931e+00
1.014846208478938752e+04,3.280892306794051194e+00
1.014846210566415903e+04,3.281195165957135895e+00
1.014846212653893235e+04,3.281498038791445637e+00
1.014846214741370568e+04,3.281800925270536684e+00
1.014846216828847719e+04,3.282103825367933325e+00
1.014846218916325051e+04,3.282406739136382257e+00
1.014846221003802384e+04,3.282709666549417094e+00
1.014846223091279535e+04,3.283012607580584774e+00
1.014846225178756868e+04,3.283315562282609790e+00
1.014846227266234018e+04,3.283618530602635310e+00
1.014846229353711351e+04,3.283921512593416026e+00
1.014846231441188684e+04,3.284224508228469119e+00
1.014846233528665834e+04,3.284527517481334424e+00
1.014846235616143167e+04,3.284830540404759081e+00
1.014846237703620500e+04,3.285133576972291802e+00
1.014846239791097651e+04,3.285436627157449330e+00
1.014846241878574983e+04,3.285739691012985908e+00
1.014846243966052316e+04,3.286042768512427159e+00
1.014846246053529467e+04,3.286345859629320465e+00
1.014846248141006799e+04,3.286648964416405860e+00
1.014846250228483950e+04,3.286952082820810084e+00
1.014846252315961283e+04,3.287255214895288713e+00
1.014846254403438616e+04,3.287558360613366482e+00
1.014846256490915766e+04,3.287861519948583222e+00
1.014846258578393099e+04,3.288164692953686519e+00
1.014846260665870432e+04,3.288467879602216204e+00
1.014846262753347582e+04,3.288771079867673919e+00
1.014846264840824915e+04,3.289074293802861426e+00
1.014846266928302248e+04,3.289377521381279923e+00
1.014846269015779399e+04,3.289680762576446149e+00
1.014846271103256731e+04,3.289984017441146769e+00
1.014846273190733882e+04,3.290287285922477434e+00
1.014846275278211215e+04,3.290590568073217259e+00
1.014846277365688547e+04,3.290893863866890534e+00
1.014846279453165698e+04,3.291197173276990462e+00
1.014846281540643031e+04,3.291500496356327243e+00
1.014846283628120364e+04,3.291803833078409625e+00
1.014846285715597514e+04,3.292107183416746352e+00
1.014846287803074847e+04,3.292410547424124534e+00
1.014846289890552180e+04,3.292713925074068015e+00
1.014846291978029330e+04,3.293017316340070000e+00
1.014846294065506663e+04,3.293320721274941132e+00
1.014846296152983814e+04,3.293624139825737984e+00
1.014846298240461147e+04,3.293927572045294294e+00
1.014846300327938479e+04,3.294231017907102377e+00
1.014846302415415630e+04,3.294534477384656768e+00
1.014846304502892963e+04,3.294837950530774329e+00
1.014846306590370295e+04,3.295141437318964694e+00
1.014846308677847446e+04,3.295444937722704637e+00
1.014846310765324779e+04,3.295748451794843881e+00
1.014846312852802112e+04,3.296051979508851648e+00
1.014846314940279262e+04,3.296355520838237574e+00
1.014846317027756595e+04,3.296659075835826513e+00
1.014846319115233746e+04,3.296962644448660384e+00
1.014846321202711079e+04,3.297266226729580474e+00
1.014846323290188411e+04,3.297569822652071547e+00
1.014846325377665562e+04,3.297873432189611709e+00
1.014846327465142895e+04,3.298177055395065338e+00
1.014846329552620227e+04,3.298480692241902990e+00
1.014846331640097378e+04,3.298784342703608985e+00
1.014846333727574711e+04,3.299088006833033493e+00
1.014846335815051862e+04,3.299391684577209549e+00
1.014846337902529194e+04,3.299695375988977997e+00
1.014846339990006527e+04,3.299999081041832483e+00
1.014846342077483678e+04,3.300302799709243118e+00
1.014846344164961010e+04,3.300606532044066288e+00
1.014846346252438343e+04,3.300910278019787647e+00
1.014846348339915494e+04,3.301214037609868868e+00
1.014846350427392827e+04,3.301517810867198754e+00
1.014846352514870159e+04,3.301821597765230987e+00
1.014846354602347310e+04,3.302125398277443225e+00
1.014846356689824643e+04,3.302429212456707841e+00
1.014846358777301793e+04,3.302733040250027674e+00
1.014846360864779126e+04,3.303036881710282202e+00
1.014846362952256459e+04,3.303340736810941980e+00
1.014846365039733610e+04,3.303644605525461131e+00
1.014846367127210942e+04,3.303948487906727127e+00
1.014846369214688275e+04,3.304252383928218073e+00
1.014846371302165426e+04,3.304556293563388092e+00
1.014846373389642758e+04,3.304860216865125544e+00
1.014846375477120091e+04,3.305164153806892102e+00
1.014846377564597242e+04,3.305468104362149884e+00
1.014846379652074575e+04,3.305772068583794798e+00
1.014846381739551725e+04,3.306076046418797709e+00
1.014846383827029058e+04,3.306380037920070514e+00
1.014846385914506391e+04,3.306684043061074885e+00
1.014846388001983541e+04,3.306988061815241853e+00
1.014846390089460874e+04,3.307292094235506408e+00
1.014846392176938207e+04,3.307596140295306686e+00
1.014846394264415358e+04,3.307900199968081711e+00
1.014846396351892690e+04,3.308204273306766474e+00
1.014846398439370023e+04,3.308508360284814653e+00
1.014846400526847174e+04,3.308812460875641737e+00
1.014846402614324506e+04,3.309116575132198701e+00
1.014846404701801657e+04,3.309420703001432429e+00
1.014846406789278990e+04,3.309724844536262811e+00
1.014846408876756323e+04,3.310028999710135977e+00
1.014846410964233473e+04,3.310333168496490508e+00
1.014846413051710806e+04,3.310637350948277380e+00
1.014846415139188139e+04,3.310941547038910748e+00
1.014846417226665289e+04,3.311245756741838075e+00
1.014846419314142622e+04,3.311549980110009450e+00
1.014846421401619955e+04,3.311854217116855903e+00
1.014846423489097106e+04,3.312158467735792478e+00
1.014846425576574438e+04,3.312462732019800349e+00
1.014846427664051589e+04,3.312767009915781546e+00
1.014846429751528922e+04,3.313071301476701258e+00
1.014846431839006254e+04,3.313375606675982521e+00
1.014846433926483405e+04,3.313679925487056366e+00
1.014846436013960738e+04,3.313984257962881319e+00
1.014846438101438071e+04,3.314288604076888411e+00
1.014846440188915221e+04,3.314592963802499348e+00
1.014846442276392554e+04,3.314897337192681981e+00
1.014846444363869705e+04,3.315201724194327682e+00
1.014846446451347038e+04,3.315506124860434944e+00
1.014846448538824370e+04,3.315810539164418813e+00
1.014846450626301521e+04,3.316114967079670350e+00
1.014846452713778854e+04,3.316419408659203594e+00
1.014846454801256186e+04,3.316723863876425149e+00
1.014846456888733337e+04,3.317028332704742510e+00
1.014846458976210670e+04,3.317332815197145290e+00
1.014846461063688002e+04,3.317637311327048977e+00
1.014846463151165153e+04,3.317941821067852626e+00
1.014846465238642486e+04,3.318246344472569831e+00
1.014846467326119637e+04,3.318550881488069759e+00
1.014846469413596969e+04,3.318855432167349573e+00
1.014846471501074302e+04,3.319159996483832753e+00
1.014846473588551453e+04,3.319464574410894819e+00
1.014846475676028786e+04,3.319769166001565353e+00
1.014846477763506118e+04,3.320073771229242965e+00
1.014846479850983269e+04,3.320378390067320051e+00
1.014846481938460602e+04,3.320683022568816867e+00
1.014846484025937934e+04,3.320987668707141793e+00
1.014846486113415085e+04,3.321292328455677012e+00
1.014846488200892418e+04,3.321597001867452992e+00
1.014846490288369569e+04,3.321901688889314919e+00
1.014846492375846901e+04,3.322206389574291485e+00
1.014846494463324234e+04,3.322511103895790185e+00
1.014846496550801385e+04,3.322815831827170996e+00
1.014846498638278717e+04,3.323120573421503021e+00
1.014846500725756050e+04,3.323425328652160893e+00
1.014846502813233201e+04,3.323730097492521018e+00
1.014846504900710534e+04,3.324034879995636516e+00
1.014846506988187866e+04,3.324339676134898003e+00
1.014846509075665017e+04,3.324644485883673894e+00
1.014846511163142350e+04,3.324949309295032407e+00
1.014846513250619500e+04,3.325254146315772097e+00
1.014846515338096833e+04,3.325558996998969175e+00
1.014846517425574166e+04,3.325863861317992054e+00
1.014846519513051317e+04,3.326168739246223804e+00
1.014846521600528649e+04,3.326473630836724649e+00
1.014846523688005982e+04,3.326778536062871439e+00
1.014846525775483133e+04,3.327083454898039250e+00
1.014846527862960465e+04,3.327388387395288305e+00
1.014846529950437798e+04,3.327693333527995456e+00
1.014846532037914949e+04,3.327998293269527785e+00
1.014846534125392282e+04,3.328303266672977045e+00
1.014846536212869432e+04,3.328608253685111595e+00
1.014846538300346765e+04,3.328913254359037399e+00
1.014846540387824098e+04,3.329218268668107772e+00
1.014846542475301248e+04,3.329523296585698677e+00
1.014846544562778581e+04,3.329828338164885437e+00
1.014846546650255914e+04,3.330133393379044460e+00
1.014846548737733065e+04,3.330438462201512184e+00
1.014846550825210397e+04,3.330743544685404345e+00
1.014846552912687548e+04,3.331048640777495073e+00
1.014846555000164881e+04,3.331353750530885005e+00
1.014846557087642213e+04,3.331658873918926123e+00
1.014846559175119364e+04,3.331964010914970853e+00
1.014846561262596697e+04,3.332269161572134042e+00
1.014846563350074030e+04,3.332574325863768561e+00
1.014846565437551180e+04,3.332879503763210849e+00
1.014846567525028513e+04,3.333184695323599289e+00
1.014846569612505846e+04,3.333489900518263660e+00
1.014846571699982997e+04,3.333795119320555500e+00
1.014846573787460329e+04,3.334100351783598093e+00
1.014846575874937480e+04,3.334405597854150916e+00
1.014846577962414813e+04,3.334710857585321708e+00
1.014846580049892145e+04,3.335016130950470448e+00
