Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.013184277777792886e+04,8.858083822157742304e+01
1.013184279854968190e+04,8.858033062774113375e+01
1.013184281932143494e+04,8.857982303041575278e+01
1.013184284009318799e+04,8.857931542960135118e+01
1.013184286086494103e+04,8.857880782529795738e+01
1.013184288163669407e+04,8.857830021750565663e+01
1.013184290240844712e+04,8.857779260622447737e+01
1.013184292318020016e+04,8.857728499145447643e+01
1.013184294395195320e+04,8.857677737319573907e+01
1.013184296472370625e+04,8.857626975144830794e+01
1.013184298549545929e+04,8.857576212621222567e+01
1.013184300626721233e+04,8.857525449748756330e+01
1.013184302703896537e+04,8.857474686527436347e+01
1.013184304781071842e+04,8.857423922957269724e+01
1.013184306858247146e+04,8.857373159038263566e+01
1.013184308935422450e+04,8.857322394770420715e+01
1.013184311012597936e+04,8.857271630149301700e+01
1.013184313089773241e+04,8.857220865183806779e+01
1.013184315166948545e+04,8.857170099869489377e+01
1.013184317244123849e+04,8.857119334206360861e+01
1.013184319321299154e+04,8.857068568194425495e+01
1.013184321398474458e+04,8.857017801833686121e+01
1.013184323475649762e+04,8.856967035124151266e+01
1.013184325552825067e+04,8.856916268065828035e+01
1.013184327630000371e+04,8.856865500658717849e+01
1.013184329707175675e+04,8.856814732902830656e+01
1.013184331784350979e+04,8.856763964798169297e+01
1.013184333861526284e+04,8.856713196344739458e+01
1.013184335938701588e+04,8.856662427542549665e+01
1.013184338015876892e+04,8.856611658391602759e+01
1.013184340093052197e+04,8.856560888891903005e+01
1.013184342170227501e+04,8.856510119043461771e+01
1.013184344247402805e+04,8.856459348846279056e+01
1.013184346324578109e+04,8.856408578300361967e+01
1.013184348401753414e+04,8.856357807405720450e+01
1.013184350478928718e+04,8.856307036162353086e+01
1.013184352556104022e+04,8.856256264570268399e+01
1.013184354633279327e+04,8.856205492629477760e+01
1.013184356710454631e+04,8.856154720339976905e+01
1.013184358787629935e+04,8.856103947701775780e+01
1.013184360864805240e+04,8.856053174714885756e+01
1.013184362941980544e+04,8.856002401379302569e+01
1.013184365019155848e+04,8.855951627695039008e+01
1.013184367096331152e+04,8.855900853662099337e+01
1.013184369173506457e+04,8.855850079280486398e+01
1.013184371250681761e+04,8.855799304550207296e+01
1.013184373327857065e+04,8.855748529471271979e+01
1.013184375405032551e+04,8.855697754039231029e+01
1.013184377482207856e+04,8.855646978262990388e+01
1.013184379559383160e+04,8.855596202138104900e+01
1.013184381636558464e+04,8.855545425664583092e+01
1.013184383713733769e+04,8.855494648842432071e+01
1.013184385790909073e+04,8.855443871671653255e+01
1.013184387868084377e+04,8.855393094152252331e+01
1.013184389945259682e+04,8.855342316284240667e+01
1.013184392022434986e+04,8.855291538067616841e+01
1.013184394099610290e+04,8.855240759502389380e+01
1.013184396176785594e+04,8.855189980588566812e+01
1.013184398253960899e+04,8.855139201326150555e+01
1.013184400331136203e+04,8.855088421715147717e+01
1.013184402408311507e+04,8.855037641755565403e+01
1.013184404485486812e+04,8.854986861447407875e+01
1.013184406562662116e+04,8.854936080790680819e+01
1.013184408639837420e+04,8.854885299785389918e+01
1.013184410717012724e+04,8.854834518431540857e+01
1.013184412794188029e+04,8.854783736729140742e+01
1.013184414871363333e+04,8.854732954678190993e+01
1.013184416948538637e+04,8.854682172278700136e+01
1.013184419025713942e+04,8.854631389530678121e+01
1.013184421102889246e+04,8.854580606434122103e+01
1.013184423180064550e+04,8.854529822989044874e+01
1.013184425257239855e+04,8.854479039195450696e+01
1.013184427334415159e+04,8.854428255053340990e+01
1.013184429411590463e+04,8.854377470562725705e+01
1.013184431488765767e+04,8.854326685723609103e+01
1.013184433565941072e+04,8.854275900535996868e+01
1.013184435643116376e+04,8.854225114999893265e+01
1.013184437720291680e+04,8.854174329115306818e+01
1.013184439797466985e+04,8.854123542882240372e+01
1.013184441874642471e+04,8.854072756296254454e+01
1.013184443951817775e+04,8.854021969366247902e+01
1.013184446028993079e+04,8.853971182087781244e+01
1.013184448106168384e+04,8.853920394460858745e+01
1.013184450183343688e+04,8.853869606485484667e+01
1.013184452260518992e+04,8.853818818161666115e+01
1.013184454337694297e+04,8.853768029489410196e+01
1.013184456414869601e+04,8.853717240468718330e+01
1.013184458492044905e+04,8.853666451099601886e+01
1.013184460569220209e+04,8.853615661382060864e+01
1.013184462646395514e+04,8.853564871316103790e+01
1.013184464723570818e+04,8.853514080901737771e+01
1.013184466800746122e+04,8.853463290138965647e+01
1.013184468877921427e+04,8.853412499027794524e+01
1.013184470955096731e+04,8.853361707568231509e+01
1.013184473032272035e+04,8.853310915760278021e+01
1.013184475109447339e+04,8.853260123603941167e+01
1.013184477186622644e+04,8.853209331099232315e+01
1.013184479263797948e+04,8.853158538246150044e+01
1.013184481340973252e+04,8.853107745044700039e+01
1.013184483418148557e+04,8.853056951494895088e+01
1.013184485495323861e+04,8.853006157596733772e+01
1.013184487572499165e+04,8.852955363350221774e+01
1.013184489649674470e+04,8.852904568755371884e+01
1.013184491726849774e+04,8.852853773812182681e+01
1.013184493804025078e+04,8.852802978520662691e+01
1.013184495881200382e+04,8.852752182880817600e+01
1.013184497958375687e+04,8.852701386892651669e+01
1.013184500035550991e+04,8.852650590556170584e+01
1.013184502112726295e+04,8.852599793871381451e+01
1.013184504189901600e+04,8.852548996838289952e+01
1.013184506267077086e+04,8.852498199452455196e+01
1.013184508344252390e+04,8.852447401722774600e+01
1.013184510421427694e+04,8.852396603644807271e+01
1.013184512498602999e+04,8.852345805218563157e+01
1.013184514575778303e+04,8.852295006444042258e+01
1.013184516652953607e+04,8.852244207321250258e+01
1.013184518730128912e+04,8.852193407850201368e+01
1.013184520807304216e+04,8.852142608030889903e+01
1.013184522884479520e+04,8.852091807863327233e+01
1.013184524961654824e+04,8.852041007347519042e+01
1.013184527038830129e+04,8.851990206483468171e+01
1.013184529116005433e+04,8.851939405271185990e+01
1.013184531193180737e+04,8.851888603710672498e+01
1.013184533270356042e+04,8.851837801801934802e+01
1.013184535347531346e+04,8.851786999544981427e+01
1.013184537424706650e+04,8.851736196939815216e+01
1.013184539501881954e+04,8.851685393986441852e+01
1.013184541579057259e+04,8.851634590684868442e+01
1.013184543656232563e+04,8.851583787035100670e+01
1.013184545733407867e+04,8.851532983037141378e+01
1.013184547810583172e+04,8.851482178690999092e+01
1.013184549887758476e+04,8.851431373996678076e+01
1.013184551964933780e+04,8.851380568954185435e+01
1.013184554042109085e+04,8.851329763563528275e+01
1.013184556119284389e+04,8.851278957824705174e+01
1.013184558196459693e+04,8.851228151737728922e+01
1.013184560273634997e+04,8.851177345302605204e+01
1.013184562350810302e+04,8.851126538519334019e+01
1.013184564427985606e+04,8.851075731387925316e+01
1.013184566505160910e+04,8.851024923908384778e+01
1.013184568582336215e+04,8.850974116080715248e+01
1.013184570659511701e+04,8.850923307900475834e+01
1.013184572736687005e+04,8.850872499376569635e+01
1.013184574813862309e+04,8.850821690504554340e+01
1.013184576891037614e+04,8.850770881284434211e+01
1.013184578968212918e+04,8.850720071716214932e+01
1.013184581045388222e+04,8.850669261799903609e+01
1.013184583122563527e+04,8.850618451535504505e+01
1.013184585199738831e+04,8.850567640923021884e+01
1.013184587276914135e+04,8.850516829962464271e+01
