Time (BJD_TBD - 2450000), F_star + F_c (mJy)
1.013335255787055939e+04,2.652903913318490847e+00
1.013335257878931770e+04,2.652903921891289318e+00
1.013335259970807601e+04,2.652903930466287363e+00
1.013335262062683432e+04,2.652903939043484538e+00
1.013335264154559445e+04,2.652903947622882175e+00
1.013335266246435276e+04,2.652903956204478053e+00
1.013335268338311107e+04,2.652903964788273061e+00
1.013335270430186938e+04,2.652903973374268087e+00
1.013335272522062769e+04,2.652903981962461799e+00
1.013335274613938600e+04,2.652903990552854641e+00
1.013335276705814431e+04,2.652903999145447056e+00
1.013335278797690262e+04,2.652904007740238601e+00
1.013335280889566275e+04,2.652904016337230608e+00
1.013335282981442106e+04,2.652904024936420413e+00
1.013335285073317937e+04,2.652904033537809347e+00
1.013335287165193768e+04,2.652904042141397412e+00
1.013335289257069599e+04,2.652904050747184606e+00
1.013335291348945429e+04,2.652904059355170929e+00
1.013335293440821260e+04,2.652904067965356383e+00
1.013335295532697091e+04,2.652904076577740966e+00
1.013335297624573104e+04,2.652904085192324679e+00
1.013335299716448935e+04,2.652904093809106634e+00
1.013335301808324766e+04,2.652904102428087718e+00
1.013335303900200597e+04,2.652904111049267932e+00
1.013335305992076428e+04,2.652904119672646388e+00
1.013335308083952259e+04,2.652904128298224862e+00
1.013335310175828090e+04,2.652904136926001133e+00
1.013335312267703921e+04,2.652904145555976534e+00
1.013335314359579934e+04,2.652904154188151065e+00
1.013335316451455765e+04,2.652904162822524281e+00
1.013335318543331596e+04,2.652904171459095739e+00
1.013335320635207427e+04,2.652904180097866327e+00
1.013335322727083258e+04,2.652904188738834712e+00
1.013335324818959089e+04,2.652904197382002671e+00
1.013335326910834920e+04,2.652904206027368872e+00
1.013335329002710751e+04,2.652904214674933314e+00
1.013335331094586763e+04,2.652904223324697774e+00
1.013335333186462594e+04,2.652904231976660032e+00
1.013335335278338425e+04,2.652904240630820532e+00
1.013335337370214256e+04,2.652904249287179272e+00
1.013335339462090087e+04,2.652904257945736699e+00
1.013335341553965918e+04,2.652904266606491923e+00
1.013335343645841749e+04,2.652904275269446721e+00
1.013335345737717762e+04,2.652904283934600205e+00
1.013335347829593593e+04,2.652904292601951042e+00
1.013335349921469424e+04,2.652904301271500564e+00
1.013335352013345255e+04,2.652904309943247885e+00
1.013335354105221086e+04,2.652904318617193891e+00
1.013335356197096917e+04,2.652904327293337694e+00
1.013335358288972748e+04,2.652904335971680627e+00
1.013335360380848579e+04,2.652904344652221358e+00
1.013335362472724591e+04,2.652904353334960774e+00
1.013335364564600422e+04,2.652904362019897544e+00
1.013335366656476253e+04,2.652904370707032999e+00
1.013335368748352084e+04,2.652904379396366252e+00
1.013335370840227915e+04,2.652904388087897303e+00
1.013335372932103746e+04,2.652904396781626595e+00
1.013335375023979577e+04,2.652904405477554572e+00
1.013335377115855408e+04,2.652904414175679459e+00
1.013335379207731421e+04,2.652904422876003920e+00
1.013335381299607252e+04,2.652904431578524846e+00
1.013335383391483083e+04,2.652904440283244458e+00
1.013335385483358914e+04,2.652904448990161423e+00
1.013335387575234745e+04,2.652904457699276630e+00
1.013335389667110576e+04,2.652904466410589190e+00
1.013335391758986407e+04,2.652904475124099992e+00
1.013335393850862238e+04,2.652904483839809036e+00
1.013335395942738251e+04,2.652904492557715432e+00
1.013335398034614082e+04,2.652904501277819627e+00
1.013335400126489913e+04,2.652904510000121618e+00
1.013335402218365743e+04,2.652904518724621408e+00
1.013335404310241574e+04,2.652904527451317662e+00
1.013335406402117405e+04,2.652904536180213046e+00
1.013335408493993236e+04,2.652904544911305340e+00
1.013335410585869067e+04,2.652904553644594987e+00
1.013335412677745080e+04,2.652904562380083320e+00
1.013335414769620911e+04,2.652904571117768562e+00
1.013335416861496742e+04,2.652904579857651157e+00
1.013335418953372573e+04,2.652904588599731106e+00
1.013335421045248404e+04,2.652904597344008852e+00
1.013335423137124235e+04,2.652904606090483952e+00
1.013335425229000066e+04,2.652904614839156405e+00
1.013335427320876079e+04,2.652904623590027100e+00
1.013335429412751910e+04,2.652904632343094260e+00
1.013335431504627741e+04,2.652904641098358773e+00
1.013335433596503572e+04,2.652904649855820196e+00
1.013335435688379403e+04,2.652904658615479416e+00
1.013335437780255234e+04,2.652904667377335990e+00
1.013335439872131064e+04,2.652904676141389473e+00
1.013335441964006895e+04,2.652904684907640309e+00
1.013335444055882908e+04,2.652904693676088943e+00
1.013335446147758739e+04,2.652904702446734042e+00
1.013335448239634570e+04,2.652904711219576495e+00
1.013335450331510401e+04,2.652904719994616300e+00
1.013335452423386232e+04,2.652904728771852572e+00
1.013335454515262063e+04,2.652904737551286196e+00
1.013335456607137894e+04,2.652904746332916730e+00
1.013335458699013725e+04,2.652904755116744173e+00
1.013335460790889738e+04,2.652904763902769414e+00
1.013335462882765569e+04,2.652904772690991120e+00
1.013335464974641400e+04,2.652904781481409291e+00
1.013335467066517231e+04,2.652904790274024815e+00
1.013335469158393062e+04,2.652904799068836805e+00
1.013335471250268893e+04,2.652904807865845704e+00
1.013335473342144724e+04,2.652904816665051513e+00
1.013335475434020555e+04,2.652904825466454231e+00
1.013335477525896567e+04,2.652904834270054746e+00
1.013335479617772398e+04,2.652904843075850838e+00
1.013335481709648229e+04,2.652904851883843396e+00
1.013335483801524060e+04,2.652904860694032863e+00
1.013335485893399891e+04,2.652904869506419239e+00
1.013335487985275722e+04,2.652904878321001636e+00
1.013335490077151553e+04,2.652904887137781387e+00
1.013335492169027384e+04,2.652904895956758047e+00
1.013335494260903397e+04,2.652904904777930728e+00
1.013335496352779228e+04,2.652904913601300319e+00
1.013335498444655059e+04,2.652904922426865930e+00
1.013335500536530890e+04,2.652904931254628007e+00
1.013335502628406721e+04,2.652904940084586105e+00
1.013335504720282552e+04,2.652904948916741557e+00
1.013335506812158383e+04,2.652904957751093029e+00
1.013335508904034396e+04,2.652904966587641411e+00
1.013335510995910226e+04,2.652904975426385370e+00
1.013335513087786057e+04,2.652904984267326238e+00
1.013335515179661888e+04,2.652904993110462684e+00
1.013335517271537719e+04,2.652905001955796038e+00
1.013335519363413550e+04,2.652905010803324970e+00
1.013335521455289381e+04,2.652905019653050811e+00
1.013335523547165212e+04,2.652905028504972229e+00
