Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.880038437500130385e+03,1.230124367183114600e+03
9.880038456059855889e+03,1.230093229390407942e+03
9.880038474619583212e+03,1.230062090798273402e+03
9.880038493179308716e+03,1.230030951413001503e+03
9.880038511739036039e+03,1.229999811228675526e+03
9.880038530298761543e+03,1.229968670251586445e+03
9.880038548858488866e+03,1.229937528475817089e+03
9.880038567418214370e+03,1.229906385907658660e+03
9.880038585977941693e+03,1.229875242541193302e+03
9.880038604537667197e+03,1.229844098382713355e+03
9.880038623097394520e+03,1.229812953426301419e+03
9.880038641657120024e+03,1.229781807678248470e+03
9.880038660216847347e+03,1.229750661132636651e+03
9.880038678776572851e+03,1.229719513795758303e+03
9.880038697336298355e+03,1.229688365664747835e+03
9.880038715896025678e+03,1.229657216736740111e+03
9.880038734455751182e+03,1.229626067018026106e+03
9.880038753015478505e+03,1.229594916502689102e+03
9.880038771575204009e+03,1.229563765197020757e+03
9.880038790134931332e+03,1.229532613095102306e+03
9.880038808694656836e+03,1.229501460203227452e+03
9.880038827254384159e+03,1.229470306515475613e+03
9.880038845814109663e+03,1.229439152038142311e+03
9.880038864373836986e+03,1.229407996765305825e+03
9.880038882933562491e+03,1.229376840703261450e+03
9.880038901493289814e+03,1.229345683846088832e+03
9.880038920053015318e+03,1.229314526200081673e+03
9.880038938612740822e+03,1.229283367762374837e+03
9.880038957172468145e+03,1.229252208530100233e+03
9.880038975732193649e+03,1.229221048509552929e+03
9.880038994291920972e+03,1.229189887694812342e+03
9.880039012851646476e+03,1.229158726092173310e+03
9.880039031411373799e+03,1.229127563695714343e+03
9.880039049971099303e+03,1.229096400511731872e+03
9.880039068530826626e+03,1.229065236534303949e+03
9.880039087090552130e+03,1.229034071769726324e+03
9.880039105650279453e+03,1.229002906212076823e+03
9.880039124210004957e+03,1.228971739867652104e+03
9.880039142769732280e+03,1.228940572730530221e+03
9.880039161329457784e+03,1.228909404807006467e+03
9.880039179889183288e+03,1.228878236094214571e+03
9.880039198448910611e+03,1.228847066589286214e+03
9.880039217008636115e+03,1.228815896298518282e+03
9.880039235568363438e+03,1.228784725215988146e+03
9.880039254128088942e+03,1.228753553347991783e+03
9.880039272687816265e+03,1.228722380688608155e+03
9.880039291247541769e+03,1.228691207244133238e+03
9.880039309807269092e+03,1.228660033008644177e+03
9.880039328366994596e+03,1.228628857988438540e+03
9.880039346926721919e+03,1.228597682177592105e+03
9.880039365486447423e+03,1.228566505582403806e+03
9.880039384046174746e+03,1.228535328196949649e+03
9.880039402605900250e+03,1.228504150027527885e+03
9.880039421165625754e+03,1.228472971071268830e+03
9.880039439725353077e+03,1.228441791325305303e+03
9.880039458285078581e+03,1.228410610795935781e+03
9.880039476844805904e+03,1.228379429477235135e+03
9.880039495404531408e+03,1.228348247375502751e+03
9.880039513964258731e+03,1.228317064484813272e+03
9.880039532523984235e+03,1.228285880811466768e+03
9.880039551083711558e+03,1.228254696349537426e+03
9.880039569643437062e+03,1.228223511105325088e+03
9.880039588203164385e+03,1.228192325072904168e+03
9.880039606762889889e+03,1.228161138258575193e+03
9.880039625322617212e+03,1.228129950656411211e+03
9.880039643882342716e+03,1.228098762272713657e+03
9.880039662442068220e+03,1.228067573104612165e+03
9.880039681001795543e+03,1.228036383149237508e+03
9.880039699561521047e+03,1.228005192412891120e+03
9.880039718121248370e+03,1.227974000889645367e+03
9.880039736680973874e+03,1.227942808585801231e+03
9.880039755240701197e+03,1.227911615495433125e+03
9.880039773800426701e+03,1.227880421624841119e+03
9.880039792360154024e+03,1.227849226968098264e+03
9.880039810919879528e+03,1.227818031531506904e+03
9.880039829479606851e+03,1.227786835309139178e+03
9.880039848039332355e+03,1.227755638307296749e+03
9.880039866599059678e+03,1.227724440520052212e+03
9.880039885158785182e+03,1.227693241953708139e+03
9.880039903718510686e+03,1.227662042605393253e+03
9.880039922278238009e+03,1.227630842472237646e+03
9.880039940837963513e+03,1.227599641560544114e+03
9.880039959397690836e+03,1.227568439864383890e+03
9.880039977957416340e+03,1.227537237390060227e+03
9.880039996517143663e+03,1.227506034131643901e+03
9.880040015076869167e+03,1.227474830095438620e+03
9.880040033636596490e+03,1.227443625275515387e+03
9.880040052196321994e+03,1.227412419678177685e+03
9.880040070756049317e+03,1.227381213297496060e+03
9.880040089315774821e+03,1.227350006139774223e+03
9.880040107875502144e+03,1.227318798199083176e+03
9.880040126435227648e+03,1.227287589481726627e+03
9.880040144994953152e+03,1.227256379984833529e+03
9.880040163554680475e+03,1.227225169705532835e+03
9.880040182114405980e+03,1.227193958650127797e+03
9.880040200674133303e+03,1.227162746812689647e+03
9.880040219233858807e+03,1.227131534199522321e+03
9.880040237793586130e+03,1.227100320804695457e+03
9.880040256353311634e+03,1.227069106634514355e+03
9.880040274913038957e+03,1.227037891683048429e+03
9.880040293472764461e+03,1.227006675956602749e+03
9.880040312032491784e+03,1.226975459449246500e+03
9.880040330592217288e+03,1.226944242167284983e+03
9.880040349151944611e+03,1.226913024104786928e+03
9.880040367711670115e+03,1.226881805268058770e+03
9.880040386271395619e+03,1.226850585654228098e+03
9.880040404831122942e+03,1.226819365260422046e+03
9.880040423390848446e+03,1.226788144092947960e+03
9.880040441950575769e+03,1.226756922145873432e+03
9.880040460510301273e+03,1.226725699425505354e+03
9.880040479070028596e+03,1.226694475925910183e+03
9.880040497629754100e+03,1.226663251653397083e+03
9.880040516189481423e+03,1.226632026602031829e+03
9.880040534749206927e+03,1.226600800778122220e+03
9.880040553308934250e+03,1.226569574175735170e+03
9.880040571868659754e+03,1.226538346801178250e+03
9.880040590428387077e+03,1.226507118648518826e+03
9.880040608988112581e+03,1.226475889724064700e+03
9.880040627547838085e+03,1.226444660024942550e+03
9.880040646107565408e+03,1.226413429548278600e+03
9.880040664667290912e+03,1.226382198300381788e+03
9.880040683227018235e+03,1.226350966275318569e+03
9.880040701786743739e+03,1.226319733479397200e+03
9.880040720346471062e+03,1.226288499906683001e+03
9.880040738906196566e+03,1.226257265563485589e+03
9.880040757465923889e+03,1.226226030443870286e+03
9.880040776025649393e+03,1.226194794554146483e+03
9.880040794585376716e+03,1.226163557888379046e+03
9.880040813145102220e+03,1.226132320452877821e+03
9.880040831704829543e+03,1.226101082241707445e+03
