Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.014846018518507481e+04,2.654938239973930969e+00
1.014846020605984813e+04,2.654938299545965386e+00
1.014846022693461964e+04,2.654938359111131962e+00
1.014846024780939297e+04,2.654938418669440914e+00
1.014846026868416629e+04,2.654938478220886022e+00
1.014846028955893780e+04,2.654938537765461515e+00
1.014846031043371113e+04,2.654938597303178049e+00
1.014846033130848264e+04,2.654938656834024524e+00
1.014846035218325596e+04,2.654938716358010264e+00
1.014846037305802929e+04,2.654938775875130830e+00
1.014846039393280080e+04,2.654938835385379559e+00
1.014846041480757413e+04,2.654938894888766221e+00
1.014846043568234745e+04,2.654938954385286376e+00
1.014846045655711896e+04,2.654939013874933362e+00
1.014846047743189229e+04,2.654939073357716950e+00
1.014846049830666561e+04,2.654939132833633142e+00
1.014846051918143712e+04,2.654939192302673945e+00
1.014846054005621045e+04,2.654939251764851349e+00
1.014846056093098196e+04,2.654939311220153364e+00
1.014846058180575528e+04,2.654939370668590204e+00
1.014846060268052861e+04,2.654939430110156096e+00
1.014846062355530012e+04,2.654939489544845710e+00
1.014846064443007344e+04,2.654939548972668373e+00
1.014846066530484677e+04,2.654939608393619199e+00
1.014846068617961828e+04,2.654939667807692860e+00
1.014846070705439161e+04,2.654939727214898237e+00
1.014846072792916493e+04,2.654939786615230002e+00
1.014846074880393644e+04,2.654939846008682380e+00
1.014846076967870977e+04,2.654939905395266475e+00
1.014846079055348127e+04,2.654939964774969408e+00
1.014846081142825460e+04,2.654940024147803168e+00
1.014846083230302793e+04,2.654940083513760651e+00
1.014846085317779944e+04,2.654940142872836972e+00
1.014846087405257276e+04,2.654940202225041901e+00
1.014846089492734609e+04,2.654940261570369664e+00
1.014846091580211760e+04,2.654940320908814488e+00
1.014846093667689092e+04,2.654940380240387032e+00
1.014846095755166243e+04,2.654940439565075749e+00
1.014846097842643576e+04,2.654940498882890854e+00
1.014846099930120909e+04,2.654940558193826572e+00
1.014846102017598059e+04,2.654940617497877131e+00
1.014846104105075392e+04,2.654940676795053189e+00
1.014846106192552725e+04,2.654940736085348529e+00
1.014846108280029875e+04,2.654940795368757378e+00
1.014846110367507208e+04,2.654940854645289505e+00
1.014846112454984541e+04,2.654940913914940470e+00
1.014846114542461692e+04,2.654940973177703167e+00
1.014846116629939024e+04,2.654941032433588255e+00
1.014846118717416175e+04,2.654941091682585075e+00
1.014846120804893508e+04,2.654941150924703397e+00
1.014846122892370840e+04,2.654941210159937448e+00
1.014846124979847991e+04,2.654941269388281899e+00
1.014846127067325324e+04,2.654941328609746076e+00
1.014846129154802657e+04,2.654941387824324650e+00
1.014846131242279807e+04,2.654941447032011848e+00
1.014846133329757140e+04,2.654941506232817883e+00
1.014846135417234473e+04,2.654941565426737426e+00
1.014846137504711623e+04,2.654941624613764262e+00
1.014846139592188956e+04,2.654941683793908158e+00
1.014846141679666107e+04,2.654941742967158902e+00
1.014846143767143440e+04,2.654941802133526263e+00
1.014846145854620772e+04,2.654941861293004024e+00
1.014846147942097923e+04,2.654941920445587744e+00
1.014846150029575256e+04,2.654941979591285861e+00
1.014846152117052588e+04,2.654942038730094378e+00
1.014846154204529739e+04,2.654942097862006190e+00
1.014846156292007072e+04,2.654942156987031954e+00
1.014846158379484405e+04,2.654942216105166342e+00
1.014846160466961555e+04,2.654942275216402692e+00
1.014846162554438888e+04,2.654942334320751662e+00
1.014846164641916039e+04,2.654942393418202151e+00
1.014846166729393371e+04,2.654942452508765260e+00
1.014846168816870704e+04,2.654942511592433441e+00
1.014846170904347855e+04,2.654942570669201807e+00
1.014846172991825188e+04,2.654942629739081017e+00
1.014846175079302520e+04,2.654942688802064410e+00
1.014846177166779671e+04,2.654942747858147101e+00
1.014846179254257004e+04,2.654942806907338415e+00
1.014846181341734336e+04,2.654942865949633912e+00
1.014846183429211487e+04,2.654942924985026043e+00
1.014846185516688820e+04,2.654942984013525908e+00
1.014846187604165971e+04,2.654943043035123296e+00
1.014846189691643303e+04,2.654943102049826642e+00
1.014846191779120636e+04,2.654943161057631063e+00
1.014846193866597787e+04,2.654943220058531672e+00
1.014846195954075120e+04,2.654943279052537353e+00
1.014846198041552452e+04,2.654943338039642331e+00
1.014846200129029603e+04,2.654943397019842166e+00
1.014846202216506936e+04,2.654943455993144852e+00
1.014846204303984086e+04,2.654943514959541506e+00
1.014846206391461419e+04,2.654943573919041899e+00
1.014846208478938752e+04,2.654943632871638926e+00
1.014846210566415903e+04,2.654943691817328144e+00
1.014846212653893235e+04,2.654943750756118881e+00
1.014846214741370568e+04,2.654943809688006251e+00
1.014846216828847719e+04,2.654943868612984481e+00
1.014846218916325051e+04,2.654943927531062453e+00
