Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.061386530092591420e+04,1.683447043883631977e+03
1.061386531688121431e+04,1.683462107149438680e+03
1.061386533283651261e+04,1.683477168261519637e+03
1.061386534879181272e+04,1.683492227223254304e+03
1.061386536474711102e+04,1.683507284031151357e+03
1.061386538070241113e+04,1.683522338688588889e+03
1.061386539665770943e+04,1.683537391192078303e+03
1.061386541261300954e+04,1.683552441544994281e+03
1.061386542856830783e+04,1.683567489743849819e+03
1.061386544452360795e+04,1.683582535792020280e+03
1.061386546047890624e+04,1.683597579686018662e+03
1.061386547643420636e+04,1.683612621429217825e+03
1.061386549238950465e+04,1.683627661018133495e+03
1.061386550834480477e+04,1.683642698456137850e+03
1.061386552430010306e+04,1.683657733739746618e+03
1.061386554025540318e+04,1.683672766872331749e+03
1.061386555621070147e+04,1.683687797850408970e+03
1.061386557216600158e+04,1.683702826677350231e+03
1.061386558812129988e+04,1.683717853349672168e+03
1.061386560407659999e+04,1.683732877870744687e+03
1.061386562003189829e+04,1.683747900237086924e+03
1.061386563598719840e+04,1.683762920452066737e+03
1.061386565194249670e+04,1.683777938512204173e+03
1.061386566789779681e+04,1.683792954420868227e+03
1.061386568385309511e+04,1.683807968174577582e+03
1.061386569980839522e+04,1.683822979776700322e+03
1.061386571576369352e+04,1.683837989223757631e+03
1.061386573171899363e+04,1.683852996519115322e+03
1.061386574767429192e+04,1.683868001659295942e+03
1.061386576362959204e+04,1.683883004647665302e+03
1.061386577958489033e+04,1.683898005480746178e+03
1.061386579554019045e+04,1.683913004161902109e+03
1.061386581149549056e+04,1.683928000689368218e+03
1.061386582745078886e+04,1.683942995061378497e+03
1.061386584340608897e+04,1.683957987281295345e+03
1.061386585936138727e+04,1.683972977345646314e+03
1.061386587531668738e+04,1.683987965257791075e+03
1.061386589127198567e+04,1.684002951014257633e+03
1.061386590722728579e+04,1.684017934618407253e+03
1.061386592318258408e+04,1.684032916066766575e+03
1.061386593913788420e+04,1.684047895362696863e+03
1.061386595509318249e+04,1.684062872502725213e+03
1.061386597104848261e+04,1.684077847490211752e+03
1.061386598700378090e+04,1.684092820321686304e+03
1.061386600295908102e+04,1.684107791000506950e+03
1.061386601891437931e+04,1.684122759523203285e+03
1.061386603486967942e+04,1.684137725893133620e+03
1.061386605082497772e+04,1.684152690106829368e+03
1.061386606678027783e+04,1.684167652167646565e+03
1.061386608273557613e+04,1.684182612072117308e+03
1.061386609869087624e+04,1.684197569823597860e+03
1.061386611464617454e+04,1.684212525418621226e+03
1.061386613060147465e+04,1.684227478860542760e+03
1.061386614655677295e+04,1.684242430145895469e+03
1.061386616251207306e+04,1.684257379278032658e+03
1.061386617846737136e+04,1.684272326253491656e+03
1.061386619442267147e+04,1.684287271075623721e+03
1.061386621037796976e+04,1.684302213740965499e+03
1.061386622633326988e+04,1.684317154252868704e+03
1.061386624228856817e+04,1.684332092607870663e+03
1.061386625824386829e+04,1.684347028809321728e+03
1.061386627419916658e+04,1.684361962853760588e+03
1.061386629015446670e+04,1.684376894744537367e+03
1.061386630610976681e+04,1.684391824479892875e+03
1.061386632206506511e+04,1.684406752058069742e+03
1.061386633802036522e+04,1.684421677482416271e+03
1.061386635397566351e+04,1.684436600749473655e+03
1.061386636993096363e+04,1.684451521862588379e+03
1.061386638588626192e+04,1.684466440818303226e+03
1.061386640184156204e+04,1.684481357619964001e+03
1.061386641779686033e+04,1.684496272264113486e+03
1.061386643375216045e+04,1.684511184754097258e+03
1.061386644970745874e+04,1.684526095086459463e+03
1.061386646566275886e+04,1.684541003264544088e+03
1.061386648161805715e+04,1.684555909284896188e+03
1.061386649757335726e+04,1.684570813150858839e+03
1.061386651352865556e+04,1.684585714858978690e+03
1.061386652948395567e+04,1.684600614412597906e+03
1.061386654543925397e+04,1.684615511808262681e+03
1.061386656139455408e+04,1.684630407049315181e+03
1.061386657734985238e+04,1.684645300132303191e+03
1.061386659330515249e+04,1.684660191060567058e+03
1.061386660926045079e+04,1.684675079830655932e+03
