Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.013184277777792886e+04,2.743514653672619374e+00
1.013184279854968190e+04,2.743514738012969190e+00
1.013184281932143494e+04,2.743514822344565118e+00
1.013184284009318799e+04,2.743514906667414266e+00
1.013184286086494103e+04,2.743514990981513080e+00
1.013184288163669407e+04,2.743515075286861560e+00
1.013184290240844712e+04,2.743515159583456153e+00
1.013184292318020016e+04,2.743515243871296860e+00
1.013184294395195320e+04,2.743515328150390786e+00
1.013184296472370625e+04,2.743515412420730826e+00
1.013184298549545929e+04,2.743515496682313426e+00
1.013184300626721233e+04,2.743515580935149245e+00
1.013184302703896537e+04,2.743515665179224072e+00
1.013184304781071842e+04,2.743515749414545013e+00
1.013184306858247146e+04,2.743515833641108514e+00
1.013184308935422450e+04,2.743515917858918129e+00
1.013184311012597936e+04,2.743516002067984516e+00
1.013184313089773241e+04,2.743516086268275700e+00
1.013184315166948545e+04,2.743516170459816550e+00
1.013184317244123849e+04,2.743516254642603514e+00
1.013184319321299154e+04,2.743516338816622380e+00
1.013184321398474458e+04,2.743516422981887359e+00
1.013184323475649762e+04,2.743516507138387794e+00
1.013184325552825067e+04,2.743516591286134343e+00
1.013184327630000371e+04,2.743516675425119900e+00
1.013184329707175675e+04,2.743516759555344464e+00
1.013184331784350979e+04,2.743516843676797379e+00
1.013184333861526284e+04,2.743516927789499960e+00
1.013184335938701588e+04,2.743517011893437996e+00
1.013184338015876892e+04,2.743517095988611487e+00
1.013184340093052197e+04,2.743517180075020434e+00
1.013184342170227501e+04,2.743517264152664836e+00
1.013184344247402805e+04,2.743517348221544694e+00
1.013184346324578109e+04,2.743517432281660007e+00
1.013184348401753414e+04,2.743517516333007222e+00
1.013184350478928718e+04,2.743517600375589893e+00
1.013184352556104022e+04,2.743517684409404467e+00
1.013184354633279327e+04,2.743517768434454496e+00
1.013184356710454631e+04,2.743517852450736427e+00
1.013184358787629935e+04,2.743517936458250261e+00
1.013184360864805240e+04,2.743518020456992446e+00
1.013184362941980544e+04,2.743518104446970085e+00
1.013184365019155848e+04,2.743518188428172522e+00
1.013184367096331152e+04,2.743518272400610414e+00
1.013184369173506457e+04,2.743518356364273103e+00
1.013184371250681761e+04,2.743518440319164142e+00
1.013184373327857065e+04,2.743518524265287084e+00
1.013184375405032551e+04,2.743518608202645481e+00
1.013184377482207856e+04,2.743518692131218017e+00
1.013184379559383160e+04,2.743518776051018904e+00
1.013184381636558464e+04,2.743518859962044587e+00
1.013184383713733769e+04,2.743518943864302173e+00
1.013184385790909073e+04,2.743519027757777451e+00
1.013184387868084377e+04,2.743519111642481079e+00
1.013184389945259682e+04,2.743519195518409504e+00
1.013184392022434986e+04,2.743519279385562726e+00
1.013184394099610290e+04,2.743519363243933640e+00
1.013184396176785594e+04,2.743519447093525798e+00
1.013184398253960899e+04,2.743519530934346307e+00
1.013184400331136203e+04,2.743519614766384507e+00
1.013184402408311507e+04,2.743519698589647504e+00
1.013184404485486812e+04,2.743519782404131746e+00
1.013184406562662116e+04,2.743519866209830127e+00
1.013184408639837420e+04,2.743519950006749752e+00
1.013184410717012724e+04,2.743520033794887070e+00
1.013184412794188029e+04,2.743520117574249184e+00
1.013184414871363333e+04,2.743520201344825438e+00
1.013184416948538637e+04,2.743520285106612278e+00
1.013184419025713942e+04,2.743520368859627467e+00
1.013184421102889246e+04,2.743520452603853244e+00
1.013184423180064550e+04,2.743520536339289606e+00
1.013184425257239855e+04,2.743520620065947213e+00
1.013184427334415159e+04,2.743520703783818959e+00
1.013184429411590463e+04,2.743520787492908397e+00
1.013184431488765767e+04,2.743520871193211974e+00
1.013184433565941072e+04,2.743520954884722585e+00
1.013184435643116376e+04,2.743521038567447334e+00
1.013184437720291680e+04,2.743521122241389776e+00
1.013184439797466985e+04,2.743521205906535698e+00
