Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.913946643518749624e+03,3.152511232666552754e-01
9.913946661622412648e+03,3.152328897915757100e-01
9.913946679726073853e+03,3.152146568398457860e-01
9.913946697829736877e+03,3.151964244078033772e-01
9.913946715933398082e+03,3.151781924991138850e-01
9.913946734037061105e+03,3.151599611101102982e-01
9.913946752140722310e+03,3.151417302444611823e-01
9.913946770244385334e+03,3.151234998985029123e-01
9.913946788348046539e+03,3.151052700758974479e-01
9.913946806451709563e+03,3.150870407729844391e-01
9.913946824555372586e+03,3.150688119915955876e-01
9.913946842659033791e+03,3.150505837335628723e-01
9.913946860762696815e+03,3.150323559952225572e-01
9.913946878866358020e+03,3.150141287802415424e-01
9.913946896970021044e+03,3.149959020849529279e-01
9.913946915073682248e+03,3.149776759130252790e-01
9.913946933177345272e+03,3.149594502607931945e-01
9.913946951281006477e+03,3.149412251319204104e-01
9.913946969384669501e+03,3.149230005227465212e-01
9.913946987488332525e+03,3.149047764351032841e-01
9.913947005591993729e+03,3.148865528708193473e-01
9.913947023695656753e+03,3.148683298262374697e-01
9.913947041799317958e+03,3.148501073050181120e-01
9.913947059902980982e+03,3.148318853035008691e-01
9.913947078006642187e+03,3.148136638253461461e-01
9.913947096110305210e+03,3.147954428668950366e-01
9.913947114213966415e+03,3.147772224318097223e-01
9.913947132317629439e+03,3.147590025164281324e-01
9.913947150421292463e+03,3.147407831225835784e-01
9.913947168524953668e+03,3.147225642521064848e-01
9.913947186628616691e+03,3.147043459013346145e-01
9.913947204732277896e+03,3.146861280739317035e-01
9.913947222835940920e+03,3.146679107662373465e-01
9.913947240939602125e+03,3.146496939819135585e-01
9.913947259043265149e+03,3.146314777172966592e-01
9.913947277146926353e+03,3.146132619760536042e-01
9.913947295250589377e+03,3.145950467545190476e-01
9.913947313354252401e+03,3.145768320545280217e-01
9.913947331457913606e+03,3.145586178779092301e-01
9.913947349561576630e+03,3.145404042210037665e-01
9.913947367665237834e+03,3.145221910874721472e-01
9.913947385768900858e+03,3.145039784736554656e-01
9.913947403872562063e+03,3.144857663832141825e-01
9.913947421976225087e+03,3.144675548124878373e-01
9.913947440079888111e+03,3.144493437633082977e-01
9.913947458183549315e+03,3.144311332375074319e-01
9.913947476287212339e+03,3.144129232314231137e-01
9.913947494390873544e+03,3.143947137487174692e-01
9.913947512494536568e+03,3.143765047857315365e-01
9.913947530598197773e+03,3.143582963461258872e-01
9.913947548701860796e+03,3.143400884262400607e-01
9.913947566805522001e+03,3.143218810297360721e-01
9.913947584909185025e+03,3.143036741529534606e-01
9.913947603012848049e+03,3.142854677977241495e-01
9.913947621116509254e+03,3.142672619658782862e-01
9.913947639220172277e+03,3.142490566537570196e-01
9.913947657323833482e+03,3.142308518650176463e-01
9.913947675427496506e+03,3.142126475960060894e-01
9.913947693531157711e+03,3.141944438503796455e-01
9.913947711634820735e+03,3.141762406244810180e-01
9.913947729738481939e+03,3.141580379219674479e-01
9.913947747842144963e+03,3.141398357391834151e-01
9.913947765945807987e+03,3.141216340779590110e-01
9.913947784049469192e+03,3.141034329401213299e-01
9.913947802153132216e+03,3.140852323220146847e-01
9.913947820256793420e+03,3.140670322272995918e-01
9.913947838360456444e+03,3.140488326523155349e-01
9.913947856464117649e+03,3.140306336007214205e-01
9.913947874567780673e+03,3.140124350688632271e-01
9.913947892671441878e+03,3.139942370603949207e-01
9.913947910775104901e+03,3.139760395716641450e-01
9.913947928878767925e+03,3.139578426044962178e-01
9.913947946982429130e+03,3.139396461607231181e-01
9.913947965086092154e+03,3.139214502366891035e-01
9.913947983189753359e+03,3.139032548360482511e-01
9.913948001293416382e+03,3.138850599551464837e-01
9.913948019397077587e+03,3.138668655976410982e-01
9.913948037500740611e+03,3.138486717598764630e-01
9.913948055604401816e+03,3.138304784455081542e-01
9.913948073708064840e+03,3.138122856508822056e-01
9.913948091811727863e+03,3.137940933778272656e-01
9.913948109915389068e+03,3.137759016281718716e-01
9.913948128019052092e+03,3.137577103982620019e-01
9.913948146122713297e+03,3.137395196917501794e-01
9.913948164226376321e+03,3.137213295049854911e-01
9.913948182330037525e+03,3.137031398416220140e-01
9.913948200433700549e+03,3.136849506980056712e-01
9.913948218537361754e+03,3.136667620777922050e-01
9.913948236641024778e+03,3.136485739773274828e-01
9.913948254744687802e+03,3.136303863984385987e-01
9.913948272848349006e+03,3.136121993429556998e-01
9.913948290952012030e+03,3.135940128072232103e-01
9.913948309055673235e+03,3.135758267948951517e-01
9.913948327159336259e+03,3.135576413023206666e-01
9.913948345262997464e+03,3.135394563331538875e-01
9.913948363366660487e+03,3.135212718837406820e-01
9.913948381470321692e+03,3.135030879577351826e-01
9.913948399573984716e+03,3.134849045514848664e-01
9.913948417677647740e+03,3.134667216668167722e-01
9.913948435781308945e+03,3.134485393055596036e-01
9.913948453884971968e+03,3.134303574640592283e-01
9.913948471988633173e+03,3.134121761459713329e-01
9.913948490092296197e+03,3.133939953476402862e-01
9.913948508195957402e+03,3.133758150727233294e-01
9.913948526299620426e+03,3.133576353175664408e-01
9.913948544403281630e+03,3.133394560858236422e-01
9.913948562506944654e+03,3.133212773738409118e-01
9.913948580610607678e+03,3.133030991834484524e-01
9.913948598714268883e+03,3.132849215164700829e-01
9.913948616817931907e+03,3.132667443692582210e-01
9.913948634921593111e+03,3.132485677454604489e-01
9.913948653025256135e+03,3.132303916414292400e-01
9.913948671128917340e+03,3.132122160608168948e-01
9.913948689232580364e+03,3.131940409999710573e-01
9.913948707336243388e+03,3.131758664607171561e-01
9.913948725439904592e+03,3.131576924448837285e-01
9.913948743543567616e+03,3.131395189488200836e-01
9.913948761647228821e+03,3.131213459761769680e-01
9.913948779750891845e+03,3.131031735233051894e-01
9.913948797854553050e+03,3.130850015938539399e-01
9.913948815958216073e+03,3.130668301841772472e-01
9.913948834061877278e+03,3.130486592979226934e-01
9.913948852165540302e+03,3.130304889314395322e-01
9.913948870269203326e+03,3.130123190865578553e-01
9.913948888372864531e+03,3.129941497651015925e-01
9.913948906476527554e+03,3.129759809634199419e-01
9.913948924580188759e+03,3.129578126851652042e-01
9.913948942683851783e+03,3.129396449266882430e-01
9.913948960787512988e+03,3.129214776916383056e-01
9.913948978891176012e+03,3.129033109763661447e-01
9.913948996994837216e+03,3.128851447845241718e-01
9.913949015098500240e+03,3.128669791124615851e-01
9.913949033202163264e+03,3.128488139620038133e-01
9.913949051305824469e+03,3.128306493349778394e-01
