Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.917309675925876945e+03,1.559495462501625980e+02
9.917309697571559809e+03,1.559351833613823146e+02
9.917309719217242673e+03,1.559208208881611597e+02
9.917309740862925537e+03,1.559064588305443522e+02
9.917309762508608401e+03,1.558920971885771110e+02
9.917309784154293084e+03,1.558777359610980966e+02
9.917309805799975948e+03,1.558633751505661849e+02
9.917309827445658811e+03,1.558490147558198373e+02
9.917309849091341675e+03,1.558346547769041592e+02
9.917309870737024539e+03,1.558202952138648527e+02
9.917309892382707403e+03,1.558059360667467388e+02
9.917309914028390267e+03,1.557915773355953775e+02
9.917309935674073131e+03,1.557772190204559877e+02
9.917309957319757814e+03,1.557628611201672868e+02
9.917309978965440678e+03,1.557485036371876674e+02
9.917310000611123542e+03,1.557341465703560459e+02
9.917310022256806405e+03,1.557197899197172717e+02
9.917310043902489269e+03,1.557054336853169616e+02
9.917310065548172133e+03,1.556910778672003630e+02
9.917310087193854997e+03,1.556767224654126096e+02
9.917310108839537861e+03,1.556623674799991193e+02
9.917310130485222544e+03,1.556480129097986662e+02
9.917310152130905408e+03,1.556336587572693588e+02
9.917310173776588272e+03,1.556193050212500850e+02
9.917310195422271136e+03,1.556049517017860637e+02
9.917310217067954000e+03,1.555905987989224855e+02
9.917310238713636863e+03,1.555762463127049386e+02
9.917310260359319727e+03,1.555618942431782727e+02
9.917310282005002591e+03,1.555475425903879909e+02
9.917310303650687274e+03,1.555331913531733221e+02
9.917310325296370138e+03,1.555188405339915505e+02
9.917310346942053002e+03,1.555044901316817914e+02
9.917310368587735866e+03,1.554901401462896331e+02
9.917310390233418730e+03,1.554757905778598399e+02
9.917310411879101594e+03,1.554614414264380855e+02
9.917310433524784457e+03,1.554470926920694467e+02
9.917310455170467321e+03,1.554327443747990856e+02
9.917310476816152004e+03,1.554183964734667711e+02
9.917310498461834868e+03,1.554040489905290769e+02
9.917310520107517732e+03,1.553897019248255731e+02
9.917310541753200596e+03,1.553753552764014216e+02
9.917310563398883460e+03,1.553610090453018699e+02
9.917310585044566324e+03,1.553466632315721085e+02
9.917310606690249188e+03,1.553323178352576122e+02
9.917310628335932051e+03,1.553179728564034292e+02
9.917310649981616734e+03,1.553036282938494139e+02
9.917310671627299598e+03,1.552892841500516283e+02
9.917310693272982462e+03,1.552749404238501256e+02
9.917310714918665326e+03,1.552605971152897553e+02
9.917310736564348190e+03,1.552462542244159636e+02
9.917310758210031054e+03,1.552319117512740263e+02
9.917310779855713918e+03,1.552175696959089635e+02
9.917310801501396782e+03,1.552032280583664203e+02
9.917310823147079645e+03,1.551888868386911042e+02
9.917310844792764328e+03,1.551745460357234663e+02
9.917310866438447192e+03,1.551602056519189148e+02
9.917310888084130056e+03,1.551458656861175314e+02
9.917310909729812920e+03,1.551315261383645634e+02
9.917310931375495784e+03,1.551171870087051161e+02
9.917310953021178648e+03,1.551028482971845222e+02
9.917310974666861512e+03,1.550885100038480289e+02
9.917310996312544376e+03,1.550741721287408552e+02
9.917311017958229058e+03,1.550598346707032249e+02
9.917311039603911922e+03,1.550454976321901484e+02
9.917311061249594786e+03,1.550311610120422188e+02
9.917311082895277650e+03,1.550168248103041719e+02
9.917311104540960514e+03,1.550024890270215678e+02
9.917311126186643378e+03,1.549881536622395970e+02
9.917311147832326242e+03,1.549738187160032510e+02
9.917311169478009106e+03,1.549594841883580614e+02
9.917311191123693789e+03,1.549451500781444224e+02
9.917311212769376652e+03,1.549308163878166908e+02
9.917311234415059516e+03,1.549164831162156304e+02
9.917311256060742380e+03,1.549021502633863747e+02
9.917311277706425244e+03,1.548878178293740291e+02
9.917311299352108108e+03,1.548734858142239830e+02
9.917311320997790972e+03,1.548591542179813700e+02
9.917311342643473836e+03,1.548448230406913524e+02
9.917311364289158519e+03,1.548304922811948359e+02
9.917311385934841383e+03,1.548161619419456656e+02
9.917311407580524246e+03,1.548018320217845201e+02
9.917311429226207110e+03,1.547875025207569308e+02
9.917311450871889974e+03,1.547731734389078895e+02
