Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013184277777792886e+04,7.755516303892228507e+02
1.013184279854968190e+04,7.755736868719114909e+02
1.013184281932143494e+04,7.755957407746067247e+02
1.013184284009318799e+04,7.756177920971443882e+02
1.013184286086494103e+04,7.756398408393595219e+02
1.013184288163669407e+04,7.756618870010877345e+02
1.013184290240844712e+04,7.756839305821648622e+02
1.013184292318020016e+04,7.757059715824259456e+02
1.013184294395195320e+04,7.757280100017065934e+02
1.013184296472370625e+04,7.757500458398426417e+02
1.013184298549545929e+04,7.757720790966693585e+02
1.013184300626721233e+04,7.757941097720225798e+02
1.013184302703896537e+04,7.758161378657376872e+02
1.013184304781071842e+04,7.758381633776505168e+02
1.013184306858247146e+04,7.758601863075965639e+02
1.013184308935422450e+04,7.758822066554116645e+02
1.013184311012597936e+04,7.759042244228594427e+02
1.013184313089773241e+04,7.759262396059191360e+02
1.013184315166948545e+04,7.759482522063550505e+02
1.013184317244123849e+04,7.759702622240027949e+02
1.013184319321299154e+04,7.759922696586979782e+02
1.013184321398474458e+04,7.760142745102766639e+02
1.013184323475649762e+04,7.760362767785744609e+02
1.013184325552825067e+04,7.760582764634273190e+02
1.013184327630000371e+04,7.760802735646710744e+02
1.013184329707175675e+04,7.761022680821413360e+02
1.013184331784350979e+04,7.761242600156742810e+02
1.013184333861526284e+04,7.761462493651059731e+02
1.013184335938701588e+04,7.761682361302717936e+02
1.013184338015876892e+04,7.761902203110079199e+02
1.013184340093052197e+04,7.762122019071504155e+02
1.013184342170227501e+04,7.762341809185351167e+02
1.013184344247402805e+04,7.762561573449982006e+02
1.013184346324578109e+04,7.762781311863756173e+02
1.013184348401753414e+04,7.763001024425034302e+02
1.013184350478928718e+04,7.763220711132173619e+02
1.013184352556104022e+04,7.763440371983539308e+02
1.013184354633279327e+04,7.763660006977490866e+02
1.013184356710454631e+04,7.763879616112387794e+02
1.013184358787629935e+04,7.764099199386593000e+02
1.013184360864805240e+04,7.764318756798468257e+02
1.013184362941980544e+04,7.764538288346374202e+02
1.013184365019155848e+04,7.764757794028674880e+02
1.013184367096331152e+04,7.764977273843728653e+02
1.013184369173506457e+04,7.765196727789900706e+02
1.013184371250681761e+04,7.765416155865552810e+02
1.013184373327857065e+04,7.765635558069045601e+02
1.013184375405032551e+04,7.765854934417956201e+02
1.013184377482207856e+04,7.766074284872222506e+02
1.013184379559383160e+04,7.766293609449420501e+02
1.013184381636558464e+04,7.766512908147914231e+02
1.013184383713733769e+04,7.766732180966065471e+02
1.013184385790909073e+04,7.766951427902241676e+02
1.013184387868084377e+04,7.767170648954803482e+02
1.013184389945259682e+04,7.767389844122116074e+02
1.013184392022434986e+04,7.767609013402543496e+02
1.013184394099610290e+04,7.767828156794450933e+02
1.013184396176785594e+04,7.768047274296204705e+02
1.013184398253960899e+04,7.768266365906166584e+02
1.013184400331136203e+04,7.768485431622705164e+02
1.013184402408311507e+04,7.768704471444182218e+02
1.013184404485486812e+04,7.768923485368965203e+02
1.013184406562662116e+04,7.769142473395421575e+02
