Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.882460428240709007e+03,2.740747517774932973e+00
9.882460446256400246e+03,2.740747532206516901e+00
9.882460464272089666e+03,2.740747546636515874e+00
9.882460482287780906e+03,2.740747561064931670e+00
9.882460500303470326e+03,2.740747575491762511e+00
9.882460518319161565e+03,2.740747589917010174e+00
9.882460536334850985e+03,2.740747604340672439e+00
9.882460554350542225e+03,2.740747618762751969e+00
9.882460572366233464e+03,2.740747633183246990e+00
9.882460590381922884e+03,2.740747647602156167e+00
9.882460608397614124e+03,2.740747662019482611e+00
9.882460626413303544e+03,2.740747676435223656e+00
9.882460644428994783e+03,2.740747690849381080e+00
9.882460662444684203e+03,2.740747705261953104e+00
9.882460680460375443e+03,2.740747719672941951e+00
9.882460698476066682e+03,2.740747734082346287e+00
9.882460716491756102e+03,2.740747748490164337e+00
9.882460734507447341e+03,2.740747762896399653e+00
9.882460752523136762e+03,2.740747777301048682e+00
9.882460770538828001e+03,2.740747791704114533e+00
9.882460788554517421e+03,2.740747806105594986e+00
9.882460806570208661e+03,2.740747820505491372e+00
9.882460824585899900e+03,2.740747834903803692e+00
9.882460842601589320e+03,2.740747849300529726e+00
9.882460860617280559e+03,2.740747863695672137e+00
9.882460878632969980e+03,2.740747878089228262e+00
9.882460896648661219e+03,2.740747892481201209e+00
9.882460914664350639e+03,2.740747906871587425e+00
9.882460932680041878e+03,2.740747921260390907e+00
9.882460950695733118e+03,2.740747935647608546e+00
9.882460968711422538e+03,2.740747950033240787e+00
9.882460986727113777e+03,2.740747964417288962e+00
9.882461004742803198e+03,2.740747978799750406e+00
9.882461022758494437e+03,2.740747993180628672e+00
9.882461040774183857e+03,2.740748007559919763e+00
9.882461058789875096e+03,2.740748021937628121e+00
9.882461076805566336e+03,2.740748036313751079e+00
9.882461094821255756e+03,2.740748050688286419e+00
9.882461112836946995e+03,2.740748065061239025e+00
9.882461130852636416e+03,2.740748079432604900e+00
9.882461148868327655e+03,2.740748093802386709e+00
9.882461166884017075e+03,2.740748108170581787e+00
9.882461184899708314e+03,2.740748122537192799e+00
9.882461202915399554e+03,2.740748136902218857e+00
9.882461220931088974e+03,2.740748151265657739e+00
9.882461238946780213e+03,2.740748165627512556e+00
9.882461256962469633e+03,2.740748179987781086e+00
9.882461274978160873e+03,2.740748194346464661e+00
9.882461292993850293e+03,2.740748208703561506e+00
9.882461311009541532e+03,2.740748223059074729e+00
9.882461329025232772e+03,2.740748237413002109e+00
9.882461347040922192e+03,2.740748251765342314e+00
9.882461365056613431e+03,2.740748266116098453e+00
9.882461383072302851e+03,2.740748280465267417e+00
9.882461401087994091e+03,2.740748294812851871e+00
9.882461419103683511e+03,2.740748309158849594e+00
9.882461437119374750e+03,2.740748323503262363e+00
9.882461455135065989e+03,2.740748337846089733e+00
9.882461473150755410e+03,2.740748352187329928e+00
9.882461491166446649e+03,2.740748366526985169e+00
9.882461509182136069e+03,2.740748380865053679e+00
9.882461527197827309e+03,2.740748395201537679e+00
9.882461545213516729e+03,2.740748409536434060e+00
9.882461563229207968e+03,2.740748423869745487e+00
9.882461581244899207e+03,2.740748438201471071e+00
9.882461599260588628e+03,2.740748452531609480e+00
9.882461617276279867e+03,2.740748466860162935e+00
9.882461635291969287e+03,2.740748481187129659e+00
9.882461653307660526e+03,2.740748495512510541e+00
9.882461671323349947e+03,2.740748509836304692e+00
9.882461689339041186e+03,2.740748524158513444e+00
9.882461707354732425e+03,2.740748538479135465e+00
9.882461725370421846e+03,2.740748552798170756e+00
9.882461743386113085e+03,2.740748567115621093e+00
9.882461761401802505e+03,2.740748581431482922e+00
9.882461779417493744e+03,2.740748595745760241e+00
9.882461797433183165e+03,2.740748610058450385e+00
9.882461815448874404e+03,2.740748624369554687e+00
9.882461833464563824e+03,2.740748638679071369e+00
9.882461851480255064e+03,2.740748652987003098e+00
9.882461869495946303e+03,2.740748667293347651e+00
9.882461887511635723e+03,2.740748681598105030e+00
9.882461905527326962e+03,2.740748695901276566e+00
9.882461923543016383e+03,2.740748710202860483e+00
9.882461941558707622e+03,2.740748724502859446e+00
9.882461959574397042e+03,2.740748738801269901e+00
9.882461977590088281e+03,2.740748753098094515e+00
9.882461995605779521e+03,2.740748767393333285e+00
9.882462013621468941e+03,2.740748781686983548e+00
9.882462031637160180e+03,2.740748795979048413e+00
9.882462049652849601e+03,2.740748810269524771e+00
9.882462067668540840e+03,2.740748824558415730e+00
9.882462085684230260e+03,2.740748838845718627e+00
9.882462103699921499e+03,2.740748853131436125e+00
9.882462121715612739e+03,2.740748867415566448e+00
9.882462139731302159e+03,2.740748881698108708e+00
9.882462157746993398e+03,2.740748895979064681e+00
9.882462175762682818e+03,2.740748910258432591e+00
9.882462193778374058e+03,2.740748924536214659e+00
9.882462211794063478e+03,2.740748938812408220e+00
9.882462229809754717e+03,2.740748953087015938e+00
9.882462247825445957e+03,2.740748967360036925e+00
9.882462265841135377e+03,2.740748981631468961e+00
9.882462283856826616e+03,2.740748995901314711e+00
9.882462301872516036e+03,2.740749010169572841e+00
9.882462319888207276e+03,2.740749024436244241e+00
9.882462337903896696e+03,2.740749038701327134e+00
9.882462355919587935e+03,2.740749052964823740e+00
9.882462373935279174e+03,2.740749067226733171e+00
9.882462391950968595e+03,2.740749081487054095e+00
9.882462409966659834e+03,2.740749095745788289e+00
9.882462427982349254e+03,2.740749110002934419e+00
9.882462445998040494e+03,2.740749124258493818e+00
9.882462464013729914e+03,2.740749138512464267e+00
9.882462482029421153e+03,2.740749152764848873e+00
9.882462500045112392e+03,2.740749167015645416e+00
9.882462518060801813e+03,2.740749181264853451e+00
9.882462536076493052e+03,2.740749195512474756e+00
9.882462554092182472e+03,2.740749209758507110e+00
9.882462572107873712e+03,2.740749224002953621e+00
9.882462590123563132e+03,2.740749238245809849e+00
9.882462608139254371e+03,2.740749252487080678e+00
9.882462626154945610e+03,2.740749266726763000e+00
9.882462644170635031e+03,2.740749280964856371e+00
9.882462662186326270e+03,2.740749295201363456e+00
9.882462680202015690e+03,2.740749309436280257e+00
9.882462698217706929e+03,2.740749323669611659e+00
9.882462716233396350e+03,2.740749337901353222e+00
9.882462734249087589e+03,2.740749352131507610e+00
9.882462752264778828e+03,2.740749366360074823e+00
9.882462770280468249e+03,2.740749380587052197e+00
9.882462788296159488e+03,2.740749394812442397e+00
9.882462806311848908e+03,2.740749409036243645e+00
9.882462824327540147e+03,2.740749423258458162e+00
9.882462842343229568e+03,2.740749437479082395e+00
9.882462860358920807e+03,2.740749451698120343e+00
9.882462878374612046e+03,2.740749465915570227e+00
9.882462896390301466e+03,2.740749480131430271e+00
9.882462914405992706e+03,2.740749494345702697e+00
9.882462932421682126e+03,2.740749508558385727e+00
9.882462950437373365e+03,2.740749522769482027e+00
9.882462968453062786e+03,2.740749536978988488e+00
9.882462986468754025e+03,2.740749551186907773e+00
9.882463004484445264e+03,2.740749565393238552e+00
9.882463022500134684e+03,2.740749579597979491e+00
9.882463040515825924e+03,2.740749593801132811e+00
9.882463058531515344e+03,2.740749608002696736e+00
9.882463076547206583e+03,2.740749622202672597e+00
9.882463094562896003e+03,2.740749636401059508e+00
9.882463112578587243e+03,2.740749650597858356e+00
9.882463130594278482e+03,2.740749664793069140e+00
9.882463148609967902e+03,2.740749678986689641e+00
9.882463166625659142e+03,2.740749693178722080e+00
9.882463184641348562e+03,2.740749707369165122e+00
9.882463202657039801e+03,2.740749721558020102e+00
9.882463220672729221e+03,2.740749735745285243e+00
9.882463238688420461e+03,2.740749749930962764e+00
9.882463256704111700e+03,2.740749764115051335e+00
