Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.913946643518749624e+03,4.867603272602510911e-01
9.913946661622412648e+03,4.868289664491146085e-01
9.913946679726073853e+03,4.868976104495883472e-01
9.913946697829736877e+03,4.869662592754562813e-01
9.913946715933398082e+03,4.870349129129216692e-01
9.913946734037061105e+03,4.871035713757622121e-01
9.913946752140722310e+03,4.871722346501938250e-01
9.913946770244385334e+03,4.872409027500005929e-01
9.913946788348046539e+03,4.873095756613729512e-01
9.913946806451709563e+03,4.873782533981077525e-01
9.913946824555372586e+03,4.874469359533066259e-01
9.913946842659033791e+03,4.875156233200519940e-01
9.913946860762696815e+03,4.875843155121470374e-01
9.913946878866358020e+03,4.876530125157758633e-01
9.913946896970021044e+03,4.877217143447480363e-01
9.913946915073682248e+03,4.877904209852349515e-01
9.913946933177345272e+03,4.878591324510588301e-01
9.913946951281006477e+03,4.879278487283910115e-01
9.913946969384669501e+03,4.879965698310347322e-01
9.913946987488332525e+03,4.880652957520915658e-01
9.913947005591993729e+03,4.881340264846376620e-01
9.913947023695656753e+03,4.882027620424825298e-01
9.913947041799317958e+03,4.882715024118103320e-01
9.913947059902980982e+03,4.883402476064304665e-01
9.913947078006642187e+03,4.884089976125144950e-01
9.913947096110305210e+03,4.884777524438781438e-01
9.913947114213966415e+03,4.885465120866929190e-01
9.913947132317629439e+03,4.886152765547809862e-01
9.913947150421292463e+03,4.886840458412184951e-01
9.913947168524953668e+03,4.887528199390944184e-01
9.913947186628616691e+03,4.888215988622245378e-01
9.913947204732277896e+03,4.888903825967803041e-01
9.913947222835940920e+03,4.889591711565711707e-01
9.913947240939602125e+03,4.890279645277749720e-01
9.913947259043265149e+03,4.890967627242074900e-01
9.913947277146926353e+03,4.891655657320402306e-01
9.913947295250589377e+03,4.892343735650953596e-01
9.913947313354252401e+03,4.893031862164490819e-01
9.913947331457913606e+03,4.893720036791838757e-01
9.913947349561576630e+03,4.894408259671219619e-01
9.913947367665237834e+03,4.895096530664220791e-01
9.913947385768900858e+03,4.895784849909191050e-01
9.913947403872562063e+03,4.896473217267717781e-01
9.913947421976225087e+03,4.897161632878022641e-01
9.913947440079888111e+03,4.897850096670995357e-01
9.913947458183549315e+03,4.898538608577269748e-01
9.913947476287212339e+03,4.899227168735195703e-01
9.913947494390873544e+03,4.899915777006422779e-01
9.913947512494536568e+03,4.900604433529110460e-01
9.913947530598197773e+03,4.901293138164973251e-01
9.913947548701860796e+03,4.901981891052232254e-01
9.913947566805522001e+03,4.902670692052474299e-01
9.913947584909185025e+03,4.903359541304113667e-01
9.913947603012848049e+03,4.904048438737784177e-01
9.913947621116509254e+03,4.904737384284247326e-01
9.913947639220172277e+03,4.905426378081852445e-01
9.913947657323833482e+03,4.906115419992186366e-01
9.913947675427496506e+03,4.906804510153535692e-01
9.913947693531157711e+03,4.907493648427422861e-01
9.913947711634820735e+03,4.908182834952261042e-01
9.913947729738481939e+03,4.908872069589573783e-01
9.913947747842144963e+03,4.909561352477647134e-01
9.913947765945807987e+03,4.910250683547369710e-01
9.913947784049469192e+03,4.910940062729248212e-01
9.913947802153132216e+03,4.911629490161823486e-01
9.913947820256793420e+03,4.912318965706491958e-01
9.913947838360456444e+03,4.913008489501792808e-01
9.913947856464117649e+03,4.913698061408995343e-01
9.913947874567780673e+03,4.914387681566704247e-01
9.913947892671441878e+03,4.915077349836250997e-01
9.913947910775104901e+03,4.915767066356175885e-01
9.913947928878767925e+03,4.916456831057113841e-01
9.913947946982429130e+03,4.917146643869699241e-01
9.913947965086092154e+03,4.917836504932535657e-01
9.913947983189753359e+03,4.918526414106828559e-01
9.913948001293416382e+03,4.919216371531308640e-01
9.913948019397077587e+03,4.919906377067117531e-01
9.913948037500740611e+03,4.920596430852923753e-01
9.913948055604401816e+03,4.921286532750058784e-01
9.913948073708064840e+03,4.921976682896999078e-01
9.913948091811727863e+03,4.922666881224507240e-01
9.913948109915389068e+03,4.923357127663089416e-01
9.913948128019052092e+03,4.924047422351350289e-01
9.913948146122713297e+03,4.924737765150558610e-01
9.913948164226376321e+03,4.925428156199445073e-01
9.913948182330037525e+03,4.926118595359151309e-01
9.913948200433700549e+03,4.926809082768345838e-01
9.913948218537361754e+03,4.927499618288231908e-01
9.913948236641024778e+03,4.928190202057542435e-01
9.913948254744687802e+03,4.928880834006784117e-01
9.913948272848349006e+03,4.929571514066590776e-01
9.913948290952012030e+03,4.930262242375630932e-01
9.913948309055673235e+03,4.930953018795045106e-01
9.913948327159336259e+03,4.931643843463565102e-01
9.913948345262997464e+03,4.932334716242331996e-01
9.913948363366660487e+03,4.933025637270204711e-01
9.913948381470321692e+03,4.933716606408133920e-01
9.913948399573984716e+03,4.934407623795041831e-01
9.913948417677647740e+03,4.935098689361370750e-01
9.913948435781308945e+03,4.935789803037629042e-01
9.913948453884971968e+03,4.936480964962675078e-01
9.913948471988633173e+03,4.937172174997458973e-01
9.913948490092296197e+03,4.937863433280966774e-01
9.913948508195957402e+03,4.938554739674149152e-01
9.913948526299620426e+03,4.939246094315864477e-01
9.913948544403281630e+03,4.939937497067126704e-01
9.913948562506944654e+03,4.940628948066858039e-01
9.913948580610607678e+03,4.941320447245502456e-01
9.913948598714268883e+03,4.942011994533503372e-01
9.913948616817931907e+03,4.942703590069782438e-01
9.913948634921593111e+03,4.943395233715290327e-01
9.913948653025256135e+03,4.944086925608949801e-01
9.913948671128917340e+03,4.944778665611773705e-01
9.913948689232580364e+03,4.945470453862622073e-01
9.913948707336243388e+03,4.946162290291937769e-01
9.913948725439904592e+03,4.946854174830228046e-01
9.913948743543567616e+03,4.947546107616414557e-01
9.913948761647228821e+03,4.948238088511447974e-01
9.913948779750891845e+03,4.948930117654187777e-01
9.913948797854553050e+03,4.949622194905646810e-01
9.913948815958216073e+03,4.950314320404747837e-01
9.913948834061877278e+03,4.951006494012441528e-01
9.913948852165540302e+03,4.951698715867713929e-01
9.913948870269203326e+03,4.952390985900880782e-01
9.913948888372864531e+03,4.953083304042449342e-01
9.913948906476527554e+03,4.953775670431468936e-01
9.913948924580188759e+03,4.954468084928698723e-01
9.913948942683851783e+03,4.955160547673189697e-01
9.913948960787512988e+03,4.955853058525827026e-01
9.913948978891176012e+03,4.956545617625661149e-01
9.913948996994837216e+03,4.957238224833451223e-01
9.913949015098500240e+03,4.957930880288310971e-01
9.913949033202163264e+03,4.958623583920619415e-01
9.913949051305824469e+03,4.959316335660757247e-01
9.913949069409487493e+03,4.960009135647773237e-01
9.913949087513148697e+03,4.960701983742490939e-01
9.913949105616811721e+03,4.961394880084022962e-01
9.913949123720472926e+03,4.962087824533066294e-01
9.913949141824135950e+03,4.962780817228796826e-01
9.913949159927797155e+03,4.963473858031974273e-01
9.913949178031460178e+03,4.964166947081711800e-01
9.913949196135123202e+03,4.964860084308389543e-01
9.913949214238784407e+03,4.965553269642323797e-01
9.913949232342447431e+03,4.966246503222626618e-01
9.913949250446108636e+03,4.966939784910058830e-01
9.913949268549771659e+03,4.967633114843796327e-01
9.913949286653432864e+03,4.968326492884472256e-01
