Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.065014266203716397e+04,1.388954695778183748e+02
1.065014268332748725e+04,1.388952198359295380e+02
1.065014270461781052e+04,1.388949700796035529e+02
1.065014272590813380e+04,1.388947203088405047e+02
1.065014274719845707e+04,1.388944705236404218e+02
1.065014276848878217e+04,1.388942207239820164e+02
1.065014278977910544e+04,1.388939709099080062e+02
1.065014281106942872e+04,1.388937210813971603e+02
1.065014283235975199e+04,1.388934712384494787e+02
1.065014285365007527e+04,1.388932213810650467e+02
1.065014287494039854e+04,1.388929715092438641e+02
1.065014289623072182e+04,1.388927216229860448e+02
1.065014291752104509e+04,1.388924717222916172e+02
1.065014293881136837e+04,1.388922218071606380e+02
1.065014296010169346e+04,1.388919718775717911e+02
1.065014298139201674e+04,1.388917219335678510e+02
1.065014300268234001e+04,1.388914719751275300e+02
1.065014302397266329e+04,1.388912220022508563e+02
1.065014304526298656e+04,1.388909720149378586e+02
1.065014306655330984e+04,1.388907220131886220e+02
1.065014308784363311e+04,1.388904719970032318e+02
1.065014310913395639e+04,1.388902219663817164e+02
1.065014313042427966e+04,1.388899719213240758e+02
1.065014315171460476e+04,1.388897218618090790e+02
1.065014317300492803e+04,1.388894717878794722e+02
1.065014319429525131e+04,1.388892216995139393e+02
1.065014321558557458e+04,1.388889715967125085e+02
1.065014323687589786e+04,1.388887214794752651e+02
1.065014325816622113e+04,1.388884713478022661e+02
1.065014327945654441e+04,1.388882212016935966e+02
1.065014330074686768e+04,1.388879710411492283e+02
1.065014332203719096e+04,1.388877208661692464e+02
1.065014334332751605e+04,1.388874706767323630e+02
1.065014336461783932e+04,1.388872204728813244e+02
1.065014338590816260e+04,1.388869702545948712e+02
1.065014340719848587e+04,1.388867200218730034e+02
1.065014342848880915e+04,1.388864697747157777e+02
1.065014344977913242e+04,1.388862195131233079e+02
1.065014347106945570e+04,1.388859692370955656e+02
1.065014349235977897e+04,1.388857189466326645e+02
1.065014351365010225e+04,1.388854686417346329e+02
1.065014353494042734e+04,1.388852183223801262e+02
1.065014355623075062e+04,1.388849679886119475e+02
1.065014357752107389e+04,1.388847176404088373e+02
1.065014359881139717e+04,1.388844672777708240e+02
1.065014362010172044e+04,1.388842169006979077e+02
1.065014364139204372e+04,1.388839665091901736e+02
1.065014366268236699e+04,1.388837161032477070e+02
1.065014368397269027e+04,1.388834656828705363e+02
1.065014370526301354e+04,1.388832152480586899e+02
1.065014372655333864e+04,1.388829647987908515e+02
