Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.891595520833507180e+03,1.216986820430033944e+01
9.891595543725843527e+03,1.216975844122512207e+01
9.891595566618178054e+03,1.216964867829619479e+01
9.891595589510514401e+03,1.216953891549611733e+01
9.891595612402848928e+03,1.216942915284234061e+01
9.891595635295185275e+03,1.216931939031742971e+01
9.891595658187519803e+03,1.216920962793882310e+01
9.891595681079856149e+03,1.216909986568910185e+01
9.891595703972190677e+03,1.216899010358570266e+01
9.891595726864527023e+03,1.216888034161119592e+01
9.891595749756863370e+03,1.216877057977429821e+01
9.891595772649197897e+03,1.216866081808375100e+01
9.891595795541534244e+03,1.216855105652210689e+01
9.891595818433868772e+03,1.216844129510682571e+01
9.891595841326205118e+03,1.216833153382046717e+01
9.891595864218539646e+03,1.216822177268047689e+01
9.891595887110875992e+03,1.216811201166942347e+01
9.891595910003210520e+03,1.216800225080475073e+01
9.891595932895546866e+03,1.216789249006902018e+01
9.891595955787881394e+03,1.216778272947969342e+01
9.891595978680217740e+03,1.216767296901931950e+01
9.891596001572554087e+03,1.216756320869663988e+01
9.891596024464888615e+03,1.216745344852037469e+01
9.891596047357224961e+03,1.216734368847308545e+01
9.891596070249559489e+03,1.216723392857222663e+01
9.891596093141895835e+03,1.216712416880036329e+01
9.891596116034230363e+03,1.216701440917494104e+01
9.891596138926566709e+03,1.216690464967851781e+01
9.891596161818901237e+03,1.216679489032855166e+01
9.891596184711237584e+03,1.216668513110760053e+01
9.891596207603573930e+03,1.216657537202440231e+01
9.891596230495908458e+03,1.216646561308767005e+01
9.891596253388244804e+03,1.216635585427998834e+01
9.891596276280579332e+03,1.216624609561877968e+01
9.891596299172915678e+03,1.216613633708662690e+01
9.891596322065250206e+03,1.216602657870097381e+01
9.891596344957586552e+03,1.216591682044438016e+01
9.891596367849921080e+03,1.216580706233430398e+01
9.891596390742257427e+03,1.216569730435329788e+01
9.891596413634591954e+03,1.216558754651881991e+01
9.891596436526928301e+03,1.216547778881343511e+01
9.891596459419264647e+03,1.216536803124586719e+01
9.891596482311599175e+03,1.216525827382483982e+01
9.891596505203935521e+03,1.216514851653291807e+01
9.891596528096270049e+03,1.216503875938755819e+01
9.891596550988606396e+03,1.216492900237131281e+01
9.891596573880940923e+03,1.216481924550164528e+01
9.891596596773277270e+03,1.216470948876110647e+01
9.891596619665611797e+03,1.216459973216715618e+01
9.891596642557948144e+03,1.216448997570235235e+01
9.891596665450284490e+03,1.216438021937542402e+01
9.891596688342619018e+03,1.216427046319509842e+01
9.891596711234955364e+03,1.216416070714393172e+01
9.891596734127289892e+03,1.216405095123938729e+01
9.891596757019626239e+03,1.216394119546401775e+01
9.891596779911960766e+03,1.216383143983527937e+01
9.891596802804297113e+03,1.216372168433573009e+01
9.891596825696631640e+03,1.216361192898282440e+01
9.891596848588967987e+03,1.216350217375913445e+01
9.891596871481304333e+03,1.216339241867336440e+01
9.891596894373638861e+03,1.216328266373425748e+01
9.891596917265975208e+03,1.216317290892437164e+01
9.891596940158309735e+03,1.216306315426116491e+01
9.891596963050646082e+03,1.216295339972718992e+01
9.891596985942980609e+03,1.216284364533990292e+01
9.891597008835316956e+03,1.216273389108187253e+01
9.891597031727651483e+03,1.216262413697053901e+01
9.891597054619987830e+03,1.216251438298846921e+01
9.891597077512322358e+03,1.216240462915310161e+01
9.891597100404658704e+03,1.216229487544702081e+01
9.891597123296995051e+03,1.216218512187893630e+01
9.891597146189329578e+03,1.216207536845758597e+01
9.891597169081665925e+03,1.216196561516553132e+01
9.891597191974000452e+03,1.216185586202022151e+01
9.891597214866336799e+03,1.216174610900422337e+01
9.891597237758671326e+03,1.216163635613498073e+01
9.891597260651007673e+03,1.216152660339506042e+01
9.891597283543342201e+03,1.216141685080190804e+01
9.891597306435678547e+03,1.216130709833808687e+01
9.891597329328014894e+03,1.216119734601232416e+01
9.891597352220349421e+03,1.216108759383335780e+01
9.891597375112685768e+03,1.216097784178374752e+01
9.891597398005020295e+03,1.216086808988092827e+01
9.891597420897356642e+03,1.216075833810749529e+01
9.891597443789691170e+03,1.216064858648085689e+01
9.891597466682027516e+03,1.216053883498360833e+01
9.891597489574362044e+03,1.216042908363318631e+01
9.891597512466698390e+03,1.216031933241215413e+01
9.891597535359032918e+03,1.216020958133796270e+01
9.891597558251369264e+03,1.216009983039317532e+01
9.891597581143705611e+03,1.215999007958652633e+01
9.891597604036040138e+03,1.215988032892673409e+01
9.891597626928376485e+03,1.215977057839636366e+01
9.891597649820711013e+03,1.215966082801286952e+01
9.891597672713047359e+03,1.215955107775881672e+01
9.891597695605381887e+03,1.215944132765164554e+01
9.891597718497718233e+03,1.215933157767392281e+01
9.891597741390052761e+03,1.215922182784310124e+01
9.891597764282389107e+03,1.215911207814173878e+01
9.891597787174725454e+03,1.215900232857857333e+01
9.891597810067059982e+03,1.215889257916232502e+01
9.891597832959396328e+03,1.215878282987556069e+01
9.891597855851730856e+03,1.215867308073572595e+01
9.891597878744067202e+03,1.215856333172538051e+01
9.891597901636401730e+03,1.215845358286198419e+01
9.891597924528738076e+03,1.215834383412809316e+01
9.891597947421072604e+03,1.215823408554116192e+01
9.891597970313408950e+03,1.215812433708375551e+01
9.891597993205745297e+03,1.215801458876459762e+01
9.891598016098079825e+03,1.215790484059240484e+01
9.891598038990416171e+03,1.215779509254976354e+01
9.891598061882750699e+03,1.215768534465410866e+01
9.891598084775087045e+03,1.215757559688800349e+01
9.891598107667421573e+03,1.215746584926890428e+01
9.891598130559757919e+03,1.215735610177936721e+01
9.891598153452092447e+03,1.215724635443684676e+01
9.891598176344428794e+03,1.215713660722391154e+01
9.891598199236763321e+03,1.215702686015799294e+01
9.891598222129099668e+03,1.215691711322167556e+01
9.891598245021436014e+03,1.215680736642367954e+01
9.891598267913770542e+03,1.215669761977272678e+01
9.891598290806106888e+03,1.215658787325138235e+01
9.891598313698441416e+03,1.215647812687709894e+01
9.891598336590777762e+03,1.215636838063243985e+01
9.891598359483112290e+03,1.215625863453485600e+01
9.891598382375448637e+03,1.215614888856691245e+01
9.891598405267783164e+03,1.215603914274604946e+01
9.891598428160119511e+03,1.215592939705484277e+01
9.891598451052455857e+03,1.215581965150200539e+01
9.891598473944790385e+03,1.215570990609627877e+01
9.891598496837126731e+03,1.215560016082021555e+01
9.891598519729461259e+03,1.215549041569127553e+01
9.891598542621797606e+03,1.215538067069202022e+01
9.891598565514132133e+03,1.215527092583988633e+01
9.891598588406468480e+03,1.215516118111745669e+01
9.891598611298803007e+03,1.215505143654216980e+01
9.891598634191139354e+03,1.215494169209659248e+01
9.891598657083473881e+03,1.215483194779816856e+01
9.891598679975810228e+03,1.215472220362946487e+01
9.891598702868146574e+03,1.215461245959920511e+01
9.891598725760481102e+03,1.215450271571612895e+01
9.891598748652817449e+03,1.215439297196279433e+01
9.891598771545151976e+03,1.215428322835663977e+01
9.891598794437488323e+03,1.215417348488025340e+01
9.891598817329822850e+03,1.215406374155105595e+01
9.891598840222159197e+03,1.215395399835163026e+01
9.891598863114493724e+03,1.215384425529941836e+01
9.891598886006830071e+03,1.215373451237698177e+01
9.891598908899166418e+03,1.215362476959305127e+01
9.891598931791500945e+03,1.215351502695635766e+01
9.891598954683837292e+03,1.215340528444946777e+01
9.891598977576171819e+03,1.215329554208982188e+01
9.891599000468508166e+03,1.215318579985998859e+01
9.891599023360842693e+03,1.215307605777741173e+01
9.891599046253179040e+03,1.215296631582465636e+01
9.891599069145513567e+03,1.215285657401917696e+01
9.891599092037849914e+03,1.215274683234353326e+01
