Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.014093855324061587e+04,1.211284845415532772e+02
1.014093857208740883e+04,1.211269557575533469e+02
1.014093859093419996e+04,1.211254269605217218e+02
1.014093860978099292e+04,1.211238981501639671e+02
1.014093862862778406e+04,1.211223693267756971e+02
1.014093864747457701e+04,1.211208404900623492e+02
1.014093866632136815e+04,1.211193116403196939e+02
1.014093868516816110e+04,1.211177827772531117e+02
1.014093870401495224e+04,1.211162539011583590e+02
1.014093872286174519e+04,1.211147250117409158e+02
1.014093874170853633e+04,1.211131961092963678e+02
1.014093876055532928e+04,1.211116671935302662e+02
1.014093877940212042e+04,1.211101382647382820e+02
1.014093879824891337e+04,1.211086093226258242e+02
1.014093881709570451e+04,1.211070803674886491e+02
1.014093883594249746e+04,1.211055513990322083e+02
1.014093885478928860e+04,1.211040224175521445e+02
1.014093887363608155e+04,1.211024934227540086e+02
1.014093889248287269e+04,1.211009644149334292e+02
1.014093891132966564e+04,1.210994353937958579e+02
1.014093893017645678e+04,1.210979063596370082e+02
1.014093894902324973e+04,1.210963773121623461e+02
1.014093896787004269e+04,1.210948482515199629e+02
1.014093898671683382e+04,1.210933191778580635e+02
1.014093900556362678e+04,1.210917900908820428e+02
1.014093902441041791e+04,1.210902609908877139e+02
1.014093904325721087e+04,1.210887318775803720e+02
1.014093906210400201e+04,1.210872027512557878e+02
1.014093908095079496e+04,1.210856736116194270e+02
1.014093909979758610e+04,1.210841444589669891e+02
1.014093911864437905e+04,1.210826152930038546e+02
1.014093913749117019e+04,1.210810861140258510e+02
1.014093915633796314e+04,1.210795569217383161e+02
1.014093917518475428e+04,1.210780277164370347e+02
1.014093919403154723e+04,1.210764984978274441e+02
1.014093921287833837e+04,1.210749692662051729e+02
1.014093923172513132e+04,1.210734400212757436e+02
1.014093925057192246e+04,1.210719107633348273e+02
1.014093926941871541e+04,1.210703814920878614e+02
1.014093928826550655e+04,1.210688522078306164e+02
1.014093930711229950e+04,1.210673229102684445e+02
1.014093932595909064e+04,1.210657935996971588e+02
1.014093934480588359e+04,1.210642642758221115e+02
1.014093936365267473e+04,1.210627349389390730e+02
1.014093938249946768e+04,1.210612055887534666e+02
1.014093940134626064e+04,1.210596762254133694e+02
1.014093942019305177e+04,1.210581468490670716e+02
1.014093943903984473e+04,1.210566174594198401e+02
1.014093945788663586e+04,1.210550880567675591e+02
1.014093947673342882e+04,1.210535586408155098e+02
1.014093949558021995e+04,1.210520292118595904e+02
1.014093951442701291e+04,1.210504997696050680e+02
1.014093953327380405e+04,1.210489703143476987e+02
1.014093955212059700e+04,1.210474408457929769e+02
1.014093957096738814e+04,1.210459113642366020e+02
1.014093958981418109e+04,1.210443818693839120e+02
1.014093960866097223e+04,1.210428523615307910e+02
1.014093962750776518e+04,1.210413228403824917e+02
1.014093964635455632e+04,1.210397933062349267e+02
1.014093966520134927e+04,1.210382637587933488e+02
1.014093968404814041e+04,1.210367341983536846e+02
1.014093970289493336e+04,1.210352046246211444e+02
1.014093972174172450e+04,1.210336750378915553e+02
1.014093974058851745e+04,1.210321454378703265e+02
1.014093975943530859e+04,1.210306158248532711e+02
1.014093977828210154e+04,1.210290861985456559e+02
1.014093979712889450e+04,1.210275565590957569e+02
1.014093981597568563e+04,1.210260269066516940e+02
1.014093983482247859e+04,1.210244972409188335e+02
1.014093985366926972e+04,1.210229675621930454e+02
1.014093987251606268e+04,1.210214378701795681e+02
1.014093989136285381e+04,1.210199081651743143e+02
1.014093991020964677e+04,1.210183784468825223e+02
1.014093992905643790e+04,1.210168487156001191e+02
1.014093994790323086e+04,1.210153189710323289e+02
1.014093996675002199e+04,1.210137892134751212e+02
1.014093998559681495e+04,1.210122594426336917e+02
1.014094000444360609e+04,1.210107296588038679e+02
1.014094002329039904e+04,1.210091998616910303e+02
1.014094004213719018e+04,1.210076700515910204e+02
1.014094006098398313e+04,1.210061402282090626e+02
1.014094007983077427e+04,1.210046103918411404e+02
1.014094009867756722e+04,1.210030805421924214e+02
1.014094011752435836e+04,1.210015506795588607e+02
1.014094013637115131e+04,1.210000208036456684e+02
1.014094015521794245e+04,1.209984909147488423e+02
1.014094017406473540e+04,1.209969610125735358e+02
1.014094019291152654e+04,1.209954310974156186e+02
1.014094021175831949e+04,1.209939011689804573e+02
1.014094023060511245e+04,1.209923712274162000e+02
1.014094024945190358e+04,1.209908412728711511e+02
1.014094026829869654e+04,1.209893113050504638e+02
1.014094028714548767e+04,1.209877813242502071e+02
1.014094030599228063e+04,1.209862513301754632e+02
1.014094032483907176e+04,1.209847213231222867e+02
1.014094034368586472e+04,1.209831913027957455e+02
1.014094036253265585e+04,1.209816612694919229e+02
1.014094038137944881e+04,1.209801312229159009e+02
1.014094040022623994e+04,1.209786011633637486e+02
1.014094041907303290e+04,1.209770710905405764e+02
1.014094043791982403e+04,1.209755410047423965e+02
1.014094045676661699e+04,1.209740109056744473e+02
1.014094047561340813e+04,1.209724807936325135e+02
1.014094049446020108e+04,1.209709506683219757e+02
1.014094051330699222e+04,1.209694205300386756e+02
1.014094053215378517e+04,1.209678903784878514e+02
1.014094055100057631e+04,1.209663602139654870e+02
1.014094056984736926e+04,1.209648300361767213e+02
1.014094058869416040e+04,1.209632998454175663e+02
1.014094060754095335e+04,1.209617696413931611e+02
1.014094062638774631e+04,1.209602394242518528e+02
1.014094064523453744e+04,1.209587091941418748e+02
1.014094066408133040e+04,1.209571789507683519e+02
1.014094068292812153e+04,1.209556486944273388e+02
1.014094070177491449e+04,1.209541184248239460e+02
1.014094072062170562e+04,1.209525881422542000e+02
1.014094073946849858e+04,1.209510578464232537e+02
1.014094075831528971e+04,1.209495275376271479e+02
1.014094077716208267e+04,1.209479972155709504e+02
1.014094079600887380e+04,1.209464668805507443e+02
1.014094081485566676e+04,1.209449365322716261e+02
1.014094083370245789e+04,1.209434061710296078e+02
1.014094085254925085e+04,1.209418757965298283e+02
1.014094087139604198e+04,1.209403454090683283e+02
1.014094089024283494e+04,1.209388150083502040e+02
1.014094090908962608e+04,1.209372845946715387e+02
1.014094092793641903e+04,1.209357541677374996e+02
1.014094094678321017e+04,1.209342237278439143e+02
1.014094096563000312e+04,1.209326932746960921e+02
1.014094098447679426e+04,1.209311628085899883e+02
1.014094100332358721e+04,1.209296323292307562e+02
1.014094102217037835e+04,1.209281018369143936e+02
1.014094104101717130e+04,1.209265713313460395e+02
1.014094105986396426e+04,1.209250408126740552e+02
1.014094107871075539e+04,1.209235102810466174e+02
1.014094109755754835e+04,1.209219797361689785e+02
1.014094111640433948e+04,1.209204491783371083e+02
1.014094113525113244e+04,1.209189186072561029e+02
1.014094115409792357e+04,1.209173880232220597e+02
1.014094117294471653e+04,1.209158574259400183e+02
1.014094119179150766e+04,1.209143268157060902e+02
1.014094121063830062e+04,1.209127961922253434e+02
1.014094122948509175e+04,1.209112655557938893e+02
1.014094124833188471e+04,1.209097349061167250e+02
1.014094126717867584e+04,1.209082042434899904e+02
1.014094128602546880e+04,1.209066735676187818e+02
1.014094130487225993e+04,1.209051428787990972e+02
1.014094132371905289e+04,1.209036121767360328e+02
1.014094134256584402e+04,1.209020814617257287e+02
1.014094136141263698e+04,1.209005507334731817e+02
1.014094138025942812e+04,1.208990199922745177e+02
1.014094139910622107e+04,1.208974892378348898e+02
1.014094141795301221e+04,1.208959584704501822e+02
1.014094143679980516e+04,1.208944276898256192e+02
1.014094145564659811e+04,1.208928968961094910e+02
1.014094147449338925e+04,1.208913660894501021e+02
1.014094149334018221e+04,1.208898352695525489e+02
1.014094151218697334e+04,1.208883044367129145e+02
1.014094153103376630e+04,1.208867735906362810e+02
1.014094154988055743e+04,1.208852427316186748e+02
1.014094156872735039e+04,1.208837118593652633e+02
1.014094158757414152e+04,1.208821809741720728e+02
1.014094160642093448e+04,1.208806500757441569e+02
1.014094162526772561e+04,1.208791191643776273e+02
1.014094164411451857e+04,1.208775882397774950e+02
1.014094166296130970e+04,1.208760573022399569e+02
1.014094168180810266e+04,1.208745263514699673e+02
1.014094170065489379e+04,1.208729953877637371e+02
1.014094171950168675e+04,1.208714644108261780e+02
1.014094173834847788e+04,1.208699334209535152e+02
1.014094175719527084e+04,1.208684024178507599e+02
1.014094177604206197e+04,1.208668714018139951e+02
1.014094179488885493e+04,1.208653403725482605e+02
1.014094181373564606e+04,1.208638093303496959e+02
1.014094183258243902e+04,1.208622782749233266e+02
1.014094185142923016e+04,1.208607472065652786e+02
1.014094187027602311e+04,1.208592161249806054e+02
1.014094188912281606e+04,1.208576850303176684e+02
1.014094190796960720e+04,1.208561539227247437e+02
1.014094192681640016e+04,1.208546228019068707e+02
1.014094194566319129e+04,1.208530916681602463e+02
1.014094196450998425e+04,1.208515605211898389e+02
1.014094198335677538e+04,1.208500293612918028e+02
1.014094200220356834e+04,1.208484981881711633e+02
1.014094202105035947e+04,1.208469670021240177e+02
1.014094203989715243e+04,1.208454358028554338e+02
1.014094205874394356e+04,1.208439045906615661e+02
1.014094207759073652e+04,1.208423733652473402e+02
1.014094209643752765e+04,1.208408421269089530e+02
1.014094211528432061e+04,1.208393108753513872e+02
1.014094213413111174e+04,1.208377796108708395e+02
1.014094215297790470e+04,1.208362483331722785e+02
1.014094217182469583e+04,1.208347170425519153e+02
1.014094219067148879e+04,1.208331857387146329e+02
1.014094220951827992e+04,1.208316544219566424e+02
1.014094222836507288e+04,1.208301230919830118e+02
1.014094224721186401e+04,1.208285917490898669e+02
1.014094226605865697e+04,1.208270603929820766e+02
1.014094228490544992e+04,1.208255290238081443e+02
1.014094230375224106e+04,1.208239976417164172e+02
1.014094232259903401e+04,1.208224662464118779e+02
1.014094234144582515e+04,1.208209348381906807e+02
1.014094236029261810e+04,1.208194034167578650e+02
1.014094237913940924e+04,1.208178719824095140e+02
1.014094239798620220e+04,1.208163405348506245e+02
1.014094241683299333e+04,1.208148090743774077e+02
1.014094243567978629e+04,1.208132776006948461e+02
1.014094245452657742e+04,1.208117461140990940e+02
1.014094247337337038e+04,1.208102146142951199e+02
1.014094249222016151e+04,1.208086831015791489e+02
1.014094251106695447e+04,1.208071515756561212e+02
1.014094252991374560e+04,1.208056200368222761e+02
1.014094254876053856e+04,1.208040884847824401e+02
1.014094256760732969e+04,1.208025569198329237e+02
1.014094258645412265e+04,1.208010253416786384e+02
1.014094260530091378e+04,1.207994937506158379e+02
1.014094262414770674e+04,1.207979621463493913e+02
1.014094264299449787e+04,1.207964305291755664e+02
1.014094266184129083e+04,1.207948988987993033e+02
1.014094268068808196e+04,1.207933672555167846e+02
1.014094269953487492e+04,1.207918355990329928e+02
1.014094271838166787e+04,1.207903039294963037e+02
1.014094273722845901e+04,1.207887722470550926e+02
1.014094275607525196e+04,1.207872405514143139e+02
1.014094277492204310e+04,1.207857088428701928e+02
1.014094279376883605e+04,1.207841771211276551e+02
1.014094281261562719e+04,1.207826453864829119e+02
1.014094283146242014e+04,1.207811136386409316e+02
1.014094285030921128e+04,1.207795818778979395e+02
1.014094286915600424e+04,1.207780501039588046e+02
1.014094288800279537e+04,1.207765183171197947e+02
1.014094290684958833e+04,1.207749865170858072e+02
1.014094292569637946e+04,1.207734547041531386e+02
1.014094294454317242e+04,1.207719228780266150e+02
1.014094296338996355e+04,1.207703910390025754e+02
1.014094298223675651e+04,1.207688591867858747e+02
1.014094300108354764e+04,1.207673273216727381e+02
1.014094301993034060e+04,1.207657954433681624e+02
1.014094303877713173e+04,1.207642635521683161e+02
1.014094305762392469e+04,1.207627316477780823e+02
1.014094307647071582e+04,1.207611997304938143e+02
1.014094309531750878e+04,1.207596678000202672e+02
1.014094311416430173e+04,1.207581358565060015e+02
1.014094313301109287e+04,1.207566039000993925e+02
1.014094315185788582e+04,1.207550719305053093e+02
1.014094317070467696e+04,1.207535399480200056e+02
1.014094318955146991e+04,1.207520079523484071e+02
1.014094320839826105e+04,1.207504759437867534e+02
1.014094322724505400e+04,1.207489439220399277e+02
1.014094324609184514e+04,1.207474118874042404e+02
1.014094326493863809e+04,1.207458798395845605e+02
1.014094328378542923e+04,1.207443477788770991e+02
1.014094330263222218e+04,1.207428157049868247e+02
1.014094332147901332e+04,1.207412836182100051e+02
1.014094334032580628e+04,1.207397515182514240e+02
1.014094335917259741e+04,1.207382194054074205e+02
1.014094337801939037e+04,1.207366872793829060e+02
1.014094339686618150e+04,1.207351551404741485e+02
1.014094341571297446e+04,1.207336229883859460e+02
1.014094343455976559e+04,1.207320908234146799e+02
1.014094345340655855e+04,1.207305586452651625e+02
1.014094347225334968e+04,1.207290264542336757e+02
1.014094349110014264e+04,1.207274942500251598e+02
1.014094350994693377e+04,1.207259620329358398e+02
1.014094352879372673e+04,1.207244298026705280e+02
1.014094354764051968e+04,1.207228975593777278e+02
1.014094356648731082e+04,1.207213653032059284e+02
1.014094358533410377e+04,1.207198330338598851e+02
1.014094360418089491e+04,1.207183007516359794e+02
1.014094362302768786e+04,1.207167684562389951e+02
1.014094364187447900e+04,1.207152361479652711e+02
1.014094366072127195e+04,1.207137038265196480e+02
1.014094367956806309e+04,1.207121714921984506e+02
