Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.027292596064833924e+04,2.655965308209715658e+00
1.027292604692779969e+04,2.655964742057307149e+00
1.027292613320726196e+04,2.655964175909147684e+00
1.027292621948672240e+04,2.655963609765318978e+00
1.027292630576618467e+04,2.655963043625867215e+00
1.027292639204564512e+04,2.655962477490870555e+00
1.027292647832510738e+04,2.655961911360360972e+00
1.027292656460456783e+04,2.655961345234427284e+00
1.027292665088403010e+04,2.655960779113105019e+00
1.027292673716349054e+04,2.655960212996472336e+00
1.027292682344295281e+04,2.655959646884571868e+00
1.027292690972241326e+04,2.655959080777485326e+00
1.027292699600187370e+04,2.655958514675258897e+00
1.027292708228133597e+04,2.655957948577942318e+00
1.027292716856079642e+04,2.655957382485617302e+00
1.027292725484025868e+04,2.655956816398319376e+00
1.027292734111971913e+04,2.655956250316130252e+00
1.027292742739918140e+04,2.655955684239092562e+00
1.027292751367864184e+04,2.655955118167280915e+00
1.027292759995810411e+04,2.655954552100741495e+00
1.027292768623756456e+04,2.655953986039548909e+00
1.027292777251702682e+04,2.655953419983749342e+00
1.027292785879648727e+04,2.655952853933410296e+00
1.027292794507594954e+04,2.655952287888581509e+00
1.027292803135540998e+04,2.655951721849341141e+00
1.027292811763487043e+04,2.655951155815735376e+00
1.027292820391433270e+04,2.655950589787817506e+00
1.027292829019379315e+04,2.655950023765662138e+00
1.027292837647325541e+04,2.655949457749319009e+00
1.027292846275271586e+04,2.655948891738855622e+00
1.027292854903217813e+04,2.655948325734318161e+00
1.027292863531163857e+04,2.655947759735788338e+00
1.027292872159110084e+04,2.655947193743301682e+00
1.027292880787056129e+04,2.655946627756936351e+00
1.027292889415002355e+04,2.655946061776738532e+00
1.027292898042948400e+04,2.655945495802782830e+00
1.027292906670894445e+04,2.655944929835118984e+00
1.027292915298840671e+04,2.655944363873800285e+00
1.027292923926786716e+04,2.655943797918904892e+00
1.027292932554732943e+04,2.655943231970464780e+00
1.027292941182678987e+04,2.655942666028568766e+00
1.027292949810625214e+04,2.655942100093255931e+00
1.027292958438571259e+04,2.655941534164604434e+00
1.027292967066517485e+04,2.655940968242649802e+00
1.027292975694463530e+04,2.655940402327477301e+00
1.027292984322409757e+04,2.655939836419126010e+00
1.027292992950355801e+04,2.655939270517670536e+00
1.027293001578302028e+04,2.655938704623157065e+00
1.027293010206248073e+04,2.655938138735660203e+00
1.027293018834194118e+04,2.655937572855236795e+00
1.027293027462140344e+04,2.655937006981922366e+00
1.027293036090086389e+04,2.655936441115809288e+00
1.027293044718032615e+04,2.655935875256933087e+00
1.027293053345978660e+04,2.655935309405375477e+00
1.027293061973924887e+04,2.655934743561171985e+00
1.027293070601870932e+04,2.655934177724404321e+00
1.027293079229817158e+04,2.655933611895111568e+00
1.027293087857763203e+04,2.655933046073378989e+00
1.027293096485709430e+04,2.655932480259231454e+00
1.027293105113655474e+04,2.655931914452764886e+00
1.027293113741601519e+04,2.655931348654018365e+00
1.027293122369547746e+04,2.655930782863048734e+00
1.027293130997493790e+04,2.655930217079930600e+00
1.027293139625440017e+04,2.655929651304703043e+00
1.027293148253386062e+04,2.655929085537451328e+00
1.027293156881332288e+04,2.655928519778207431e+00
1.027293165509278333e+04,2.655927954027056614e+00
1.027293174137224560e+04,2.655927388284030854e+00
1.027293182765170604e+04,2.655926822549222521e+00
1.027293191393116831e+04,2.655926256822663589e+00
1.027293200021062876e+04,2.655925691104432218e+00
1.027293208649008920e+04,2.655925125394578146e+00
1.027293217276955147e+04,2.655924559693154663e+00
1.027293225904901192e+04,2.655923994000239929e+00
1.027293234532847418e+04,2.655923428315869472e+00
1.027293243160793463e+04,2.655922862640132109e+00
1.027293251788739690e+04,2.655922296973056262e+00
1.027293260416685735e+04,2.655921731314727197e+00
