Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.062594821759266779e+04,8.925264291200734590e+01
1.062594823627046208e+04,8.925219070432036972e+01
1.062594825494825454e+04,8.925173849379574165e+01
1.062594827362604883e+04,8.925128628034536860e+01
1.062594829230384312e+04,8.925083406401337527e+01
1.062594831098163559e+04,8.925038184484380110e+01
1.062594832965942987e+04,8.924992962274862407e+01
1.062594834833722416e+04,8.924947739777192623e+01
1.062594836701501663e+04,8.924902516995777546e+01
1.062594838569281092e+04,8.924857293921817813e+01
1.062594840437060520e+04,8.924812070559714527e+01
1.062594842304839767e+04,8.924766846913883001e+01
1.062594844172619196e+04,8.924721622975513924e+01
1.062594846040398625e+04,8.924676398749016926e+01
1.062594847908178053e+04,8.924631174234396269e+01
1.062594849775957300e+04,8.924585949436060162e+01
1.062594851643736729e+04,8.924540724345204978e+01
1.062594853511516158e+04,8.924495498966237506e+01
1.062594855379295404e+04,8.924450273303568792e+01
1.062594857247074833e+04,8.924405047348390951e+01
1.062594859114854262e+04,8.924359821105115032e+01
1.062594860982633509e+04,8.924314594578147819e+01
1.062594862850412937e+04,8.924269367758687110e+01
1.062594864718192366e+04,8.924224140651135428e+01
1.062594866585971613e+04,8.924178913259910928e+01
1.062594868453751042e+04,8.924133685576198616e+01
1.062594870321530470e+04,8.924088457604415225e+01
1.062594872189309717e+04,8.924043229348961859e+01
1.062594874057089146e+04,8.923998000801040575e+01
1.062594875924868575e+04,8.923952771965055319e+01
1.062594877792647821e+04,8.923907542845419982e+01
1.062594879660427250e+04,8.923862313433319571e+01
1.062594881528206679e+04,8.923817083733175082e+01
1.062594883395985926e+04,8.923771853749384775e+01
1.062594885263765354e+04,8.923726623473150710e+01
1.062594887131544783e+04,8.923681392908875409e+01
1.062594888999324030e+04,8.923636162060974186e+01
1.062594890867103459e+04,8.923590930920637732e+01
1.062594892734882887e+04,8.923545699492275673e+01
1.062594894602662316e+04,8.923500467775890854e+01
1.062594896470441563e+04,8.923455235775895744e+01
1.062594898338220992e+04,8.923410003483478192e+01
1.062594900206000420e+04,8.923364770903056353e+01
1.062594902073779667e+04,8.923319538039029908e+01
1.062594903941559096e+04,8.923274304882602337e+01
1.062594905809338525e+04,8.923229071438173321e+01
1.062594907677117772e+04,8.923183837710159594e+01
1.062594909544897200e+04,8.923138603689749004e+01
1.062594911412676629e+04,8.923093369381356865e+01
1.062594913280455876e+04,8.923048134789385699e+01
1.062594915148235305e+04,8.923002899905034724e+01
1.062594917016014733e+04,8.922957664732710725e+01
1.062594918883793980e+04,8.922912429276823332e+01
1.062594920751573409e+04,8.922867193528564655e+01
1.062594922619352838e+04,8.922821957492348588e+01
1.062594924487132084e+04,8.922776721172579073e+01
1.062594926354911513e+04,8.922731484560455328e+01
1.062594928222690942e+04,8.922686247660379877e+01
1.062594930090470189e+04,8.922641010476768031e+01
1.062594931958249617e+04,8.922595773000809061e+01
1.062594933826029046e+04,8.922550535236915437e+01
1.062594935693808293e+04,8.922505297189496787e+01
1.062594937561587722e+04,8.922460058849745224e+01
1.062594939429367150e+04,8.922414820222066112e+01
1.062594941297146579e+04,8.922369581306470820e+01
1.062594943164925826e+04,8.922324342107364714e+01
