Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.061386530092591420e+04,6.766960738835268785e+01
1.061386531688121431e+04,6.767099049549021572e+01
1.061386533283651261e+04,6.767237360746460695e+01
1.061386534879181272e+04,6.767375672459085933e+01
1.061386536474711102e+04,6.767513984655322190e+01
1.061386538070241113e+04,6.767652297366667824e+01
1.061386539665770943e+04,6.767790610561550579e+01
1.061386541261300954e+04,6.767928924271468816e+01
1.061386542856830783e+04,6.768067238464848856e+01
1.061386544452360795e+04,6.768205553173190481e+01
1.061386546047890624e+04,6.768343868364918592e+01
1.061386547643420636e+04,6.768482184071532970e+01
1.061386549238950465e+04,6.768620500261459938e+01
1.061386550834480477e+04,6.768758816966197855e+01
1.061386552430010306e+04,6.768897134154171624e+01
1.061386554025540318e+04,6.769035451856885288e+01
1.061386555621070147e+04,6.769173770042760907e+01
1.061386557216600158e+04,6.769312088743298261e+01
1.061386558812129988e+04,6.769450407926922253e+01
1.061386560407659999e+04,6.769588727625135505e+01
1.061386562003189829e+04,6.769727047806362918e+01
1.061386563598719840e+04,6.769865368502101433e+01
1.061386565194249670e+04,6.770003689680777370e+01
1.061386566789779681e+04,6.770142011373893354e+01
1.061386568385309511e+04,6.770280333549871443e+01
1.061386569980839522e+04,6.770418656240212840e+01
1.061386571576369352e+04,6.770556979413345289e+01
1.061386573171899363e+04,6.770695303100767148e+01
1.061386574767429192e+04,6.770833627270899058e+01
1.061386576362959204e+04,6.770971951955247903e+01
1.061386577958489033e+04,6.771110277122238585e+01
1.061386579554019045e+04,6.771248602803363781e+01
1.061386581149549056e+04,6.771386928982822440e+01
1.061386582745078886e+04,6.771525255644812091e+01
1.061386584340608897e+04,6.771663582820826832e+01
1.061386585936138727e+04,6.771801910479292985e+01
1.061386587531668738e+04,6.771940238651714594e+01
1.061386589127198567e+04,6.772078567306512298e+01
1.061386590722728579e+04,6.772216896475185877e+01
1.061386592318258408e+04,6.772355226126164496e+01
1.061386593913788420e+04,6.772493556290947936e+01
1.061386595509318249e+04,6.772631886937955414e+01
1.061386597104848261e+04,6.772770218098693817e+01
1.061386598700378090e+04,6.772908549741585205e+01
1.061386600295908102e+04,6.773046881898132199e+01
1.061386601891437931e+04,6.773185214536754017e+01
1.061386603486967942e+04,6.773323547688957547e+01
1.061386605082497772e+04,6.773461881323163425e+01
1.061386606678027783e+04,6.773600215470875696e+01
1.061386608273557613e+04,6.773738550100514999e+01
1.061386609869087624e+04,6.773876885243585377e+01
1.061386611464617454e+04,6.774015220868510312e+01
1.061386613060147465e+04,6.774153557006789583e+01
1.061386614655677295e+04,6.774291893626848093e+01
1.061386616251207306e+04,6.774430230760187044e+01
1.061386617846737136e+04,6.774568568375228494e+01
1.061386619442267147e+04,6.774706906503480752e+01
1.061386621037796976e+04,6.774845245113358772e+01
1.061386622633326988e+04,6.774983584236369438e+01
1.061386624228856817e+04,6.775121923840934812e+01
1.061386625824386829e+04,6.775260263958557516e+01
1.061386627419916658e+04,6.775398604557656768e+01
1.061386629015446670e+04,6.775536945669742295e+01
1.061386630610976681e+04,6.775675287279001680e+01
1.061386632206506511e+04,6.775813629369628188e+01
1.061386633802036522e+04,6.775951971973124444e+01
1.061386635397566351e+04,6.776090315057913926e+01
1.061386636993096363e+04,6.776228658655497838e+01
1.061386638588626192e+04,6.776367002734301082e+01
1.061386640184156204e+04,6.776505347325824857e+01
1.061386641779686033e+04,6.776643692398491226e+01
1.061386643375216045e+04,6.776782037983804230e+01
1.061386644970745874e+04,6.776920384050183088e+01
1.061386646566275886e+04,6.777058730629137528e+01
1.061386648161805715e+04,6.777197077689082505e+01
1.061386649757335726e+04,6.777335425261526325e+01
1.061386651352865556e+04,6.777473773314885364e+01
