Time (BJD_TBD - 2450000), F_star + F_c (mJy)
1.062594821759266779e+04,2.654344854206104998e+00
1.062594823627046208e+04,2.654344869574467136e+00
1.062594825494825454e+04,2.654344884941197691e+00
1.062594827362604883e+04,2.654344900306299326e+00
1.062594829230384312e+04,2.654344915669770266e+00
1.062594831098163559e+04,2.654344931031610066e+00
1.062594832965942987e+04,2.654344946391821392e+00
1.062594834833722416e+04,2.654344961750401133e+00
1.062594836701501663e+04,2.654344977107349290e+00
1.062594838569281092e+04,2.654344992462668973e+00
1.062594840437060520e+04,2.654345007816357960e+00
1.062594842304839767e+04,2.654345023168414475e+00
1.062594844172619196e+04,2.654345038518842514e+00
1.062594846040398625e+04,2.654345053867639859e+00
1.062594847908178053e+04,2.654345069214806063e+00
1.062594849775957300e+04,2.654345084560340684e+00
1.062594851643736729e+04,2.654345099904245942e+00
1.062594853511516158e+04,2.654345115246520059e+00
1.062594855379295404e+04,2.654345130587162149e+00
1.062594857247074833e+04,2.654345145926175320e+00
1.062594859114854262e+04,2.654345161263557351e+00
1.062594860982633509e+04,2.654345176599306466e+00
1.062594862850412937e+04,2.654345191933426662e+00
1.062594864718192366e+04,2.654345207265915718e+00
1.062594866585971613e+04,2.654345222596772746e+00
1.062594868453751042e+04,2.654345237925999523e+00
1.062594870321530470e+04,2.654345253253595605e+00
1.062594872189309717e+04,2.654345268579558770e+00
1.062594874057089146e+04,2.654345283903892572e+00
1.062594875924868575e+04,2.654345299226595234e+00
1.062594877792647821e+04,2.654345314547664980e+00
1.062594879660427250e+04,2.654345329867104919e+00
1.062594881528206679e+04,2.654345345184913718e+00
1.062594883395985926e+04,2.654345360501089601e+00
1.062594885263765354e+04,2.654345375815635677e+00
1.062594887131544783e+04,2.654345391128550613e+00
1.062594888999324030e+04,2.654345406439832633e+00
1.062594890867103459e+04,2.654345421749483958e+00
1.062594892734882887e+04,2.654345437057504142e+00
1.062594894602662316e+04,2.654345452363893187e+00
1.062594896470441563e+04,2.654345467668648872e+00
1.062594898338220992e+04,2.654345482971774306e+00
1.062594900206000420e+04,2.654345498273268156e+00
1.062594902073779667e+04,2.654345513573129089e+00
1.062594903941559096e+04,2.654345528871359328e+00
1.062594905809338525e+04,2.654345544167957538e+00
1.062594907677117772e+04,2.654345559462923276e+00
1.062594909544897200e+04,2.654345574756258319e+00
1.062594911412676629e+04,2.654345590047961778e+00
