Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.913946643518749624e+03,2.653541953636118667e+00
9.913946661622412648e+03,2.653542031305354598e+00
9.913946679726073853e+03,2.653542108977334557e+00
9.913946697829736877e+03,2.653542186652074530e+00
9.913946715933398082e+03,2.653542264329558087e+00
9.913946734037061105e+03,2.653542342009800770e+00
9.913946752140722310e+03,2.653542419692786147e+00
9.913946770244385334e+03,2.653542497378529763e+00
9.913946788348046539e+03,2.653542575067015186e+00
9.913946806451709563e+03,2.653542652758257958e+00
9.913946824555372586e+03,2.653542730452249199e+00
9.913946842659033791e+03,2.653542808148981358e+00
9.913946860762696815e+03,2.653542885848469979e+00
9.913946878866358020e+03,2.653542963550697298e+00
9.913946896970021044e+03,2.653543041255680190e+00
9.913946915073682248e+03,2.653543118963401781e+00
9.913946933177345272e+03,2.653543196673878057e+00
9.913946951281006477e+03,2.653543274387091699e+00
9.913946969384669501e+03,2.653543352103058250e+00
9.913946987488332525e+03,2.653543429821770605e+00
9.913947005591993729e+03,2.653543507543219437e+00
9.913947023695656753e+03,2.653543585267419402e+00
9.913947041799317958e+03,2.653543662994355845e+00
9.913947059902980982e+03,2.653543740724043420e+00
9.913947078006642187e+03,2.653543818456465697e+00
9.913947096110305210e+03,2.653543896191638218e+00
9.913947114213966415e+03,2.653543973929544553e+00
9.913947132317629439e+03,2.653544051670199799e+00
9.913947150421292463e+03,2.653544129413596853e+00
9.913947168524953668e+03,2.653544207159725943e+00
9.913947186628616691e+03,2.653544284908603501e+00
9.913947204732277896e+03,2.653544362660212208e+00
9.913947222835940920e+03,2.653544440414568495e+00
9.913947240939602125e+03,2.653544518171655486e+00
9.913947259043265149e+03,2.653544595931488725e+00
9.913947277146926353e+03,2.653544673694051781e+00
9.913947295250589377e+03,2.653544751459360640e+00
9.913947313354252401e+03,2.653544829227406421e+00
9.913947331457913606e+03,2.653544906998181130e+00
9.913947349561576630e+03,2.653544984771699422e+00
9.913947367665237834e+03,2.653545062547945310e+00
9.913947385768900858e+03,2.653545140326934781e+00
9.913947403872562063e+03,2.653545218108651405e+00
