Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.013335255787055939e+04,1.088208705756593133e+02
1.013335257878931770e+04,1.088239054444592568e+02
1.013335259970807601e+04,1.088269402982626701e+02
1.013335262062683432e+04,1.088299751370664694e+02
1.013335264154559445e+04,1.088330099611312960e+02
1.013335266246435276e+04,1.088360447699261755e+02
1.013335268338311107e+04,1.088390795637118202e+02
1.013335270430186938e+04,1.088421143424850044e+02
1.013335272522062769e+04,1.088451491062425873e+02
1.013335274613938600e+04,1.088481838549812863e+02
1.013335276705814431e+04,1.088512185886979893e+02
1.013335278797690262e+04,1.088542533073894276e+02
1.013335280889566275e+04,1.088572880113163279e+02
1.013335282981442106e+04,1.088603226999477442e+02
1.013335285073317937e+04,1.088633573735443463e+02
1.013335287165193768e+04,1.088663920321029082e+02
1.013335289257069599e+04,1.088694266756202751e+02
1.013335291348945429e+04,1.088724613040932354e+02
1.013335293440821260e+04,1.088754959175185490e+02
1.013335295532697091e+04,1.088785305158931038e+02
1.013335297624573104e+04,1.088815650994775268e+02
1.013335299716448935e+04,1.088845996677409005e+02
1.013335301808324766e+04,1.088876342209438235e+02
1.013335303900200597e+04,1.088906687590832121e+02
1.013335305992076428e+04,1.088937032821557978e+02
1.013335308083952259e+04,1.088967377901583973e+02
1.013335310175828090e+04,1.088997722830878132e+02
1.013335312267703921e+04,1.089028067609409050e+02
1.013335314359579934e+04,1.089058412239782712e+02
1.013335316451455765e+04,1.089088756716689375e+02
1.013335318543331596e+04,1.089119101042737157e+02
1.013335320635207427e+04,1.089149445217893373e+02
1.013335322727083258e+04,1.089179789242125480e+02
1.013335324818959089e+04,1.089210133115402499e+02
1.013335326910834920e+04,1.089240476837692029e+02
1.013335329002710751e+04,1.089270820408961953e+02
1.013335331094586763e+04,1.089301163831818968e+02
1.013335333186462594e+04,1.089331507100954468e+02
1.013335335278338425e+04,1.089361850218974155e+02
1.013335337370214256e+04,1.089392193185846907e+02
1.013335339462090087e+04,1.089422536001540607e+02
1.013335341553965918e+04,1.089452878666022428e+02
1.013335343645841749e+04,1.089483221179261676e+02
1.013335345737717762e+04,1.089513563543864052e+02
1.013335347829593593e+04,1.089543905754520949e+02
1.013335349921469424e+04,1.089574247813838355e+02
1.013335352013345255e+04,1.089604589721785146e+02
