Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.063802708333311602e+04,1.744896230077438659e+01
1.063802710516863226e+04,1.744710790370148246e+01
1.063802712700415032e+04,1.744525359500644512e+01
1.063802714883966655e+04,1.744339937500036797e+01
1.063802717067518279e+04,1.744154524353086444e+01
1.063802719251070084e+04,1.743969120044562615e+01
1.063802721434621708e+04,1.743783724605568608e+01
1.063802723618173331e+04,1.743598338020875005e+01
1.063802725801725137e+04,1.743412960275247414e+01
1.063802727985276761e+04,1.743227591399784870e+01
1.063802730168828566e+04,1.743042231363816796e+01
1.063802732352380190e+04,1.742856880198439740e+01
1.063802734535931813e+04,1.742671537888425348e+01
1.063802736719483619e+04,1.742486204418544915e+01
1.063802738903035242e+04,1.742300879819889303e+01
1.063802741086586866e+04,1.742115564077234069e+01
1.063802743270138672e+04,1.741930257175353347e+01
1.063802745453690295e+04,1.741744959145337290e+01
1.063802747637241919e+04,1.741559669971956836e+01
1.063802749820793724e+04,1.741374389639991094e+01
1.063802752004345348e+04,1.741189118180523465e+01
1.063802754187896971e+04,1.741003855578333770e+01
1.063802756371448777e+04,1.740818601818196854e+01
1.063802758555000401e+04,1.740633356931192921e+01
1.063802760738552206e+04,1.740448120886672001e+01
1.063802762922103830e+04,1.740262893715708614e+01
1.063802765105655453e+04,1.740077675403085067e+01
1.063802767289207259e+04,1.739892465933581889e+01
1.063802769472758882e+04,1.739707265338271469e+01
1.063802771656310506e+04,1.739522073601936114e+01
1.063802773839862311e+04,1.739336890709364170e+01
1.063802776023413935e+04,1.739151716691621985e+01
1.063802778206965559e+04,1.738966551533490801e+01
1.063802780390517364e+04,1.738781395219762160e+01
1.063802782574068988e+04,1.738596247781496729e+01
1.063802784757620611e+04,1.738411109203484628e+01
1.063802786941172417e+04,1.738225979470511362e+01
1.063802789124724040e+04,1.738040858613637241e+01
1.063802791308275846e+04,1.737855746602231122e+01
1.063802793491827470e+04,1.737670643467347276e+01
1.063802795675379093e+04,1.737485549193777956e+01
1.063802797858930899e+04,1.737300463766315062e+01
1.063802800042482522e+04,1.737115387216008955e+01
1.063802802226034146e+04,1.736930319527653310e+01
1.063802804409585951e+04,1.736745260686045356e+01
1.063802806593137575e+04,1.736560210722231901e+01
1.063802808776689199e+04,1.736375169621002712e+01
1.063802810960241004e+04,1.736190137367161057e+01
1.063802813143792628e+04,1.736005113991745930e+01
1.063802815327344251e+04,1.735820099479558110e+01
1.063802817510896057e+04,1.735635093815392693e+01
1.063802819694447680e+04,1.735450097030290451e+01
1.063802821877999486e+04,1.735265109093639069e+01
1.063802824061551109e+04,1.735080130036473278e+01
1.063802826245102733e+04,1.734895159843595991e+01
1.063802828428654539e+04,1.734710198499807277e+01
1.063802830612206162e+04,1.734525246036137958e+01
1.063802832795757786e+04,1.734340302437393078e+01
1.063802834979309591e+04,1.734155367688376970e+01
1.063802837162861215e+04,1.733970441820117614e+01
1.063802839346412838e+04,1.733785524817416146e+01
1.063802841529964644e+04,1.733600616665082939e+01
1.063802843713516268e+04,1.733415717394138866e+01
1.063802845897067891e+04,1.733230826989393947e+01
1.063802848080619697e+04,1.733045945435653579e+01
1.063802850264171320e+04,1.732861072763936860e+01
1.063802852447723126e+04,1.732676208943655638e+01
1.063802854631274749e+04,1.732491354005815509e+01
1.063802856814826373e+04,1.732306507935238571e+01
1.063802858998378179e+04,1.732121670716730932e+01
