Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.061386530092591420e+04,7.772551802638703933e+00
1.061386531688121431e+04,7.771622316793346030e+00
1.061386533283651261e+04,7.770692884252836663e+00
1.061386534879181272e+04,7.769763504805839105e+00
1.061386536474711102e+04,7.768834178664835832e+00
1.061386538070241113e+04,7.767904905618477684e+00
1.061386539665770943e+04,7.766975685879236480e+00
1.061386541261300954e+04,7.766046519235817236e+00
1.061386542856830783e+04,7.765117405900618053e+00
1.061386544452360795e+04,7.764188345662396351e+00
1.061386546047890624e+04,7.763259338733538684e+00
1.061386547643420636e+04,7.762330384902782043e+00
1.061386549238950465e+04,7.761401484382534299e+00
1.061386550834480477e+04,7.760472636961531556e+00
1.061386552430010306e+04,7.759543842852162143e+00
1.061386554025540318e+04,7.758615101843192363e+00
1.061386555621070147e+04,7.757686414146980347e+00
1.061386557216600158e+04,7.756757779552322596e+00
1.061386558812129988e+04,7.755829198271535496e+00
1.061386560407659999e+04,7.754900670093468840e+00
1.061386562003189829e+04,7.753972195230406150e+00
1.061386563598719840e+04,7.753043773471188338e+00
1.061386565194249670e+04,7.752115405028097150e+00
1.061386566789779681e+04,7.751187089690038334e+00
1.061386568385309511e+04,7.750258827669198602e+00
1.061386569980839522e+04,7.749330618754545874e+00
1.061386571576369352e+04,7.748402463158257092e+00
1.061386573171899363e+04,7.747474360669277971e+00
1.061386574767429192e+04,7.746546311499808546e+00
1.061386576362959204e+04,7.745618315438792756e+00
1.061386577958489033e+04,7.744690372698410208e+00
1.061386579554019045e+04,7.743762483067627045e+00
1.061386581149549056e+04,7.742834646652831054e+00
1.061386582745078886e+04,7.741906863560338081e+00
1.061386584340608897e+04,7.740979133579176441e+00
1.061386585936138727e+04,7.740051456921461792e+00
1.061386587531668738e+04,7.739123833376234884e+00
1.061386589127198567e+04,7.738196263155557197e+00
1.061386590722728579e+04,7.737268746048520995e+00
1.061386592318258408e+04,7.736341282267169994e+00
1.061386593913788420e+04,7.735413871600604452e+00
1.061386595509318249e+04,7.734486514260846768e+00
1.061386597104848261e+04,7.733559210037010523e+00
1.061386598700378090e+04,7.732631959141126110e+00
1.061386600295908102e+04,7.731704761362317768e+00
1.061386601891437931e+04,7.730777616912563488e+00
1.061386603486967942e+04,7.729850525581041687e+00
1.061386605082497772e+04,7.728923487579697493e+00
1.061386606678027783e+04,7.727996502697739523e+00
1.061386608273557613e+04,7.727069571147083593e+00
1.061386609869087624e+04,7.726142692716948090e+00
1.061386611464617454e+04,7.725215867619248833e+00
1.061386613060147465e+04,7.724289095643225522e+00
1.061386614655677295e+04,7.723362377000750456e+00
1.061386616251207306e+04,7.722435711481097087e+00
1.061386617846737136e+04,7.721509099296126166e+00
1.061386619442267147e+04,7.720582540235130686e+00
1.061386621037796976e+04,7.719656034509931430e+00
1.061386622633326988e+04,7.718729581909832049e+00
1.061386624228856817e+04,7.717803182646673754e+00
1.061386625824386829e+04,7.716876836509779736e+00
1.061386627419916658e+04,7.715950543710939691e+00
1.061386629015446670e+04,7.715024304039499015e+00
1.061386630610976681e+04,7.714098117601645654e+00
1.061386632206506511e+04,7.713171984503526701e+00
1.061386633802036522e+04,7.712245904534550611e+00
1.061386635397566351e+04,7.711319877906420928e+00
1.061386636993096363e+04,7.710393904408568311e+00
1.061386638588626192e+04,7.709467984252696304e+00
1.061386640184156204e+04,7.708542117228246227e+00
1.061386641779686033e+04,7.707616303546901193e+00
1.061386643375216045e+04,7.706690542998131832e+00
1.061386644970745874e+04,7.705764835793581291e+00
1.061386646566275886e+04,7.704839181722751285e+00
1.061386648161805715e+04,7.703913580997273414e+00
1.061386649757335726e+04,7.702988033406651169e+00
1.061386651352865556e+04,7.702062539162504606e+00
1.061386652948395567e+04,7.701137098054378960e+00
1.061386654543925397e+04,7.700211710293820566e+00
1.061386656139455408e+04,7.699286375670438609e+00
1.061386657734985238e+04,7.698361094395769655e+00
1.061386659330515249e+04,7.697435866259398907e+00
1.061386660926045079e+04,7.696510691472865595e+00
1.061386662521575090e+04,7.695585569825786898e+00
1.061386664117104920e+04,7.694660501529656749e+00
1.061386665712634931e+04,7.693735486374126964e+00
1.061386667308164760e+04,7.692810524570679931e+00
1.061386668903694772e+04,7.691885615908966578e+00
1.061386670499224601e+04,7.690960760600449753e+00
1.061386672094754613e+04,7.690035958434832786e+00
1.061386673690284442e+04,7.689111209623535004e+00
1.061386675285814454e+04,7.688186513956260626e+00
1.061386676881344283e+04,7.687261871644440525e+00
1.061386678476874295e+04,7.686337282477797572e+00
1.061386680072404306e+04,7.685412746562311881e+00
1.061386681667934135e+04,7.684488264003950242e+00
1.061386683263464147e+04,7.683563834592477271e+00
1.061386684858993976e+04,7.682639458539263444e+00
1.061386686454523988e+04,7.681715135634083147e+00
1.061386688050053817e+04,7.680790866088274882e+00
1.061386689645583829e+04,7.679866649691645009e+00
1.061386691241113658e+04,7.678942486655510713e+00
1.061386692836643670e+04,7.678018376769698783e+00
1.061386694432173499e+04,7.677094320245496206e+00
1.061386696027703510e+04,7.676170316872771515e+00
1.061386697623233340e+04,7.675246366862757519e+00
1.061386699218763351e+04,7.674322470005388475e+00
1.061386700814293181e+04,7.673398626511852783e+00
1.061386702409823192e+04,7.672474836172085588e+00
1.061386704005353022e+04,7.671551099197277068e+00
1.061386705600883033e+04,7.670627415377390790e+00
1.061386707196412863e+04,7.669703784923586731e+00
1.061386708791942874e+04,7.668780207625828460e+00
1.061386710387472704e+04,7.667856683695286613e+00
1.061386711983002715e+04,7.666933212921935414e+00
1.061386713578532544e+04,7.666009795516914416e+00
1.061386715174062556e+04,7.665086431270228040e+00
1.061386716769592385e+04,7.664163120392984752e+00
1.061386718365122397e+04,7.663239862675242264e+00
1.061386719960652226e+04,7.662316658328055752e+00
1.061386721556182238e+04,7.661393507141493586e+00
1.061386723151712067e+04,7.660470409326610941e+00
1.061386724747242079e+04,7.659547364673528591e+00
1.061386726342771908e+04,7.658624373393218221e+00
1.061386727938301919e+04,7.657701435275843238e+00
1.061386729533831931e+04,7.656778550427161711e+00
1.061386731129361760e+04,7.655855718952983224e+00
1.061386732724891772e+04,7.654932940643420558e+00
1.061386734320421601e+04,7.654010215709464937e+00
