Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.896128576389048249e+03,8.601032275473671773e-02
9.896128599245501391e+03,8.602239553468125910e-02
9.896128622101952715e+03,8.603446915837878461e-02
9.896128644958405857e+03,8.604654362775297771e-02
9.896128667814857181e+03,8.605861894088016883e-02
9.896128690671310324e+03,8.607069509968241772e-02
9.896128713527761647e+03,8.608277210223444498e-02
9.896128736384214790e+03,8.609484995046151612e-02
9.896128759240666113e+03,8.610692864243674194e-02
9.896128782097119256e+03,8.611900818008542957e-02
9.896128804953570580e+03,8.613108856148064818e-02
9.896128827810023722e+03,8.614316978854770490e-02
9.896128850666476865e+03,8.615525186032316207e-02
9.896128873522928188e+03,8.616733477584515022e-02
9.896128896379381331e+03,8.617941853703414701e-02
9.896128919235832655e+03,8.619150314196806495e-02
9.896128942092285797e+03,8.620358859257061523e-02
9.896128964948737121e+03,8.621567488691486703e-02
9.896128987805190263e+03,8.622776202692612746e-02
9.896129010661641587e+03,8.623985001067908940e-02
9.896129033518094730e+03,8.625193884009584033e-02
9.896129056374546053e+03,8.626402851325269683e-02
9.896129079230999196e+03,8.627611903207332844e-02
9.896129102087450519e+03,8.628821039463245579e-02
9.896129124943903662e+03,8.630030260285212473e-02
9.896129147800356805e+03,8.631239565577375483e-02
9.896129170656808128e+03,8.632448955242902344e-02
9.896129193513261271e+03,8.633658429474647122e-02
9.896129216369712594e+03,8.634867988079596157e-02
9.896129239226165737e+03,8.636077631250602127e-02
9.896129262082617061e+03,8.637287358794971948e-02
9.896129284939070203e+03,8.638497170905076739e-02
9.896129307795521527e+03,8.639707067388224804e-02
9.896129330651974669e+03,8.640917048437105064e-02
9.896129353508425993e+03,8.642127113858869003e-02
9.896129376364879136e+03,8.643337263846205543e-02
9.896129399221332278e+03,8.644547498302607158e-02
9.896129422077783602e+03,8.645757817131892453e-02
9.896129444934236744e+03,8.646968220526426996e-02
9.896129467790688068e+03,8.648178708293684236e-02
9.896129490647141211e+03,8.649389280625867371e-02
9.896129513503592534e+03,8.650599937330773204e-02
9.896129536360045677e+03,8.651810678600607707e-02
9.896129559216497000e+03,8.653021504242679185e-02
9.896129582072950143e+03,8.654232414449677946e-02
9.896129604929401467e+03,8.655443409028915069e-02
9.896129627785854609e+03,8.656654488172919881e-02
9.896129650642307752e+03,8.657865651785345840e-02
9.896129673498759075e+03,8.659076899769525826e-02
9.896129696355212218e+03,8.660288232318473500e-02
9.896129719211663542e+03,8.661499649239015608e-02
9.896129742068116684e+03,8.662711150724161646e-02
9.896129764924568008e+03,8.663922736580741135e-02
9.896129787781021150e+03,8.665134407001925942e-02
9.896129810637472474e+03,8.666346161794381830e-02
9.896129833493925616e+03,8.667558001150960090e-02
9.896129856350376940e+03,8.668769924878971800e-02
9.896129879206830083e+03,8.669981933171104493e-02
9.896129902063283225e+03,8.671194025930693827e-02
9.896129924919734549e+03,8.672406203061391872e-02
9.896129947776187691e+03,8.673618464756052693e-02
9.896129970632639015e+03,8.674830810821500260e-02
9.896129993489092158e+03,8.676043241450909216e-02
9.896130016345543481e+03,8.677255756450945323e-02
9.896130039201996624e+03,8.678468356014459872e-02
9.896130062058447947e+03,8.679681039948762555e-02
9.896130084914901090e+03,8.680893808446542292e-02
9.896130107771352414e+03,8.682106661314788199e-02
9.896130130627805556e+03,8.683319598746350176e-02
9.896130153484256880e+03,8.684532620548056359e-02
9.896130176340710022e+03,8.685745726913240983e-02
9.896130199197163165e+03,8.686958917744912190e-02
9.896130222053614489e+03,8.688172192946728989e-02
9.896130244910067631e+03,8.689385552711700877e-02
9.896130267766518955e+03,8.690598996846493618e-02
9.896130290622972097e+03,8.691812525544119483e-02
9.896130313479423421e+03,8.693026138611567588e-02
9.896130336335876564e+03,8.694239836241687835e-02
9.896130359192327887e+03,8.695453618241467952e-02
9.896130382048781030e+03,8.696667484803921599e-02
9.896130404905232353e+03,8.697881435735872746e-02
9.896130427761685496e+03,8.699095471230336440e-02
9.896130450618138639e+03,8.700309591190642788e-02
9.896130473474589962e+03,8.701523795520127447e-02
9.896130496331043105e+03,8.702738084411960895e-02
9.896130519187494428e+03,8.703952457672972653e-02
9.896130542043947571e+03,8.705166915496011237e-02
9.896130564900398895e+03,8.706381457687904779e-02
9.896130587756852037e+03,8.707596084442148499e-02
9.896130610613303361e+03,8.708810795564925211e-02
9.896130633469756503e+03,8.710025591249567767e-02
9.896130656326207827e+03,8.711240471302904298e-02
9.896130679182660970e+03,8.712455435918106672e-02
9.896130702039114112e+03,8.713670484998510546e-02
9.896130724895565436e+03,8.714885618446961690e-02
9.896130747752018578e+03,8.716100836457280066e-02
9.896130770608469902e+03,8.717316138835648487e-02
9.896130793464923045e+03,8.718531525775560787e-02
9.896130816321374368e+03,8.719746997083521745e-02
9.896130839177827511e+03,8.720962552952866986e-02
9.896130862034278834e+03,8.722178193190099904e-02
9.896130884890731977e+03,8.723393917988554735e-02
9.896130907747183301e+03,8.724609727154737648e-02
9.896130930603636443e+03,8.725825620882142475e-02
9.896130953460089586e+03,8.727041599073617761e-02
9.896130976316540909e+03,8.728257661632821129e-02
9.896130999172994052e+03,8.729473808752763464e-02
9.896131022029445376e+03,8.730690040240110528e-02
9.896131044885898518e+03,8.731906356288357540e-02
9.896131067742349842e+03,8.733122756703685929e-02
9.896131090598802984e+03,8.734339241679593691e-02
