Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.014093855324061587e+04,1.024977209552520208e+02
1.014093857208740883e+04,1.024980591273855879e+02
1.014093859093419996e+04,1.024983972953352662e+02
1.014093860978099292e+04,1.024987354591663120e+02
1.014093862862778406e+04,1.024990736188134548e+02
1.014093864747457701e+04,1.024994117743419224e+02
1.014093866632136815e+04,1.024997499256864018e+02
1.014093868516816110e+04,1.025000880729121491e+02
1.014093870401495224e+04,1.025004262159538371e+02
1.014093872286174519e+04,1.025007643548767220e+02
1.014093874170853633e+04,1.025011024896155050e+02
1.014093876055532928e+04,1.025014406202354138e+02
1.014093877940212042e+04,1.025017787466711638e+02
1.014093879824891337e+04,1.025021168689879687e+02
1.014093881709570451e+04,1.025024549871205437e+02
1.014093883594249746e+04,1.025027931011341309e+02
1.014093885478928860e+04,1.025031312109634314e+02
1.014093887363608155e+04,1.025034693166736730e+02
1.014093889248287269e+04,1.025038074181995711e+02
1.014093891132966564e+04,1.025041455156063392e+02
1.014093893017645678e+04,1.025044836088286928e+02
1.014093894902324973e+04,1.025048216979318596e+02
1.014093896787004269e+04,1.025051597828832115e+02
1.014093898671683382e+04,1.025054978636500067e+02
1.014093900556362678e+04,1.025058359402975583e+02
1.014093902441041791e+04,1.025061740127605248e+02
1.014093904325721087e+04,1.025065120811041766e+02
1.014093906210400201e+04,1.025068501452631722e+02
1.014093908095079496e+04,1.025071882053027821e+02
1.014093909979758610e+04,1.025075262611576932e+02
1.014093911864437905e+04,1.025078643128931333e+02
1.014093913749117019e+04,1.025082023604438319e+02
1.014093915633796314e+04,1.025085404038750028e+02
1.014093917518475428e+04,1.025088784431213611e+02
1.014093919403154723e+04,1.025092164782481206e+02
1.014093921287833837e+04,1.025095545091900107e+02
1.014093923172513132e+04,1.025098925360122450e+02
1.014093925057192246e+04,1.025102305586495390e+02
1.014093926941871541e+04,1.025105685771671347e+02
1.014093928826550655e+04,1.025109065914997188e+02
1.014093930711229950e+04,1.025112446017125336e+02
1.014093932595909064e+04,1.025115826077402801e+02
1.014093934480588359e+04,1.025119206096481861e+02
1.014093936365267473e+04,1.025122586073709670e+02
1.014093938249946768e+04,1.025125966009738363e+02
1.014093940134626064e+04,1.025129345904241660e+02
1.014093942019305177e+04,1.025132725756892853e+02
1.014093943903984473e+04,1.025136105568343936e+02
1.014093945788663586e+04,1.025139485337942205e+02
1.014093947673342882e+04,1.025142865066339795e+02
1.014093949558021995e+04,1.025146244752884428e+02
1.014093951442701291e+04,1.025149624398227530e+02
1.014093953327380405e+04,1.025153004001716539e+02
1.014093955212059700e+04,1.025156383564003733e+02
1.014093957096738814e+04,1.025159763084436548e+02
1.014093958981418109e+04,1.025163142563666554e+02
1.014093960866097223e+04,1.025166522001041756e+02
1.014093962750776518e+04,1.025169901397213579e+02
1.014093964635455632e+04,1.025173280751529603e+02
1.014093966520134927e+04,1.025176660064641965e+02
1.014093968404814041e+04,1.025180039335897817e+02
