Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.014846018518507481e+04,7.730620985393777573e+02
1.014846020605984813e+04,7.730845540852529894e+02
1.014846022693461964e+04,7.731070070422815661e+02
1.014846024780939297e+04,7.731294574142073088e+02
1.014846026868416629e+04,7.731519051989041600e+02
1.014846028955893780e+04,7.731743503942478810e+02
1.014846031043371113e+04,7.731967930039803605e+02
1.014846033130848264e+04,7.732192330240216052e+02
1.014846035218325596e+04,7.732416704581130489e+02
1.014846037305802929e+04,7.732641053041303394e+02
1.014846039393280080e+04,7.732865375599495792e+02
1.014846041480757413e+04,7.733089672293112926e+02
1.014846043568234745e+04,7.733313943100914685e+02
1.014846045655711896e+04,7.733538188001674598e+02
1.014846047743189229e+04,7.733762407032780857e+02
1.014846049830666561e+04,7.733986600173002444e+02
1.014846051918143712e+04,7.734210767401119710e+02
1.014846054005621045e+04,7.734434908754506068e+02
1.014846056093098196e+04,7.734659024192416155e+02
1.014846058180575528e+04,7.734883113752213148e+02
1.014846060268052861e+04,7.735107177412680812e+02
1.014846062355530012e+04,7.735331215152610866e+02
1.014846064443007344e+04,7.735555227009356258e+02
1.014846066530484677e+04,7.735779212961706435e+02
1.014846068617961828e+04,7.736003172988459937e+02
1.014846070705439161e+04,7.736227107126960618e+02
1.014846072792916493e+04,7.736451015356002472e+02
1.014846074880393644e+04,7.736674897654391998e+02
1.014846076967870977e+04,7.736898754059458270e+02
1.014846079055348127e+04,7.737122584530501399e+02
1.014846081142825460e+04,7.737346389104843638e+02
1.014846083230302793e+04,7.737570167761296034e+02
1.014846085317779944e+04,7.737793920478669634e+02
1.014846087405257276e+04,7.738017647294276458e+02
1.014846089492734609e+04,7.738241348186934374e+02
1.014846091580211760e+04,7.738465023135461252e+02
1.014846093667689092e+04,7.738688672177161152e+02
1.014846095755166243e+04,7.738912295271364883e+02
1.014846097842643576e+04,7.739135892455364001e+02
1.014846099930120909e+04,7.739359463707984332e+02
1.014846102017598059e+04,7.739583009008063073e+02
1.014846104105075392e+04,7.739806528392873588e+02
1.014846106192552725e+04,7.740030021841253074e+02
1.014846108280029875e+04,7.740253489332043273e+02
1.014846110367507208e+04,7.740476930902506183e+02
1.014846112454984541e+04,7.740700346531482410e+02
1.014846114542461692e+04,7.740923736197828475e+02
1.014846116629939024e+04,7.741147099938790461e+02
1.014846118717416175e+04,7.741370437713754882e+02
1.014846120804893508e+04,7.741593749559965545e+02
1.014846122892370840e+04,7.741817035456273288e+02
1.014846124979847991e+04,7.742040295381546002e+02
1.014846127067325324e+04,7.742263529373007032e+02
1.014846129154802657e+04,7.742486737409520856e+02
1.014846131242279807e+04,7.742709919469954229e+02
1.014846133329757140e+04,7.742933075591527086e+02
1.014846135417234473e+04,7.743156205753105041e+02
1.014846137504711623e+04,7.743379309933568493e+02
1.014846139592188956e+04,7.743602388170114637e+02
1.014846141679666107e+04,7.743825440422190240e+02
1.014846143767143440e+04,7.744048466726983406e+02
1.014846145854620772e+04,7.744271467063374530e+02
1.014846147942097923e+04,7.744494441410261061e+02
1.014846150029575256e+04,7.744717389804814047e+02
1.014846152117052588e+04,7.744940312225927528e+02
1.014846154204529739e+04,7.745163208652500089e+02
1.014846156292007072e+04,7.745386079121693683e+02
1.014846158379484405e+04,7.745608923612409171e+02
1.014846160466961555e+04,7.745831742103549686e+02
1.014846162554438888e+04,7.746054534632270361e+02
1.014846164641916039e+04,7.746277301158061164e+02
1.014846166729393371e+04,7.746500041718068132e+02
1.014846168816870704e+04,7.746722756291201222e+02
1.014846170904347855e+04,7.746945444856379481e+02
1.014846172991825188e+04,7.747168107450728485e+02
1.014846175079302520e+04,7.747390744053170692e+02
1.014846177166779671e+04,7.747613354642628565e+02
1.014846179254257004e+04,7.747835939256221991e+02
1.014846181341734336e+04,7.748058497872870021e+02
1.014846183429211487e+04,7.748281030471511031e+02
1.014846185516688820e+04,7.748503537089246720e+02
1.014846187604165971e+04,7.748726017685623901e+02
1.014846189691643303e+04,7.748948472297740864e+02
1.014846191779120636e+04,7.749170900904530299e+02
1.014846193866597787e+04,7.749393303484939679e+02
1.014846195954075120e+04,7.749615680076051376e+02
1.014846198041552452e+04,7.749838030656807177e+02
1.014846200129029603e+04,7.750060355206162512e+02
1.014846202216506936e+04,7.750282653761186111e+02
1.014846204303984086e+04,7.750504926281462303e+02
1.014846206391461419e+04,7.750727172804052998e+02
1.014846208478938752e+04,7.750949393307911350e+02
1.014846210566415903e+04,7.751171587772006433e+02
1.014846212653893235e+04,7.751393756233383101e+02
1.014846214741370568e+04,7.751615898671007017e+02
1.014846216828847719e+04,7.751838015063848388e+02
1.014846218916325051e+04,7.752060105448944114e+02
1.014846221003802384e+04,7.752282169805264402e+02
1.014846223091279535e+04,7.752504208111790831e+02
1.014846225178756868e+04,7.752726220405540971e+02
1.014846227266234018e+04,7.752948206646155995e+02
1.014846229353711351e+04,7.753170166870646653e+02
1.014846231441188684e+04,7.753392101057995660e+02
1.014846233528665834e+04,7.753614009187197098e+02
1.014846235616143167e+04,7.753835891295249212e+02
1.014846237703620500e+04,7.754057747361144948e+02
1.014846239791097651e+04,7.754279577363881799e+02
1.014846241878574983e+04,7.754501381340447779e+02
1.014846243966052316e+04,7.754723159269841517e+02
1.014846246053529467e+04,7.754944911131068466e+02
1.014846248141006799e+04,7.755166636961105269e+02
1.014846250228483950e+04,7.755388336719638573e+02
1.014846252315961283e+04,7.755610010443633655e+02
1.014846254403438616e+04,7.755831658112101650e+02
1.014846256490915766e+04,7.756053279704061652e+02
1.014846258578393099e+04,7.756274875256464156e+02
1.014846260665870432e+04,7.756496444748331669e+02
1.014846262753347582e+04,7.756717988158685557e+02
1.014846264840824915e+04,7.756939505524471770e+02
1.014846266928302248e+04,7.757160996824707127e+02
1.014846269015779399e+04,7.757382462038431186e+02
1.014846271103256731e+04,7.757603901202570569e+02
1.014846273190733882e+04,7.757825314276863082e+02
1.014846275278211215e+04,7.758046701298229664e+02
1.014846277365688547e+04,7.758268062245704186e+02
1.014846279453165698e+04,7.758489397098335303e+02
1.014846281540643031e+04,7.758710705893028035e+02
1.014846283628120364e+04,7.758931988608826487e+02
1.014846285715597514e+04,7.759153245224783859e+02
1.014846287803074847e+04,7.759374475777792668e+02
1.014846289890552180e+04,7.759595680246904976e+02
1.014846291978029330e+04,7.759816858611181942e+02
1.014846294065506663e+04,7.760038010907503576e+02
1.014846296152983814e+04,7.760259137095659980e+02
1.014846298240461147e+04,7.760480237212522070e+02
1.014846300327938479e+04,7.760701311237156688e+02
1.014846302415415630e+04,7.760922359148634087e+02
1.014846304502892963e+04,7.761143380983812676e+02
1.014846306590370295e+04,7.761364376721763847e+02
1.014846308677847446e+04,7.761585346341569220e+02
1.014846310765324779e+04,7.761806289880073564e+02
1.014846312852802112e+04,7.762027207316353952e+02
1.014846314940279262e+04,7.762248098629502238e+02
1.014846317027756595e+04,7.762468963856344999e+02
1.014846319115233746e+04,7.762689802956731455e+02
1.014846321202711079e+04,7.762910615967479089e+02
1.014846323290188411e+04,7.763131402867683164e+02
1.014846325377665562e+04,7.763352163636443493e+02
1.014846327465142895e+04,7.763572898310568462e+02
1.014846329552620227e+04,7.763793606869159021e+02
1.014846331640097378e+04,7.764014289291319528e+02
1.014846333727574711e+04,7.764234945613850414e+02
1.014846335815051862e+04,7.764455575796631592e+02
1.014846337902529194e+04,7.764676179876450988e+02
1.014846339990006527e+04,7.764896757832422054e+02
1.014846342077483678e+04,7.765117309643661656e+02
1.014846344164961010e+04,7.765337835346945212e+02
1.014846346252438343e+04,7.765558334921395272e+02
1.014846348339915494e+04,7.765778808346134383e+02
1.014846350427392827e+04,7.765999255657928870e+02
1.014846352514870159e+04,7.766219676835900145e+02
1.014846354602347310e+04,7.766440071859186673e+02
1.014846356689824643e+04,7.766660440764536588e+02
1.014846358777301793e+04,7.766880783511884374e+02
1.014846360864779126e+04,7.767101100137969070e+02
1.014846362952256459e+04,7.767321390621930277e+02
1.014846365039733610e+04,7.767541654942913283e+02
1.014846367127210942e+04,7.767761893137646894e+02
1.014846369214688275e+04,7.767982105185276396e+02
1.014846371302165426e+04,7.768202291064957308e+02
1.014846373389642758e+04,7.768422450813403657e+02
1.014846375477120091e+04,7.768642584409765277e+02
1.014846377564597242e+04,7.768862691833210192e+02
1.014846379652074575e+04,7.769082773120434240e+02
1.014846381739551725e+04,7.769302828231427611e+02
1.014846383827029058e+04,7.769522857202880459e+02
1.014846385914506391e+04,7.769742860013956260e+02
1.014846388001983541e+04,7.769962836643835544e+02
1.014846390089460874e+04,7.770182787129191411e+02
1.014846392176938207e+04,7.770402711449199842e+02
1.014846394264415358e+04,7.770622609583043641e+02
1.014846396351892690e+04,7.770842481567387949e+02
1.014846398439370023e+04,7.771062327381411023e+02
1.014846400526847174e+04,7.771282147004305898e+02
1.014846402614324506e+04,7.771501940472721799e+02
1.014846404701801657e+04,7.771721707746703487e+02
1.014846406789278990e+04,7.771941448862887682e+02
1.014846408876756323e+04,7.772161163800470831e+02
1.014846410964233473e+04,7.772380852538658473e+02
1.014846413051710806e+04,7.772600515114073687e+02
1.014846415139188139e+04,7.772820151505923150e+02
1.014846417226665289e+04,7.773039761693413539e+02
1.014846419314142622e+04,7.773259345713163384e+02
1.014846421401619955e+04,7.773478903544381637e+02
1.014846423489097106e+04,7.773698435166282934e+02
1.014846425576574438e+04,7.773917940615472162e+02
1.014846427664051589e+04,7.774137419852041830e+02
1.014846429751528922e+04,7.774356872912587733e+02
1.014846431839006254e+04,7.774576299776331325e+02
1.014846433926483405e+04,7.774795700422497475e+02
1.014846436013960738e+04,7.775015074887675155e+02
1.014846438101438071e+04,7.775234423151086958e+02
1.014846440188915221e+04,7.775453745191971393e+02
1.014846442276392554e+04,7.775673041046900380e+02
1.014846444363869705e+04,7.775892310675998260e+02
1.014846446451347038e+04,7.776111554115831268e+02
1.014846448538824370e+04,7.776330771345636776e+02
1.014846450626301521e+04,7.776549962344664664e+02
1.014846452713778854e+04,7.776769127149461838e+02
1.014846454801256186e+04,7.776988265739278177e+02
1.014846456888733337e+04,7.777207378093365833e+02
1.014846458976210670e+04,7.777426464248264892e+02
1.014846461063688002e+04,7.777645524183225234e+02
1.014846463151165153e+04,7.777864557877514926e+02
1.014846465238642486e+04,7.778083565367654728e+02
1.014846467326119637e+04,7.778302546613824688e+02
1.014846469413596969e+04,7.778521501652539882e+02
1.014846471501074302e+04,7.778740430463064968e+02
1.014846473588551453e+04,7.778959333024679381e+02
1.014846475676028786e+04,7.779178209373881145e+02
1.014846477763506118e+04,7.779397059489946287e+02
1.014846479850983269e+04,7.779615883352157653e+02
1.014846481938460602e+04,7.779834680997000760e+02
1.014846484025937934e+04,7.780053452403760730e+02
1.014846486113415085e+04,7.780272197551728368e+02
1.014846488200892418e+04,7.780490916477374412e+02
1.014846490288369569e+04,7.780709609140938028e+02
1.014846492375846901e+04,7.780928275578878583e+02
1.014846494463324234e+04,7.781146915770493706e+02
1.014846496550801385e+04,7.781365529695086707e+02
1.014846498638278717e+04,7.781584117389108997e+02
1.014846500725756050e+04,7.781802678831865023e+02
1.014846502813233201e+04,7.782021214002661509e+02
1.014846504900710534e+04,7.782239722937941906e+02
1.014846506988187866e+04,7.782458205617011799e+02
1.014846509075665017e+04,7.782676662019191554e+02
1.014846511163142350e+04,7.782895092180906431e+02
1.014846513250619500e+04,7.783113496062443346e+02
1.014846515338096833e+04,7.783331873700218466e+02
1.014846517425574166e+04,7.783550225073556703e+02
1.014846519513051317e+04,7.783768550161785242e+02
1.014846521600528649e+04,7.783986849001306609e+02
1.014846523688005982e+04,7.784205121571455948e+02
1.014846525775483133e+04,7.784423367851567264e+02
1.014846527862960465e+04,7.784641587878032851e+02
1.014846529950437798e+04,7.784859781630187854e+02
1.014846532037914949e+04,7.785077949087381057e+02
1.014846534125392282e+04,7.785296090285987702e+02
1.014846536212869432e+04,7.785514205186345862e+02
1.014846538300346765e+04,7.785732293824828503e+02
1.014846540387824098e+04,7.785950356180781000e+02
1.014846542475301248e+04,7.786168392233562372e+02
1.014846544562778581e+04,7.786386402019529669e+02
1.014846546650255914e+04,7.786604385518039635e+02
1.014846548737733065e+04,7.786822342708454698e+02
1.014846550825210397e+04,7.787040273627121678e+02
1.014846552912687548e+04,7.787258178234415027e+02
1.014846555000164881e+04,7.787476056566669058e+02
1.014846557087642213e+04,7.787693908603251884e+02
1.014846559175119364e+04,7.787911734323546398e+02
1.014846561262596697e+04,7.788129533763866448e+02
1.014846563350074030e+04,7.788347306903593790e+02
1.014846565437551180e+04,7.788565053722112452e+02
1.014846567525028513e+04,7.788782774255729464e+02
1.014846569612505846e+04,7.789000468483827717e+02
1.014846571699982997e+04,7.789218136385803746e+02
1.014846573787460329e+04,7.789435777997949799e+02
1.014846575874937480e+04,7.789653393280694900e+02
1.014846577962414813e+04,7.789870982270326749e+02
1.014846580049892145e+04,7.790088544946237334e+02
1.014846582137369296e+04,7.790306081287839106e+02
1.014846584224846629e+04,7.790523591331398165e+02
1.014846586312323961e+04,7.790741075056322416e+02
1.014846588399801112e+04,7.790958532442023170e+02
1.014846590487278445e+04,7.791175963524760846e+02
1.014846592574755778e+04,7.791393368283944483e+02
1.014846594662232928e+04,7.791610746698997900e+02
1.014846596749710261e+04,7.791828098806164462e+02
1.014846598837187412e+04,7.792045424565927760e+02
1.014846600924664745e+04,7.792262724014525475e+02
1.014846603012142077e+04,7.792479997131381424e+02
1.014846605099619228e+04,7.792697243895926249e+02
1.014846607187096561e+04,7.792914464344387397e+02
1.014846609274573893e+04,7.793131658456195510e+02
1.014846611362051044e+04,7.793348826210788047e+02
1.014846613449528377e+04,7.793565967644381089e+02
1.014846615537005709e+04,7.793783082736408687e+02
1.014846617624482860e+04,7.794000171466319671e+02
1.014846619711960193e+04,7.794217233870315340e+02
1.014846621799437344e+04,7.794434269908927035e+02
1.014846623886914676e+04,7.794651279618345825e+02
1.014846625974392009e+04,7.794868262978021676e+02
1.014846628061869160e+04,7.795085219967415924e+02
1.014846630149346493e+04,7.795302150622703721e+02
1.014846632236823825e+04,7.795519054923344129e+02
1.014846634324300976e+04,7.795735932848805305e+02
1.014846636411778309e+04,7.795952784435249896e+02
1.014846638499255641e+04,7.796169609662141511e+02
1.014846640586732792e+04,7.796386408508961949e+02
1.014846642674210125e+04,7.796603181011854531e+02
