Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.063802708333311602e+04,5.392057313872707027e+02
1.063802710516863226e+04,5.392136454616463652e+02
1.063802712700415032e+04,5.392215587294996340e+02
1.063802714883966655e+04,5.392294711894866168e+02
1.063802717067518279e+04,5.392373828422410043e+02
1.063802719251070084e+04,5.392452936883966004e+02
1.063802721434621708e+04,5.392532037266098541e+02
1.063802723618173331e+04,5.392611129575145696e+02
1.063802725801725137e+04,5.392690213817439826e+02
1.063802727985276761e+04,5.392769289979552241e+02
1.063802730168828566e+04,5.392848358074402313e+02
1.063802732352380190e+04,5.392927418088564764e+02
1.063802734535931813e+04,5.393006470028371950e+02
1.063802736719483619e+04,5.393085513900153956e+02
1.063802738903035242e+04,5.393164549690488911e+02
1.063802741086586866e+04,5.393243577405706901e+02
1.063802743270138672e+04,5.393322597052138008e+02
1.063802745453690295e+04,5.393401608616362637e+02
1.063802747637241919e+04,5.393480612104709735e+02
1.063802749820793724e+04,5.393559607523507111e+02
1.063802752004345348e+04,5.393638594859339719e+02
1.063802754187896971e+04,5.393717574118534230e+02
1.063802756371448777e+04,5.393796545307416181e+02
1.063802758555000401e+04,5.393875508412573936e+02
1.063802760738552206e+04,5.393954463446912087e+02
1.063802762922103830e+04,5.394033410397020134e+02
1.063802765105655453e+04,5.394112349269223614e+02
1.063802767289207259e+04,5.394191280069844652e+02
1.063802769472758882e+04,5.394270202785478432e+02
1.063802771656310506e+04,5.394349117422447080e+02
1.063802773839862311e+04,5.394428023987071583e+02
1.063802776023413935e+04,5.394506922465950538e+02
1.063802778206965559e+04,5.394585812865406069e+02
1.063802780390517364e+04,5.394664695191754618e+02
1.063802782574068988e+04,5.394743569431600463e+02
1.063802784757620611e+04,5.394822435591262320e+02
1.063802786941172417e+04,5.394901293677057765e+02
1.063802789124724040e+04,5.394980143675592217e+02
1.063802791308275846e+04,5.395058985599750940e+02
1.063802793491827470e+04,5.395137819436147311e+02
1.063802795675379093e+04,5.395216645191093221e+02
1.063802797858930899e+04,5.395295462870901702e+02
1.063802800042482522e+04,5.395374272462190675e+02
1.063802802226034146e+04,5.395453073971270896e+02
