Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.027292596064833924e+04,2.742412458864794900e+00
1.027292604692779969e+04,2.742411874285082263e+00
1.027292613320726196e+04,2.742411289709760780e+00
1.027292621948672240e+04,2.742410705138919269e+00
1.027292630576618467e+04,2.742410120572589705e+00
1.027292639204564512e+04,2.742409536010860904e+00
1.027292647832510738e+04,2.742408951453771948e+00
1.027292656460456783e+04,2.742408366901397443e+00
1.027292665088403010e+04,2.742407782353790680e+00
1.027292673716349054e+04,2.742407197811026265e+00
1.027292682344295281e+04,2.742406613273150384e+00
1.027292690972241326e+04,2.742406028740234092e+00
1.027292699600187370e+04,2.742405444212344889e+00
1.027292708228133597e+04,2.742404859689525409e+00
1.027292716856079642e+04,2.742404275171857364e+00
1.027292725484025868e+04,2.742403690659376281e+00
1.027292734111971913e+04,2.742403106152185188e+00
1.027292742739918140e+04,2.742402521650298297e+00
1.027292751367864184e+04,2.742401937153818636e+00
1.027292759995810411e+04,2.742401352662771075e+00
1.027292768623756456e+04,2.742400768177255088e+00
1.027292777251702682e+04,2.742400183697295546e+00
1.027292785879648727e+04,2.742399599222988371e+00
1.027292794507594954e+04,2.742399014754358433e+00
1.027292803135540998e+04,2.742398430291505207e+00
1.027292811763487043e+04,2.742397845834467773e+00
1.027292820391433270e+04,2.742397261383306528e+00
1.027292829019379315e+04,2.742396676938096078e+00
1.027292837647325541e+04,2.742396092498879057e+00
1.027292846275271586e+04,2.742395508065744281e+00
1.027292854903217813e+04,2.742394923638720172e+00
1.027292863531163857e+04,2.742394339217902655e+00
1.027292872159110084e+04,2.742393754803320149e+00
1.027292880787056129e+04,2.742393170395065027e+00
1.027292889415002355e+04,2.742392585993169263e+00
1.027292898042948400e+04,2.742392001597725226e+00
1.027292906670894445e+04,2.742391417208779103e+00
1.027292915298840671e+04,2.742390832826380631e+00
1.027292923926786716e+04,2.742390248450615076e+00
1.027292932554732943e+04,2.742389664081521516e+00
1.027292941182678987e+04,2.742389079719178113e+00
1.027292949810625214e+04,2.742388495363634604e+00
1.027292958438571259e+04,2.742387911014969148e+00
1.027292967066517485e+04,2.742387326673217274e+00
1.027292975694463530e+04,2.742386742338471350e+00
1.027292984322409757e+04,2.742386158010766906e+00
1.027292992950355801e+04,2.742385573690182099e+00
1.027293001578302028e+04,2.742384989376763116e+00
1.027293010206248073e+04,2.742384405070591669e+00
