Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.917309675925876945e+03,7.867681762452915564e+02
9.917309697571559809e+03,7.867897266479009204e+02
9.917309719217242673e+03,7.868112741579718659e+02
9.917309740862925537e+03,7.868328187753295424e+02
9.917309762508608401e+03,7.868543604997994407e+02
9.917309784154293084e+03,7.868758993330169460e+02
9.917309805799975948e+03,7.868974352711874189e+02
9.917309827445658811e+03,7.869189683159466995e+02
9.917309849091341675e+03,7.869404984671199372e+02
9.917309870737024539e+03,7.869620257245330777e+02
9.917309892382707403e+03,7.869835500880114978e+02
9.917309914028390267e+03,7.870050715573808020e+02
9.917309935674073131e+03,7.870265901324664810e+02
9.917309957319757814e+03,7.870481058149022147e+02
9.917309978965440678e+03,7.870696186008977975e+02
9.917310000611123542e+03,7.870911284920866819e+02
9.917310022256806405e+03,7.871126354882948135e+02
9.917310043902489269e+03,7.871341395893477966e+02
9.917310065548172133e+03,7.871556407950713492e+02
9.917310087193854997e+03,7.871771391052915305e+02
9.917310108839537861e+03,7.871986345198339450e+02
9.917310130485222544e+03,7.872201270403304534e+02
9.917310152130905408e+03,7.872416166629944883e+02
9.917310173776588272e+03,7.872631033894584789e+02
9.917310195422271136e+03,7.872845872195482571e+02
9.917310217067954000e+03,7.873060681530893135e+02
9.917310238713636863e+03,7.873275461899080483e+02
9.917310260359319727e+03,7.873490213298304070e+02
9.917310282005002591e+03,7.873704935726823351e+02
9.917310303650687274e+03,7.873919629200937607e+02
9.917310325296370138e+03,7.874134293682822090e+02
9.917310346942053002e+03,7.874348929188787451e+02
9.917310368587735866e+03,7.874563535717085188e+02
9.917310390233418730e+03,7.874778113265983848e+02
9.917310411879101594e+03,7.874992661833740613e+02
9.917310433524784457e+03,7.875207181418619484e+02
9.917310455170467321e+03,7.875421672018879917e+02
9.917310476816152004e+03,7.875636133650806414e+02
9.917310498461834868e+03,7.875850566276615154e+02
9.917310520107517732e+03,7.876064969912595188e+02
9.917310541753200596e+03,7.876279344557007107e+02
9.917310563398883460e+03,7.876493690208112639e+02
9.917310585044566324e+03,7.876708006864178060e+02
9.917310606690249188e+03,7.876922294523465098e+02
9.917310628335932051e+03,7.877136553184235481e+02
9.917310649981616734e+03,7.877350782862757796e+02
9.917310671627299598e+03,7.877564983521291424e+02
9.917310693272982462e+03,7.877779155176100403e+02
9.917310714918665326e+03,7.877993297825452146e+02
9.917310736564348190e+03,7.878207411467611792e+02
9.917310758210031054e+03,7.878421496100841068e+02
9.917310779855713918e+03,7.878635551723409662e+02
9.917310801501396782e+03,7.878849578333581576e+02
9.917310823147079645e+03,7.879063575929621948e+02
9.917310844792764328e+03,7.879277544527776627e+02
9.917310866438447192e+03,7.879491484090349331e+02
9.917310888084130056e+03,7.879705394633591595e+02
9.917310909729812920e+03,7.879919276155765147e+02
9.917310931375495784e+03,7.880133128655141945e+02
9.917310953021178648e+03,7.880346952129985993e+02
9.917310974666861512e+03,7.880560746578566977e+02
9.917310996312544376e+03,7.880774511999150036e+02
9.917311017958229058e+03,7.880988248407963965e+02
9.917311039603911922e+03,7.881201955767356822e+02
9.917311061249594786e+03,7.881415634093556264e+02
9.917311082895277650e+03,7.881629283384830842e+02
9.917311104540960514e+03,7.881842903639451379e+02
9.917311126186643378e+03,7.882056494855687561e+02
9.917311147832326242e+03,7.882270057031804527e+02
9.917311169478009106e+03,7.882483590166076510e+02
9.917311191123693789e+03,7.882697094274711844e+02
9.917311212769376652e+03,7.882910569320096101e+02
9.917311234415059516e+03,7.883124015318441025e+02
9.917311256060742380e+03,7.883337432268023122e+02
9.917311277706425244e+03,7.883550820167108668e+02
9.917311299352108108e+03,7.883764179013968487e+02
9.917311320997790972e+03,7.883977508806874539e+02
9.917311342643473836e+03,7.884190809544097647e+02
9.917311364289158519e+03,7.884404081241833637e+02
9.917311385934841383e+03,7.884617323862505600e+02
9.917311407580524246e+03,7.884830537422310499e+02
9.917311429226207110e+03,7.885043721919521431e+02
9.917311450871889974e+03,7.885256877352410356e+02
9.917311472517572838e+03,7.885470003719250371e+02
9.917311494163255702e+03,7.885683101018316847e+02
9.917311515808938566e+03,7.885896169247878333e+02
9.917311537454623249e+03,7.886109208424113604e+02
9.917311559100306113e+03,7.886322218509487811e+02
9.917311580745988977e+03,7.886535199520183141e+02
9.917311602391671840e+03,7.886748151454470417e+02
9.917311624037354704e+03,7.886961074310625008e+02
9.917311645683037568e+03,7.887173968086922287e+02
9.917311667328720432e+03,7.887386832781635349e+02
9.917311688974403296e+03,7.887599668393041838e+02
9.917311710620087979e+03,7.887812474937298930e+02
9.917311732265770843e+03,7.888025252376913841e+02
9.917311753911453707e+03,7.888238000728048291e+02
9.917311775557136571e+03,7.888450719988977653e+02
9.917311797202819434e+03,7.888663410157979570e+02
9.917311818848502298e+03,7.888876071233329412e+02
9.917311840494185162e+03,7.889088703213304825e+02
