Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013184277777792886e+04,5.302500339304849604e+02
1.013184279854968190e+04,5.302583723124122344e+02
1.013184281932143494e+04,5.302667099898975493e+02
1.013184284009318799e+04,5.302750469629165764e+02
1.013184286086494103e+04,5.302833832314449864e+02
1.013184288163669407e+04,5.302917187954587916e+02
1.013184290240844712e+04,5.303000536549335493e+02
1.013184292318020016e+04,5.303083878098452715e+02
1.013184294395195320e+04,5.303167212601696292e+02
1.013184296472370625e+04,5.303250540058825209e+02
1.013184298549545929e+04,5.303333860469597312e+02
1.013184300626721233e+04,5.303417173833769311e+02
1.013184302703896537e+04,5.303500480151100192e+02
1.013184304781071842e+04,5.303583779421347799e+02
1.013184306858247146e+04,5.303667071644269981e+02
1.013184308935422450e+04,5.303750356819624585e+02
1.013184311012597936e+04,5.303833634954464742e+02
1.013184313089773241e+04,5.303916906033958867e+02
1.013184315166948545e+04,5.304000170065163502e+02
1.013184317244123849e+04,5.304083427047830810e+02
1.013184319321299154e+04,5.304166676981723185e+02
1.013184321398474458e+04,5.304249919866597338e+02
1.013184323475649762e+04,5.304333155702212252e+02
1.013184325552825067e+04,5.304416384488324638e+02
1.013184327630000371e+04,5.304499606224694617e+02
1.013184329707175675e+04,5.304582820911080034e+02
1.013184331784350979e+04,5.304666028547238739e+02
1.013184333861526284e+04,5.304749229132928576e+02
1.013184335938701588e+04,5.304832422667908531e+02
1.013184338015876892e+04,5.304915609151938725e+02
1.013184340093052197e+04,5.304998788584773592e+02
1.013184342170227501e+04,5.305081960966175529e+02
1.013184344247402805e+04,5.305165126295901246e+02
1.013184346324578109e+04,5.305248284573708588e+02
1.013184348401753414e+04,5.305331435799356541e+02
1.013184350478928718e+04,5.305414579972604088e+02
1.013184352556104022e+04,5.305497717093209076e+02
1.013184354633279327e+04,5.305580847160930489e+02
1.013184356710454631e+04,5.305663970175527311e+02
1.013184358787629935e+04,5.305747086136758526e+02
1.013184360864805240e+04,5.305830195044380844e+02
1.013184362941980544e+04,5.305913296898154385e+02
1.013184365019155848e+04,5.305996391697835861e+02
1.013184367096331152e+04,5.306079479443187665e+02
1.013184369173506457e+04,5.306162560133964234e+02
1.013184371250681761e+04,5.306245633769927963e+02
1.013184373327857065e+04,5.306328700350835561e+02
1.013184375405032551e+04,5.306411759883719697e+02
1.013184377482207856e+04,5.306494812353790849e+02
1.013184379559383160e+04,5.306577857768082822e+02
1.013184381636558464e+04,5.306660896126353464e+02
1.013184383713733769e+04,5.306743927428364032e+02
1.013184385790909073e+04,5.306826951673870099e+02
1.013184387868084377e+04,5.306909968862632923e+02
