Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.027292596064833924e+04,4.343295177325068721e+02
1.027292604692779969e+04,4.342741047442743252e+02
1.027292613320726196e+04,4.342186844105300452e+02
1.027292621948672240e+04,4.341632567363880071e+02
1.027292630576618467e+04,4.341078217222884064e+02
1.027292639204564512e+04,4.340523793733462981e+02
1.027292647832510738e+04,4.339969296900020481e+02
1.027292656460456783e+04,4.339414726773721327e+02
1.027292665088403010e+04,4.338860083358970314e+02
1.027292673716349054e+04,4.338305366706944710e+02
1.027292682344295281e+04,4.337750576822050448e+02
1.027292690972241326e+04,4.337195713755478437e+02
1.027292699600187370e+04,4.336640777523339239e+02
1.027292708228133597e+04,4.336085768141732615e+02
1.027292716856079642e+04,4.335530685661874486e+02
1.027292725484025868e+04,4.334975530088170217e+02
1.027292734111971913e+04,4.334420301471847665e+02
1.027292742739918140e+04,4.333864999817317880e+02
1.027292751367864184e+04,4.333309625175813835e+02
1.027292759995810411e+04,4.332754177551752264e+02
1.027292768623756456e+04,4.332198656996383761e+02
1.027292777251702682e+04,4.331643063514119376e+02
1.027292785879648727e+04,4.331087397156226757e+02
1.027292794507594954e+04,4.330531657927116385e+02
1.027292803135540998e+04,4.329975845878070686e+02
1.027292811763487043e+04,4.329419961025222960e+02
1.027292820391433270e+04,4.328864003384704233e+02
1.027292829019379315e+04,4.328307973007816258e+02
1.027292837647325541e+04,4.327751869898972359e+02
1.027292846275271586e+04,4.327195694109488500e+02
1.027292854903217813e+04,4.326639445643780846e+02
1.027292863531163857e+04,4.326083124553172752e+02
1.027292872159110084e+04,4.325526730842086067e+02
1.027292880787056129e+04,4.324970264561860063e+02
1.027292889415002355e+04,4.324413725716912609e+02
1.027292898042948400e+04,4.323857114358599461e+02
1.027292906670894445e+04,4.323300430503076086e+02
1.027292915298840671e+04,4.322743674166499090e+02
1.027292923926786716e+04,4.322186845400240713e+02
1.027292932554732943e+04,4.321629944208722804e+02
1.027292941182678987e+04,4.321072970643334088e+02
1.027292949810625214e+04,4.320515924708497550e+02
1.027292958438571259e+04,4.319958806455611580e+02
1.027292967066517485e+04,4.319401615889102573e+02
1.027292975694463530e+04,4.318844353060381422e+02
1.027292984322409757e+04,4.318287017973876800e+02
1.027292992950355801e+04,4.317729610681013810e+02
1.027293001578302028e+04,4.317172131186219417e+02
1.027293010206248073e+04,4.316614579540935210e+02
1.027293018834194118e+04,4.316056955761343374e+02
1.027293027462140344e+04,4.315499259863629504e+02
1.027293036090086389e+04,4.314941491899250536e+02
1.027293044718032615e+04,4.314383651872637984e+02
1.027293053345978660e+04,4.313825739835265836e+02
1.027293061973924887e+04,4.313267755791563900e+02
1.027293070601870932e+04,4.312709699793019240e+02
1.027293079229817158e+04,4.312151571844062801e+02
1.027293087857763203e+04,4.311593371996195287e+02
1.027293096485709430e+04,4.311035100253849919e+02
1.027293105113655474e+04,4.310476756668539338e+02
1.027293113741601519e+04,4.309918341256473582e+02
1.027293122369547746e+04,4.309359854033854731e+02
1.027293130997493790e+04,4.308801295052218165e+02
1.027293139625440017e+04,4.308242664315999377e+02
1.027293148253386062e+04,4.307683961876744547e+02
1.027293156881332288e+04,4.307125187738892009e+02
1.027293165509278333e+04,4.306566341953998744e+02
1.027293174137224560e+04,4.306007424526505361e+02
1.027293182765170604e+04,4.305448435507984186e+02
1.027293191393116831e+04,4.304889374902872987e+02
1.027293200021062876e+04,4.304330242762758871e+02
1.027293208649008920e+04,4.303771039103874045e+02
1.027293217276955147e+04,4.303211763942443895e+02
1.027293225904901192e+04,4.302652417330077697e+02
1.027293234532847418e+04,4.302092999271213785e+02
1.027293243160793463e+04,4.301533509817474510e+02
1.027293251788739690e+04,4.300973948973301617e+02
1.027293260416685735e+04,4.300414316790327121e+02
1.027293269044631961e+04,4.299854613272996744e+02
1.027293277672578006e+04,4.299294838472955576e+02
1.027293286300524233e+04,4.298734992394647065e+02
1.027293294928470277e+04,4.298175075089732786e+02
1.027293303556416504e+04,4.297615086562656757e+02
1.027293312184362549e+04,4.297055026865093055e+02
1.027293320812308593e+04,4.296494896013296625e+02
1.027293329440254820e+04,4.295934694023524685e+02
1.027293338068200865e+04,4.295374420947469503e+02
1.027293346696147091e+04,4.294814076789578507e+02
1.027293355324093136e+04,4.294253661601557042e+02
1.027293363952039363e+04,4.293693175387857082e+02
1.027293372579985407e+04,4.293132618200191928e+02
1.027293381207931634e+04,4.292571990043019241e+02
1.027293389835877679e+04,4.292011290968065396e+02
1.027293398463823905e+04,4.291450520979784073e+02
1.027293407091769950e+04,4.290889680129921544e+02
1.027293415719715995e+04,4.290328768434754920e+02
1.027293424347662221e+04,4.289767785910564157e+02
1.027293432975608266e+04,4.289206732609111441e+02
1.027293441603554493e+04,4.288645608534852727e+02
1.027293450231500537e+04,4.288084413739566116e+02
1.027293458859446764e+04,4.287523148227706997e+02
1.027293467487392809e+04,4.286961812051063703e+02
1.027293476115339035e+04,4.286400405214097304e+02
1.027293484743285080e+04,4.285838927768606936e+02
1.027293493371231307e+04,4.285277379719054238e+02
1.027293501999177352e+04,4.284715761117253123e+02
1.027293510627123396e+04,4.284154071979508558e+02
1.027293519255069623e+04,4.283592312322118687e+02
1.027293527883015668e+04,4.283030482196919024e+02
1.027293536510961894e+04,4.282468581608373484e+02
1.027293545138907939e+04,4.281906610608327810e+02
1.027293553766854166e+04,4.281344569201246486e+02
1.027293562394800210e+04,4.280782457438990036e+02
1.027293571022746437e+04,4.280220275326023511e+02
1.027293579650692482e+04,4.279658022914218805e+02
1.027293588278638708e+04,4.279095700208043809e+02
1.027293596906584753e+04,4.278533307259382923e+02
1.027293605534530980e+04,4.277970844072705177e+02
1.027293614162477024e+04,4.277408310699908611e+02
1.027293622790423069e+04,4.276845707157324341e+02
1.027293631418369296e+04,4.276283033461277228e+02
1.027293640046315340e+04,4.275720289663688618e+02
1.027293648674261567e+04,4.275157475769026405e+02
1.027293657302207612e+04,4.274594591829223305e+02
1.027293665930153838e+04,4.274031637848751188e+02
1.027293674558099883e+04,4.273468613879552436e+02
1.027293683186046110e+04,4.272905519926101192e+02
1.027293691813992154e+04,4.272342356040355185e+02
1.027293700441938381e+04,4.271779122226784580e+02
1.027293709069884426e+04,4.271215818537363020e+02
1.027293717697830471e+04,4.270652444988440379e+02
1.027293726325776697e+04,4.270089001596367666e+02
1.027293734953722742e+04,4.269525488413135008e+02
1.027293743581668969e+04,4.268961905443216551e+02
1.027293752209615013e+04,4.268398252738618339e+02
1.027293760837561240e+04,4.267834530303812812e+02
1.027293769465507285e+04,4.267270738190819088e+02
1.027293778093453511e+04,4.266706876404115860e+02
1.027293786721399556e+04,4.266142944995726793e+02
1.027293795349345783e+04,4.265578943970135697e+02
1.027293803977291827e+04,4.265014873379383289e+02
1.027293812605238054e+04,4.264450733227947126e+02
1.027293821233184099e+04,4.263886523567884979e+02
1.027293829861130143e+04,4.263322244415571731e+02
1.027293838489076370e+04,4.262757895787385110e+02
1.027293847117022415e+04,4.262193477735399938e+02
1.027293855744968641e+04,4.261628990264096615e+02
1.027293864372914686e+04,4.261064433425563607e+02
1.027293873000860913e+04,4.260499807224283018e+02
1.027293881628806957e+04,4.259935111712354683e+02
1.027293890256753184e+04,4.259370346894265253e+02
1.027293898884699229e+04,4.258805512822124228e+02
1.027293907512645455e+04,4.258240609500418827e+02
1.027293916140591500e+04,4.257675636981274465e+02
1.027293924768537545e+04,4.257110595281090468e+02
1.027293933396483772e+04,4.256545484416266163e+02
1.027293942024429816e+04,4.255980304438944017e+02
1.027293950652376043e+04,4.255415055353614662e+02
1.027293959280322088e+04,4.254849737212432501e+02
1.027293967908268314e+04,4.254284350019888734e+02
1.027293976536214359e+04,4.253718893828153682e+02
1.027293985164160586e+04,4.253153368641718544e+02
1.027293993792106630e+04,4.252587774512763303e+02
1.027294002420052857e+04,4.252022111445781434e+02
1.027294011047998902e+04,4.251456379492967699e+02
1.027294019675944946e+04,4.250890578670745299e+02
1.027294028303891173e+04,4.250324708995532319e+02
1.027294036931837218e+04,4.249758770519545692e+02
1.027294045559783444e+04,4.249192763247276616e+02
1.027294054187729489e+04,4.248626687230954531e+02
1.027294062815675716e+04,4.248060542475075181e+02
1.027294071443621760e+04,4.247494329031877669e+02
1.027294080071567987e+04,4.246928046905858878e+02
1.027294088699514032e+04,4.246361696149269847e+02
1.027294097327460258e+04,4.245795276766610868e+02
1.027294105955406303e+04,4.245228788810146057e+02
1.027294114583352530e+04,4.244662232284371726e+02
1.027294123211298574e+04,4.244095607241569041e+02
