Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.917309675925876945e+03,8.110991555857616220e-01
9.917309697571559809e+03,8.113621634532172111e-01
9.917309719217242673e+03,8.116252137536450473e-01
9.917309740862925537e+03,8.118883064869018007e-01
9.917309762508608401e+03,8.121514416528629043e-01
9.917309784154293084e+03,8.124146192735202110e-01
9.917309805799975948e+03,8.126778393045076543e-01
9.917309827445658811e+03,8.129411017678074280e-01
9.917309849091341675e+03,8.132044066632854173e-01
9.917309870737024539e+03,8.134677539908174992e-01
9.917309892382707403e+03,8.137311437502696698e-01
9.917309914028390267e+03,8.139945759415175841e-01
9.917309935674073131e+03,8.142580505644176903e-01
9.917309957319757814e+03,8.145215676409903738e-01
9.917309978965440678e+03,8.147851271268218287e-01
9.917310000611123542e+03,8.150487290439134558e-01
9.917310022256806405e+03,8.153123733921406879e-01
9.917310043902489269e+03,8.155760601713697433e-01
9.917310065548172133e+03,8.158397893814761659e-01
9.917310087193854997e+03,8.161035610223165149e-01
9.917310108839537861e+03,8.163673750937664453e-01
9.917310130485222544e+03,8.166312316178748754e-01
9.917310152130905408e+03,8.168951305501613858e-01
9.917310173776588272e+03,8.171590719126555769e-01
9.917310195422271136e+03,8.174230557052428736e-01
9.917310217067954000e+03,8.176870819277797242e-01
9.917310238713636863e+03,8.179511505801416726e-01
9.917310260359319727e+03,8.182152616621949370e-01
9.917310282005002591e+03,8.184794151738055135e-01
9.917310303650687274e+03,8.187436111370511860e-01
9.917310325296370138e+03,8.190078495073938036e-01
9.917310346942053002e+03,8.192721303069016026e-01
9.917310368587735866e+03,8.195364535354405788e-01
9.917310390233418730e+03,8.198008191928864985e-01
9.917310411879101594e+03,8.200652272790958097e-01
9.917310433524784457e+03,8.203296777939536044e-01
9.917310455170467321e+03,8.205941707373262117e-01
9.917310476816152004e+03,8.208587061312910826e-01
9.917310498461834868e+03,8.211232839312913034e-01
9.917310520107517732e+03,8.213879041593947772e-01
9.917310541753200596e+03,8.216525668154868178e-01
9.917310563398883460e+03,8.219172718994238735e-01
9.917310585044566324e+03,8.221820194110818214e-01
9.917310606690249188e+03,8.224468093503264354e-01
9.917310628335932051e+03,8.227116417170334817e-01
9.917310649981616734e+03,8.229765165333190469e-01
9.917310671627299598e+03,8.232414337545397309e-01
9.917310693272982462e+03,8.235063934028306054e-01
9.917310714918665326e+03,8.237713954780386816e-01
9.917310736564348190e+03,8.240364399800492734e-01
