Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.061386530092591420e+04,2.655076340210118957e+00
1.061386531688121431e+04,2.655076369910299050e+00
1.061386533283651261e+04,2.655076399605858839e+00
1.061386534879181272e+04,2.655076429296804541e+00
1.061386536474711102e+04,2.655076458983129495e+00
1.061386538070241113e+04,2.655076488664840362e+00
1.061386539665770943e+04,2.655076518341930480e+00
1.061386541261300954e+04,2.655076548014406068e+00
1.061386542856830783e+04,2.655076577682260464e+00
1.061386544452360795e+04,2.655076607345499884e+00
1.061386546047890624e+04,2.655076637004118112e+00
1.061386547643420636e+04,2.655076666658120921e+00
1.061386549238950465e+04,2.655076696307502537e+00
1.061386550834480477e+04,2.655076725952268735e+00
1.061386552430010306e+04,2.655076755592412852e+00
1.061386554025540318e+04,2.655076785227941549e+00
1.061386555621070147e+04,2.655076814858847722e+00
1.061386557216600158e+04,2.655076844485138476e+00
1.061386558812129988e+04,2.655076874106806706e+00
1.061386560407659999e+04,2.655076903723858628e+00
1.061386562003189829e+04,2.655076933336287581e+00
1.061386563598719840e+04,2.655076962944101115e+00
1.061386565194249670e+04,2.655076992547290793e+00
1.061386566789779681e+04,2.655077022145864163e+00
1.061386568385309511e+04,2.655077051739814564e+00
1.061386569980839522e+04,2.655077081329147770e+00
1.061386571576369352e+04,2.655077110913857563e+00
1.061386573171899363e+04,2.655077140493950161e+00
1.061386574767429192e+04,2.655077170069418901e+00
1.061386576362959204e+04,2.655077199640270447e+00
1.061386577958489033e+04,2.655077229206497691e+00
1.061386579554019045e+04,2.655077258768108184e+00
1.061386581149549056e+04,2.655077288325097040e+00
1.061386582745078886e+04,2.655077317877461596e+00
1.061386584340608897e+04,2.655077347425207623e+00
1.061386585936138727e+04,2.655077376968329350e+00
1.061386587531668738e+04,2.655077406506832549e+00
1.061386589127198567e+04,2.655077436040711447e+00
1.061386590722728579e+04,2.655077465569971373e+00
1.061386592318258408e+04,2.655077495094605666e+00
1.061386593913788420e+04,2.655077524614621431e+00
1.061386595509318249e+04,2.655077554130012008e+00
1.061386597104848261e+04,2.655077583640783612e+00
1.061386598700378090e+04,2.655077613146929583e+00
1.061386600295908102e+04,2.655077642648455694e+00
1.061386601891437931e+04,2.655077672145355727e+00
1.061386603486967942e+04,2.655077701637636789e+00
1.061386605082497772e+04,2.655077731125291329e+00
1.061386606678027783e+04,2.655077760608326010e+00
1.061386608273557613e+04,2.655077790086734169e+00
1.061386609869087624e+04,2.655077819560522023e+00
1.061386611464617454e+04,2.655077849029683357e+00
1.061386613060147465e+04,2.655077878494224386e+00
1.061386614655677295e+04,2.655077907954138450e+00
1.061386616251207306e+04,2.655077937409431765e+00
1.061386617846737136e+04,2.655077966860097671e+00
1.061386619442267147e+04,2.655077996306142829e+00
1.061386621037796976e+04,2.655078025747560577e+00
1.061386622633326988e+04,2.655078055184356689e+00
