Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.013335255787055939e+04,2.741354738774683941e+00
1.013335257878931770e+04,2.741354800093363853e+00
1.013335259970807601e+04,2.741354861404905918e+00
1.013335262062683432e+04,2.741354922709310582e+00
1.013335264154559445e+04,2.741354984006583173e+00
1.013335266246435276e+04,2.741355045296711257e+00
1.013335268338311107e+04,2.741355106579701495e+00
1.013335270430186938e+04,2.741355167855551223e+00
1.013335272522062769e+04,2.741355229124261772e+00
1.013335274613938600e+04,2.741355290385832255e+00
1.013335276705814431e+04,2.741355351640262228e+00
1.013335278797690262e+04,2.741355412887550358e+00
1.013335280889566275e+04,2.741355474127702418e+00
1.013335282981442106e+04,2.741355535360707307e+00
1.013335285073317937e+04,2.741355596586569021e+00
1.013335287165193768e+04,2.741355657805288004e+00
1.013335289257069599e+04,2.741355719016863368e+00
1.013335291348945429e+04,2.741355780221295557e+00
1.013335293440821260e+04,2.741355841418582351e+00
1.013335295532697091e+04,2.741355902608724637e+00
1.013335297624573104e+04,2.741355963791726857e+00
1.013335299716448935e+04,2.741356024967577909e+00
1.013335301808324766e+04,2.741356086136282677e+00
1.013335303900200597e+04,2.741356147297840273e+00
1.013335305992076428e+04,2.741356208452251586e+00
1.013335308083952259e+04,2.741356269599514395e+00
1.013335310175828090e+04,2.741356330739629588e+00
1.013335312267703921e+04,2.741356391872595832e+00
1.013335314359579934e+04,2.741356452998418902e+00
1.013335316451455765e+04,2.741356514117086807e+00
1.013335318543331596e+04,2.741356575228604431e+00
1.013335320635207427e+04,2.741356636332972219e+00
1.013335322727083258e+04,2.741356697430188394e+00
1.013335324818959089e+04,2.741356758520253845e+00
1.013335326910834920e+04,2.741356819603167239e+00
1.013335329002710751e+04,2.741356880678928132e+00
1.013335331094586763e+04,2.741356941747541853e+00
1.013335333186462594e+04,2.741357002808996857e+00
1.013335335278338425e+04,2.741357063863298027e+00
1.013335337370214256e+04,2.741357124910445364e+00
1.013335339462090087e+04,2.741357185950437980e+00
1.013335341553965918e+04,2.741357246983275431e+00
1.013335343645841749e+04,2.741357308008957716e+00
1.013335345737717762e+04,2.741357369027489277e+00
1.013335347829593593e+04,2.741357430038858567e+00
1.013335349921469424e+04,2.741357491043071359e+00
1.013335352013345255e+04,2.741357552040126322e+00
1.013335354105221086e+04,2.741357613030023899e+00
1.013335356197096917e+04,2.741357674012763201e+00
1.013335358288972748e+04,2.741357734988344230e+00
1.013335360380848579e+04,2.741357795956764765e+00
1.013335362472724591e+04,2.741357856918031910e+00
1.013335364564600422e+04,2.741357917872133676e+00
1.013335366656476253e+04,2.741357978819074059e+00
1.013335368748352084e+04,2.741358039758853948e+00
