Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.891595520833507180e+03,1.286873615282980154e+03
9.891595543725843527e+03,1.286914872968740156e+03
9.891595566618178054e+03,1.286956127891815640e+03
9.891595589510514401e+03,1.286997380058463705e+03
9.891595612402848928e+03,1.287038629461831079e+03
9.891595635295185275e+03,1.287079876108175085e+03
9.891595658187519803e+03,1.287121119990643137e+03
9.891595681079856149e+03,1.287162361115491422e+03
9.891595703972190677e+03,1.287203599475867804e+03
9.891595726864527023e+03,1.287244835078028245e+03
9.891595749756863370e+03,1.287286067918397521e+03
9.891595772649197897e+03,1.287327297993402681e+03
9.891595795541534244e+03,1.287368525309296956e+03
9.891595818433868772e+03,1.287409749859231397e+03
9.891595841326205118e+03,1.287450971649460143e+03
9.891595864218539646e+03,1.287492190673133109e+03
9.891595887110875992e+03,1.287533406936504207e+03
9.891595910003210520e+03,1.287574620432725169e+03
9.891595932895546866e+03,1.287615831168048089e+03
9.891595955787881394e+03,1.287657039135626292e+03
9.891595978680217740e+03,1.287698244341710279e+03
9.891596001572554087e+03,1.287739446782728692e+03
9.891596024464888615e+03,1.287780646455110173e+03
9.891596047357224961e+03,1.287821843365103632e+03
9.891596070249559489e+03,1.287863037505866259e+03
9.891596093141895835e+03,1.287904228883646283e+03
9.891596116034230363e+03,1.287945417491599756e+03
9.891596138926566709e+03,1.287986603335975587e+03
9.891596161818901237e+03,1.288027786409930741e+03
9.891596184711237584e+03,1.288068966719712307e+03
9.891596207603573930e+03,1.288110144261750975e+03
9.891596230495908458e+03,1.288151319032477659e+03
9.891596253388244804e+03,1.288192491038138314e+03
9.891596276280579332e+03,1.288233660271892859e+03
9.891596299172915678e+03,1.288274826739986111e+03
9.891596322065250206e+03,1.288315990435579579e+03
9.891596344957586552e+03,1.288357151364916945e+03
9.891596367849921080e+03,1.288398309521160400e+03
9.891596390742257427e+03,1.288439464910552715e+03
9.891596413634591954e+03,1.288480617526257447e+03
9.891596436526928301e+03,1.288521767374516685e+03
9.891596459419264647e+03,1.288562914451763845e+03
9.891596482311599175e+03,1.288604058754431890e+03
9.891596505203935521e+03,1.288645200288763135e+03
9.891596528096270049e+03,1.288686339047921820e+03
9.891596550988606396e+03,1.288727475038149578e+03
9.891596573880940923e+03,1.288768608252610875e+03
9.891596596773277270e+03,1.288809738697546663e+03
9.891596619665611797e+03,1.288850866366123455e+03
9.891596642557948144e+03,1.288891991264579929e+03
9.891596665450284490e+03,1.288933113389351774e+03
9.891596688342619018e+03,1.288974232736874228e+03
9.891596711234955364e+03,1.289015349313385968e+03
9.891596734127289892e+03,1.289056463112055553e+03
9.891596757019626239e+03,1.289097574139119843e+03
9.891596779911960766e+03,1.289138682387748759e+03
9.891596802804297113e+03,1.289179787864179161e+03
9.891596825696631640e+03,1.289220890561580973e+03
9.891596848588967987e+03,1.289261990486190371e+03
9.891596871481304333e+03,1.289303087634444410e+03
9.891596894373638861e+03,1.289344182002781054e+03
9.891596917265975208e+03,1.289385273597434889e+03
9.891596940158309735e+03,1.289426362411578566e+03
9.891596963050646082e+03,1.289467448451445534e+03
9.891596985942980609e+03,1.289508531710210036e+03
9.891597008835316956e+03,1.289549612194104839e+03
9.891597031727651483e+03,1.289590689896304866e+03
9.891597054619987830e+03,1.289631764823041294e+03
9.891597077512322358e+03,1.289672836967490866e+03
9.891597100404658704e+03,1.289713906335883394e+03
9.891597123296995051e+03,1.289754972924660024e+03
9.891597146189329578e+03,1.289796036730260766e+03
9.891597169081665925e+03,1.289837097758915434e+03
9.891597191974000452e+03,1.289878156003802360e+03
9.891597214866336799e+03,1.289919211471151357e+03
9.891597237758671326e+03,1.289960264154139622e+03
9.891597260651007673e+03,1.290001314058996968e+03
9.891597283543342201e+03,1.290042361178902638e+03
9.891597306435678547e+03,1.290083405520083488e+03
9.891597329328014894e+03,1.290124447078982712e+03
9.891597352220349421e+03,1.290165485852042593e+03
9.891597375112685768e+03,1.290206521845488851e+03
9.891597398005020295e+03,1.290247555052505049e+03
9.891597420897356642e+03,1.290288585479315316e+03
9.891597443789691170e+03,1.290329613119102760e+03
9.891597466682027516e+03,1.290370637978092645e+03
9.891597489574362044e+03,1.290411660049469447e+03
9.891597512466698390e+03,1.290452679339454789e+03
9.891597535359032918e+03,1.290493695841236331e+03
9.891597558251369264e+03,1.290534709561034788e+03
9.891597581143705611e+03,1.290575720495295855e+03
9.891597604036040138e+03,1.290616728640465681e+03
9.891597626928376485e+03,1.290657734002764528e+03
9.891597649820711013e+03,1.290698736575381190e+03
9.891597672713047359e+03,1.290739736364535020e+03
9.891597695605381887e+03,1.290780733363415493e+03
9.891597718497718233e+03,1.290821727578241735e+03
9.891597741390052761e+03,1.290862719002204130e+03
9.891597764282389107e+03,1.290903707641520668e+03
9.891597787174725454e+03,1.290944693492637953e+03
9.891597810067059982e+03,1.290985676552005316e+03
9.891597832959396328e+03,1.291026656825839382e+03
9.891597855851730856e+03,1.291067634307333037e+03
9.891597878744067202e+03,1.291108609002701769e+03
9.891597901636401730e+03,1.291149580905138919e+03
9.891597924528738076e+03,1.291190550020860428e+03
9.891597947421072604e+03,1.291231516343060093e+03
9.891597970313408950e+03,1.291272479877952946e+03
9.891597993205745297e+03,1.291313440621988320e+03
9.891598016098079825e+03,1.291354398571616002e+03
9.891598038990416171e+03,1.291395353733050797e+03
9.891598061882750699e+03,1.291436306099487865e+03
9.891598084775087045e+03,1.291477255677141102e+03
9.891598107667421573e+03,1.291518202459206805e+03
9.891598130559757919e+03,1.291559146451896822e+03
9.891598153452092447e+03,1.291600087648410408e+03
9.891598176344428794e+03,1.291641026054957365e+03
9.891598199236763321e+03,1.291681961664737400e+03
9.891598222129099668e+03,1.291722894483961227e+03
9.891598245021436014e+03,1.291763824509080450e+03
9.891598267913770542e+03,1.291804751736548269e+03
9.891598290806106888e+03,1.291845676172574031e+03
9.891598313698441416e+03,1.291886597810358353e+03
9.891598336590777762e+03,1.291927516656109901e+03
9.891598359483112290e+03,1.291968432703032022e+03
9.891598382375448637e+03,1.292009345957330197e+03
9.891598405267783164e+03,1.292050256412209364e+03
9.891598428160119511e+03,1.292091164073875007e+03
9.891598451052455857e+03,1.292132068938782368e+03
9.891598473944790385e+03,1.292172971003386465e+03
9.891598496837126731e+03,1.292213870273892098e+03
9.891598519729461259e+03,1.292254766743505115e+03
9.891598542621797606e+03,1.292295660418430543e+03
9.891598565514132133e+03,1.292336551291874230e+03
9.891598588406468480e+03,1.292377439370040292e+03
9.891598611298803007e+03,1.292418324646136398e+03
9.891598634191139354e+03,1.292459207126364845e+03
9.891598657083473881e+03,1.292500086803934437e+03
9.891598679975810228e+03,1.292540963685046563e+03
9.891598702868146574e+03,1.292581837766158969e+03
9.891598725760481102e+03,1.292622709043729856e+03
9.891598748652817449e+03,1.292663577523959475e+03
9.891598771545151976e+03,1.292704443200058904e+03
9.891598794437488323e+03,1.292745306078227259e+03
9.891598817329822850e+03,1.292786166151677662e+03
9.891598840222159197e+03,1.292827023426607866e+03
9.891598863114493724e+03,1.292867877896231448e+03
9.891598886006830071e+03,1.292908729566746160e+03
9.891598908899166418e+03,1.292949578434611112e+03
9.891598931791500945e+03,1.292990424496287233e+03
9.891598954683837292e+03,1.293031267757971364e+03
9.891598977576171819e+03,1.293072108212877993e+03
9.891599000468508166e+03,1.293112945867203734e+03
9.891599023360842693e+03,1.293153780714164441e+03
9.891599046253179040e+03,1.293194612759955362e+03
9.891599069145513567e+03,1.293235441997793259e+03
9.891599092037849914e+03,1.293276268433873156e+03
9.891599114930186261e+03,1.293317092064655753e+03
9.891599137822520788e+03,1.293357912886604481e+03
9.891599160714857135e+03,1.293398730905911862e+03
9.891599183607191662e+03,1.293439546115797384e+03
9.891599206499528009e+03,1.293480358522453571e+03
9.891599229391862536e+03,1.293521168119100594e+03
9.891599252284198883e+03,1.293561974911929383e+03
9.891599275176533411e+03,1.293602778894161702e+03
9.891599298068869757e+03,1.293643580071988481e+03
9.891599320961204285e+03,1.293684378438631256e+03
9.891599343853540631e+03,1.293725174000280049e+03
9.891599366745876978e+03,1.293765966753399653e+03
9.891599389638211505e+03,1.293806756694454180e+03
9.891599412530547852e+03,1.293847543829633423e+03
9.891599435422882379e+03,1.293888328152160739e+03
9.891599458315218726e+03,1.293929109668225010e+03
9.891599481207553254e+03,1.293969888371050729e+03
9.891599504099889600e+03,1.294010664266825188e+03
9.891599526992224128e+03,1.294051437348775153e+03
9.891599549884560474e+03,1.294092207623086097e+03
9.891599572776896821e+03,1.294132975086224405e+03
9.891599595669231348e+03,1.294173739734658056e+03
9.891599618561567695e+03,1.294214501574571386e+03
9.891599641453902223e+03,1.294255260599194571e+03
9.891599664346238569e+03,1.294296016814708992e+03
9.891599687238573097e+03,1.294336770214346416e+03
9.891599710130909443e+03,1.294377520804289134e+03
9.891599733023243971e+03,1.294418268577768004e+03
9.891599755915580317e+03,1.294459013540965543e+03
9.891599778807914845e+03,1.294499755687112611e+03
9.891599801700251192e+03,1.294540495022390814e+03
9.891599824592587538e+03,1.294581231543270405e+03
9.891599847484922066e+03,1.294621965246220270e+03
9.891599870377258412e+03,1.294662696137421790e+03
9.891599893269592940e+03,1.294703424210107414e+03
9.891599916161929286e+03,1.294744149470458296e+03
9.891599939054263814e+03,1.294784871911707796e+03
9.891599961946600160e+03,1.294825591540035475e+03
9.891599984838934688e+03,1.294866308348676057e+03
9.891600007731271035e+03,1.294907022343808421e+03
9.891600030623607381e+03,1.294947733521903501e+03
9.891600053515941909e+03,1.294988441879433367e+03
9.891600076408278255e+03,1.295029147422575079e+03
9.891600099300612783e+03,1.295069850144566317e+03
9.891600122192949129e+03,1.295110550051583004e+03
9.891600145085283657e+03,1.295151247136864413e+03
9.891600167977620004e+03,1.295191941406585102e+03
9.891600190869954531e+03,1.295232632853985024e+03
9.891600213762290878e+03,1.295273321485237602e+03
9.891600236654627224e+03,1.295314007296817636e+03
9.891600259546961752e+03,1.295354690285199013e+03
9.891600282439298098e+03,1.295395370456554701e+03
9.891600305331632626e+03,1.295436047804126702e+03
9.891600328223968972e+03,1.295476722334087754e+03
9.891600351116303500e+03,1.295517394039680767e+03
9.891600374008639847e+03,1.295558062927076207e+03
9.891600396900974374e+03,1.295598728989519032e+03
9.891600419793310721e+03,1.295639392233179251e+03
9.891600442685645248e+03,1.295680052651301821e+03
9.891600465577981595e+03,1.295720710250055845e+03
9.891600488470317941e+03,1.295761365025918622e+03
9.891600511362652469e+03,1.295802016975366769e+03
9.891600534254988816e+03,1.295842666104568934e+03
9.891600557147323343e+03,1.295883312406772347e+03
9.891600580039659690e+03,1.295923955888144519e+03
9.891600602931994217e+03,1.295964596541934043e+03
9.891600625824330564e+03,1.296005234374306838e+03
9.891600648716665091e+03,1.296045869378512634e+03
9.891600671609001438e+03,1.296086501560716897e+03
9.891600694501337784e+03,1.296127130917398063e+03
9.891600717393672312e+03,1.296167757445036386e+03
9.891600740286008659e+03,1.296208381149795969e+03
9.891600763178343186e+03,1.296249002024929268e+03
9.891600786070679533e+03,1.296289620076598339e+03
9.891600808963014060e+03,1.296330235298056778e+03
9.891600831855350407e+03,1.296370847695467319e+03
9.891600854747684934e+03,1.296411457262083331e+03
9.891600877640021281e+03,1.296452064004066642e+03
9.891600900532355809e+03,1.296492667914672211e+03
9.891600923424692155e+03,1.296533269000060500e+03
9.891600946317028502e+03,1.296573867256713129e+03
9.891600969209363029e+03,1.296614462681113082e+03
9.891600992101699376e+03,1.296655055279419003e+03
9.891601014994033903e+03,1.296695645044888579e+03
9.891601037886370250e+03,1.296736231983680909e+03
9.891601060778704777e+03,1.296776816089053227e+03
9.891601083671041124e+03,1.296817397367164176e+03
9.891601106563375652e+03,1.296857975811272581e+03
9.891601129455711998e+03,1.296898551427535040e+03
9.891601152348048345e+03,1.296939124212435900e+03
9.891601175240382872e+03,1.296979694162459054e+03
9.891601198132719219e+03,1.297020261283761556e+03
9.891601221025053746e+03,1.297060825569604276e+03
9.891601243917390093e+03,1.297101387026141538e+03
9.891601266809724621e+03,1.297141945646636486e+03
9.891601289702060967e+03,1.297182501437242081e+03
9.891601312594395495e+03,1.297223054391223286e+03
9.891601335486731841e+03,1.297263604514731696e+03
9.891601358379068188e+03,1.297304151804254616e+03
9.891601381271402715e+03,1.297344696256278439e+03
9.891601404163739062e+03,1.297385237876955216e+03
9.891601427056073589e+03,1.297425776659550593e+03
9.891601449948409936e+03,1.297466312610216164e+03
9.891601472840744464e+03,1.297506845722217804e+03
9.891601495733080810e+03,1.297547376001705743e+03
9.891601518625415338e+03,1.297587903441948811e+03
9.891601541517751684e+03,1.297628428049094737e+03
9.891601564410086212e+03,1.297668949816413487e+03
9.891601587302422558e+03,1.297709468750053247e+03
9.891601610194758905e+03,1.297749984846502002e+03
9.891601633087093433e+03,1.297790498102250695e+03
9.891601655979429779e+03,1.297831008523446144e+03
9.891601678871764307e+03,1.297871516103358772e+03
9.891601701764100653e+03,1.297912020848135626e+03
9.891601724656435181e+03,1.297952522751048946e+03
9.891601747548771527e+03,1.297993021818243506e+03
9.891601770441106055e+03,1.298033518042992000e+03
9.891601793333442401e+03,1.298074011431440113e+03
9.891601816225778748e+03,1.298114501980078785e+03
9.891601839118113276e+03,1.298154989685399642e+03
9.891601862010449622e+03,1.298195474553545864e+03
9.891601884902784150e+03,1.298235956577793559e+03
9.891601907795120496e+03,1.298276435764284770e+03
9.891601930687455024e+03,1.298316912106295604e+03
9.891601953579791370e+03,1.298357385609968333e+03
9.891601976472125898e+03,1.298397856268579744e+03
9.891601999364462245e+03,1.298438324088270747e+03
9.891602022256796772e+03,1.298478789062319720e+03
9.891602045149133119e+03,1.298519251196866435e+03
9.891602068041469465e+03,1.298559710488405472e+03
9.891602090933803993e+03,1.298600166933430273e+03
9.891602113826140339e+03,1.298640620538080611e+03
9.891602136718474867e+03,1.298681071295637139e+03
9.891602159610811213e+03,1.298721519212236899e+03
9.891602182503145741e+03,1.298761964281162591e+03
9.891602205395482088e+03,1.298802406508549893e+03
9.891602228287816615e+03,1.298842845887682870e+03
9.891602251180152962e+03,1.298883282424696063e+03
9.891602274072489308e+03,1.298923716116086553e+03
9.891602296964823836e+03,1.298964146958351421e+03
9.891602319857160182e+03,1.299004574957625664e+03
9.891602342749494710e+03,1.299045000107193800e+03
9.891602365641831057e+03,1.299085422413189917e+03
9.891602388534165584e+03,1.299125841868900125e+03
9.891602411426501931e+03,1.299166258480457600e+03
9.891602434318836458e+03,1.299206672241148453e+03
9.891602457211172805e+03,1.299247083157105862e+03
9.891602480103509151e+03,1.299287491224828273e+03
9.891602502995843679e+03,1.299327896440814357e+03
9.891602525888180026e+03,1.299368298811195473e+03
9.891602548780514553e+03,1.299408698329261370e+03
9.891602571672850900e+03,1.299449095001142041e+03
9.891602594565185427e+03,1.299489488820127235e+03
9.891602617457521774e+03,1.299529879792346264e+03
9.891602640349856301e+03,1.299570267911090923e+03
9.891602663242192648e+03,1.299610653182488704e+03
9.891602686134527175e+03,1.299651035599832767e+03
9.891602709026863522e+03,1.299691415169249922e+03
9.891602731919199869e+03,1.299731791887241798e+03
9.891602754811534396e+03,1.299772165750310933e+03
9.891602777703870743e+03,1.299812536764582774e+03
9.891602800596205270e+03,1.299852904923352071e+03
