Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.013335255787055939e+04,7.740760566182432285e+02
1.013335257878931770e+04,7.740984419534275958e+02
1.013335259970807601e+04,7.741208246831356519e+02
1.013335262062683432e+04,7.741432048071980034e+02
1.013335264154559445e+04,7.741655823273912347e+02
1.013335266246435276e+04,7.741879572396541107e+02
1.013335268338311107e+04,7.742103295457634431e+02
1.013335270430186938e+04,7.742326992455494974e+02
1.013335272522062769e+04,7.742550663388434486e+02
1.013335274613938600e+04,7.742774308254760172e+02
1.013335276705814431e+04,7.742997927052776959e+02
1.013335278797690262e+04,7.743221519780792050e+02
1.013335280889566275e+04,7.743445086456555373e+02
1.013335282981442106e+04,7.743668627039492094e+02
1.013335285073317937e+04,7.743892141547354413e+02
1.013335287165193768e+04,7.744115629978449533e+02
1.013335289257069599e+04,7.744339092331084657e+02
1.013335291348945429e+04,7.744562528603570399e+02
1.013335293440821260e+04,7.744785938794216236e+02
1.013335295532697091e+04,7.745009322901329369e+02
1.013335297624573104e+04,7.745232680942642673e+02
1.013335299716448935e+04,7.745456012877619969e+02
1.013335301808324766e+04,7.745679318723994129e+02
1.013335303900200597e+04,7.745902598480075767e+02
1.013335305992076428e+04,7.746125852144176633e+02
1.013335308083952259e+04,7.746349079714603931e+02
1.013335310175828090e+04,7.746572281189672822e+02
1.013335312267703921e+04,7.746795456567689371e+02
1.013335314359579934e+04,7.747018605866370535e+02
1.013335316451455765e+04,7.747241729045218790e+02
1.013335318543331596e+04,7.747464826121949955e+02
1.013335320635207427e+04,7.747687897094875780e+02
1.013335322727083258e+04,7.747910941962312563e+02
1.013335324818959089e+04,7.748133960722565234e+02
1.013335326910834920e+04,7.748356953373950091e+02
1.013335329002710751e+04,7.748579919914777747e+02
1.013335331094586763e+04,7.748802860362749243e+02
1.013335333186462594e+04,7.749025774677401159e+02
1.013335335278338425e+04,7.749248662876434537e+02
1.013335337370214256e+04,7.749471524958166810e+02
1.013335339462090087e+04,7.749694360920905183e+02
1.013335341553965918e+04,7.749917170762967089e+02
1.013335343645841749e+04,7.750139954482665416e+02
1.013335345737717762e+04,7.750362712097681879e+02
1.013335347829593593e+04,7.750585443567592847e+02
1.013335349921469424e+04,7.750808148910083446e+02
1.013335352013345255e+04,7.751030828123467700e+02
1.013335354105221086e+04,7.751253481206059632e+02
1.013335356197096917e+04,7.751476108156175542e+02
1.013335358288972748e+04,7.751698708972129452e+02
1.013335360380848579e+04,7.751921283652238799e+02
1.013335362472724591e+04,7.752143832214168242e+02
1.013335364564600422e+04,7.752366354617529396e+02
1.013335366656476253e+04,7.752588850879993743e+02
1.013335368748352084e+04,7.752811320999874170e+02
1.013335370840227915e+04,7.753033764975490385e+02
1.013335372932103746e+04,7.753256182805156413e+02
1.013335375023979577e+04,7.753478574487189690e+02
1.013335377115855408e+04,7.753700940019906511e+02
1.013335379207731421e+04,7.753923279420960171e+02
1.013335381299607252e+04,7.754145592649995251e+02
1.013335383391483083e+04,7.754367879724668455e+02
1.013335385483358914e+04,7.754590140643298355e+02
1.013335387575234745e+04,7.754812375404196700e+02
1.013335389667110576e+04,7.755034584005686611e+02
1.013335391758986407e+04,7.755256766446085521e+02
1.013335393850862238e+04,7.755478922723713140e+02
1.013335395942738251e+04,7.755701052856200022e+02
1.013335398034614082e+04,7.755923156803236225e+02
1.013335400126489913e+04,7.756145234582456851e+02
1.013335402218365743e+04,7.756367286192181609e+02
1.013335404310241574e+04,7.756589311630729071e+02
1.013335406402117405e+04,7.756811310896418945e+02
1.013335408493993236e+04,7.757033283987573213e+02
1.013335410585869067e+04,7.757255230902509311e+02
1.013335412677745080e+04,7.757477151658845287e+02
1.013335414769620911e+04,7.757699046216308716e+02
1.013335416861496742e+04,7.757920914592515373e+02
1.013335418953372573e+04,7.758142756785789516e+02
1.013335421045248404e+04,7.758364572794449714e+02
1.013335423137124235e+04,7.758586362616816814e+02
1.013335425229000066e+04,7.758808126251213935e+02
1.013335427320876079e+04,7.759029863715244346e+02
1.013335429412751910e+04,7.759251574968665182e+02
