Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
1.063802708333311602e+04,2.657140738818931425e+00
1.063802710516863226e+04,2.657140806264148836e+00
1.063802712700415032e+04,2.657140873699059824e+00
1.063802714883966655e+04,2.657140941123646627e+00
1.063802717067518279e+04,2.657141008537923454e+00
1.063802719251070084e+04,2.657141075941883201e+00
1.063802721434621708e+04,2.657141143335522315e+00
1.063802723618173331e+04,2.657141210718847901e+00
1.063802725801725137e+04,2.657141278091859959e+00
1.063802727985276761e+04,2.657141345454547832e+00
1.063802730168828566e+04,2.657141412806925729e+00
1.063802732352380190e+04,2.657141480148975887e+00
1.063802734535931813e+04,2.657141547480708965e+00
1.063802736719483619e+04,2.657141614802128515e+00
1.063802738903035242e+04,2.657141682113223879e+00
1.063802741086586866e+04,2.657141749413998610e+00
1.063802743270138672e+04,2.657141816704459814e+00
1.063802745453690295e+04,2.657141883984586173e+00
1.063802747637241919e+04,2.657141951254399004e+00
1.063802749820793724e+04,2.657142018513894755e+00
1.063802752004345348e+04,2.657142085763059214e+00
1.063802754187896971e+04,2.657142153001903040e+00
1.063802756371448777e+04,2.657142220230429785e+00
1.063802758555000401e+04,2.657142287448625240e+00
1.063802760738552206e+04,2.657142354656503613e+00
1.063802762922103830e+04,2.657142421854050696e+00
1.063802765105655453e+04,2.657142489041273592e+00
1.063802767289207259e+04,2.657142556218172302e+00
1.063802769472758882e+04,2.657142623384743274e+00
1.063802771656310506e+04,2.657142690540986507e+00
1.063802773839862311e+04,2.657142757686912660e+00
1.063802776023413935e+04,2.657142824822503968e+00
1.063802778206965559e+04,2.657142891947767538e+00
1.063802780390517364e+04,2.657142959062706922e+00
1.063802782574068988e+04,2.657143026167311461e+00
1.063802784757620611e+04,2.657143093261588263e+00
1.063802786941172417e+04,2.657143160345540878e+00
1.063802789124724040e+04,2.657143227419158649e+00
1.063802791308275846e+04,2.657143294482452234e+00
1.063802793491827470e+04,2.657143361535407422e+00
1.063802795675379093e+04,2.657143428578034872e+00
1.063802797858930899e+04,2.657143495610331030e+00
1.063802800042482522e+04,2.657143562632292344e+00
1.063802802226034146e+04,2.657143629643925919e+00
1.063802804409585951e+04,2.657143696645228204e+00
1.063802806593137575e+04,2.657143763636188538e+00
1.063802808776689199e+04,2.657143830616817581e+00
1.063802810960241004e+04,2.657143897587118886e+00
1.063802813143792628e+04,2.657143964547081794e+00
1.063802815327344251e+04,2.657144031496706305e+00
1.063802817510896057e+04,2.657144098435999524e+00
1.063802819694447680e+04,2.657144165364950794e+00
1.063802821877999486e+04,2.657144232283574325e+00
1.063802824061551109e+04,2.657144299191855907e+00
1.063802826245102733e+04,2.657144366089799092e+00
1.063802828428654539e+04,2.657144432977407433e+00
1.063802830612206162e+04,2.657144499854677377e+00
1.063802832795757786e+04,2.657144566721608925e+00
1.063802834979309591e+04,2.657144633578202075e+00
1.063802837162861215e+04,2.657144700424449724e+00
1.063802839346412838e+04,2.657144767260362528e+00
1.063802841529964644e+04,2.657144834085936935e+00
1.063802843713516268e+04,2.657144900901169393e+00
1.063802845897067891e+04,2.657144967706052796e+00
1.063802848080619697e+04,2.657145034500608460e+00
1.063802850264171320e+04,2.657145101284811517e+00
1.063802852447723126e+04,2.657145168058679729e+00
1.063802854631274749e+04,2.657145234822198887e+00
1.063802856814826373e+04,2.657145301575372542e+00
