Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.917309675925876945e+03,1.037266932078596483e+03
9.917309697571559809e+03,1.037273236284581344e+03
9.917309719217242673e+03,1.037279538163758616e+03
9.917309740862925537e+03,1.037285837715999151e+03
9.917309762508608401e+03,1.037292134941175618e+03
9.917309784154293084e+03,1.037298429839690016e+03
9.917309805799975948e+03,1.037304722410355225e+03
9.917309827445658811e+03,1.037311012653573925e+03
9.917309849091341675e+03,1.037317300569217423e+03
9.917309870737024539e+03,1.037323586157159070e+03
9.917309892382707403e+03,1.037329869417270402e+03
9.917309914028390267e+03,1.037336150349424315e+03
9.917309935674073131e+03,1.037342428953492572e+03
9.917309957319757814e+03,1.037348705229875804e+03
9.917309978965440678e+03,1.037354979177391215e+03
9.917310000611123542e+03,1.037361250796438753e+03
9.917310022256806405e+03,1.037367520086890636e+03
9.917310043902489269e+03,1.037373787048619988e+03
9.917310065548172133e+03,1.037380051681499026e+03
9.917310087193854997e+03,1.037386313985400193e+03
9.917310108839537861e+03,1.037392573960196614e+03
9.917310130485222544e+03,1.037398831606285967e+03
9.917310152130905408e+03,1.037405086922489318e+03
9.917310173776588272e+03,1.037411339909205935e+03
9.917310195422271136e+03,1.037417590566308036e+03
9.917310217067954000e+03,1.037423838893667835e+03
9.917310238713636863e+03,1.037430084891158913e+03
9.917310260359319727e+03,1.037436328558653258e+03
9.917310282005002591e+03,1.037442569896024224e+03
9.917310303650687274e+03,1.037448808903668578e+03
9.917310325296370138e+03,1.037455045580410342e+03
9.917310346942053002e+03,1.037461279926647421e+03
9.917310368587735866e+03,1.037467511942251576e+03
9.917310390233418730e+03,1.037473741627096615e+03
9.917310411879101594e+03,1.037479968981054981e+03
9.917310433524784457e+03,1.037486194004000026e+03
9.917310455170467321e+03,1.037492416695803740e+03
9.917310476816152004e+03,1.037498637056862890e+03
9.917310498461834868e+03,1.037504855086004454e+03
9.917310520107517732e+03,1.037511070783623836e+03
9.917310541753200596e+03,1.037517284149594843e+03
9.917310563398883460e+03,1.037523495183790374e+03
9.917310585044566324e+03,1.037529703886082871e+03
9.917310606690249188e+03,1.037535910256346369e+03
9.917310628335932051e+03,1.037542114294453086e+03
9.917310649981616734e+03,1.037548316000797740e+03
9.917310671627299598e+03,1.037554515374211405e+03
9.917310693272982462e+03,1.037560712415088119e+03
9.917310714918665326e+03,1.037566907123301007e+03
9.917310736564348190e+03,1.037573099498723423e+03
9.917310758210031054e+03,1.037579289541228491e+03
9.917310779855713918e+03,1.037585477250689564e+03
9.917310801501396782e+03,1.037591662626980678e+03
9.917310823147079645e+03,1.037597845669973822e+03
9.917310844792764328e+03,1.037604026380062351e+03
9.917310866438447192e+03,1.037610204756080975e+03
9.917310888084130056e+03,1.037616380798422369e+03
9.917310909729812920e+03,1.037622554506959887e+03
9.917310931375495784e+03,1.037628725881567107e+03
9.917310953021178648e+03,1.037634894922117155e+03
9.917310974666861512e+03,1.037641061628484067e+03
9.917310996312544376e+03,1.037647226000540741e+03
9.917311017958229058e+03,1.037653388038678486e+03
9.917311039603911922e+03,1.037659547741735878e+03
9.917311061249594786e+03,1.037665705110103545e+03
9.917311082895277650e+03,1.037671860143655522e+03
9.917311104540960514e+03,1.037678012842265161e+03
9.917311126186643378e+03,1.037684163205806271e+03
9.917311147832326242e+03,1.037690311234152659e+03
9.917311169478009106e+03,1.037696456927177906e+03
9.917311191123693789e+03,1.037702600285271501e+03
9.917311212769376652e+03,1.037708741307274749e+03
9.917311234415059516e+03,1.037714879993578279e+03
9.917311256060742380e+03,1.037721016344055215e+03
9.917311277706425244e+03,1.037727150358579593e+03
