Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.882460428240709007e+03,1.627377976372025842e+03
9.882460446256400246e+03,1.627415182106274642e+03
9.882460464272089666e+03,1.627452385920283405e+03
9.882460482287780906e+03,1.627489587821398345e+03
9.882460500303470326e+03,1.627526787801940827e+03
9.882460518319161565e+03,1.627563985869257067e+03
9.882460536334850985e+03,1.627601182015667291e+03
9.882460554350542225e+03,1.627638376248518398e+03
9.882460572366233464e+03,1.627675568563887282e+03
9.882460590381922884e+03,1.627712758957853339e+03
9.882460608397614124e+03,1.627749947437759374e+03
9.882460626413303544e+03,1.627787133995930390e+03
9.882460644428994783e+03,1.627824318639708508e+03
9.882460662444684203e+03,1.627861501361418732e+03
9.882460680460375443e+03,1.627898682168403866e+03
9.882460698476066682e+03,1.627935861056743079e+03
9.882460716491756102e+03,1.627973038022515311e+03
9.882460734507447341e+03,1.628010213073063596e+03
9.882460752523136762e+03,1.628047386200713163e+03
9.882460770538828001e+03,1.628084557412804998e+03
9.882460788554517421e+03,1.628121726701666603e+03
9.882460806570208661e+03,1.628158894074638056e+03
9.882460824585899900e+03,1.628196059527798752e+03
9.882460842601589320e+03,1.628233223057231271e+03
9.882460860617280559e+03,1.628270384670274325e+03
9.882460878632969980e+03,1.628307544359256781e+03
9.882460896648661219e+03,1.628344702131516442e+03
9.882460914664350639e+03,1.628381857979384222e+03
9.882460932680041878e+03,1.628419011910195650e+03
9.882460950695733118e+03,1.628456163920034669e+03
9.882460968711422538e+03,1.628493314004983404e+03
9.882460986727113777e+03,1.628530462172377156e+03
9.882461004742803198e+03,1.628567608414549113e+03
9.882461022758494437e+03,1.628604752738833668e+03
9.882461040774183857e+03,1.628641895137564688e+03
9.882461058789875096e+03,1.628679035618075432e+03
9.882461076805566336e+03,1.628716174176450295e+03
9.882461094821255756e+03,1.628753310808773449e+03
9.882461112836946995e+03,1.628790445522377922e+03
9.882461130852636416e+03,1.628827578309598493e+03
9.882461148868327655e+03,1.628864709177768418e+03
9.882461166884017075e+03,1.628901838119222930e+03
9.882461184899708314e+03,1.628938965141293693e+03
9.882461202915399554e+03,1.628976090240066014e+03
9.882461220931088974e+03,1.629013213411624974e+03
9.882461238946780213e+03,1.629050334663302465e+03
9.882461256962469633e+03,1.629087453987434856e+03
9.882461274978160873e+03,1.629124571391352902e+03
9.882461292993850293e+03,1.629161686867394565e+03
9.882461311009541532e+03,1.629198800422889008e+03
9.882461329025232772e+03,1.629235912053922902e+03
9.882461347040922192e+03,1.629273021756583603e+03
9.882461365056613431e+03,1.629310129538197998e+03
9.882461383072302851e+03,1.629347235391107915e+03
9.882461401087994091e+03,1.629384339322640017e+03
9.882461419103683511e+03,1.629421441325134765e+03
9.882461437119374750e+03,1.629458541405919959e+03
9.882461455135065989e+03,1.629495639561082726e+03
9.882461473150755410e+03,1.629532735786711783e+03
9.882461491166446649e+03,1.629569830090132655e+03
9.882461509182136069e+03,1.629606922463687852e+03
9.882461527197827309e+03,1.629644012914702898e+03
9.882461545213516729e+03,1.629681101435520986e+03
9.882461563229207968e+03,1.629718188033466504e+03
9.882461581244899207e+03,1.629755272704628396e+03
9.882461599260588628e+03,1.629792355445096518e+03
9.882461617276279867e+03,1.629829436262194577e+03
9.882461635291969287e+03,1.629866515148266899e+03
9.882461653307660526e+03,1.629903592110636055e+03
9.882461671323349947e+03,1.629940667141650010e+03
9.882461689339041186e+03,1.629977740248628606e+03
9.882461707354732425e+03,1.630014811427662380e+03
9.882461725370421846e+03,1.630051880674843687e+03
9.882461743386113085e+03,1.630088947997491914e+03
9.882461761401802505e+03,1.630126013387956391e+03
9.882461779417493744e+03,1.630163076853555594e+03
9.882461797433183165e+03,1.630200138386639310e+03
9.882461815448874404e+03,1.630237197994526468e+03
9.882461833464563824e+03,1.630274255669567538e+03
9.882461851480255064e+03,1.630311311419079857e+03
9.882461869495946303e+03,1.630348365239155783e+03
9.882461887511635723e+03,1.630385417125888580e+03
9.882461905527326962e+03,1.630422467086595589e+03
9.882461923543016383e+03,1.630459515113628413e+03
9.882461941558707622e+03,1.630496561214303028e+03
9.882461959574397042e+03,1.630533605380972404e+03
9.882461977590088281e+03,1.630570647620952286e+03
9.882461995605779521e+03,1.630607687930336169e+03
9.882462013621468941e+03,1.630644726305218455e+03
9.882462031637160180e+03,1.630681762752913528e+03
9.882462049652849601e+03,1.630718797265776175e+03
9.882462067668540840e+03,1.630755829851119415e+03
9.882462085684230260e+03,1.630792860501299856e+03
9.882462103699921499e+03,1.630829889223630062e+03
9.882462121715612739e+03,1.630866916014203980e+03
9.882462139731302159e+03,1.630903940869118969e+03
9.882462157746993398e+03,1.630940963795686230e+03
9.882462175762682818e+03,1.630977984786263050e+03
9.882462193778374058e+03,1.631015003848159722e+03
9.882462211794063478e+03,1.631052020973736489e+03
9.882462229809754717e+03,1.631089036170301370e+03
9.882462247825445957e+03,1.631126049433952176e+03
9.882462265841135377e+03,1.631163060760786038e+03
9.882462283856826616e+03,1.631200070158111430e+03
9.882462301872516036e+03,1.631237077618289959e+03
9.882462319888207276e+03,1.631274083148628051e+03
9.882462337903896696e+03,1.631311086741488225e+03
9.882462355919587935e+03,1.631348088404177361e+03
9.882462373935279174e+03,1.631385088132793044e+03
9.882462391950968595e+03,1.631422085923435361e+03
9.882462409966659834e+03,1.631459081783409147e+03
9.882462427982349254e+03,1.631496075705078511e+03
9.882462445998040494e+03,1.631533067695748286e+03
9.882462464013729914e+03,1.631570057747783494e+03
9.882462482029421153e+03,1.631607045868487603e+03
9.882462500045112392e+03,1.631644032053960927e+03
9.882462518060801813e+03,1.631681016300303327e+03
9.882462536076493052e+03,1.631717998614818043e+03
9.882462554092182472e+03,1.631754978989871915e+03
9.882462572107873712e+03,1.631791957432767049e+03
9.882462590123563132e+03,1.631828933935870509e+03
9.882462608139254371e+03,1.631865908506484175e+03
9.882462626154945610e+03,1.631902881140709042e+03
9.882462644170635031e+03,1.631939851834647015e+03
9.882462662186326270e+03,1.631976820595598383e+03
9.882462680202015690e+03,1.632013787415932711e+03
9.882462698217706929e+03,1.632050752302949604e+03
9.882462716233396350e+03,1.632087715249018629e+03
9.882462734249087589e+03,1.632124676261439390e+03
9.882462752264778828e+03,1.632161635336313793e+03
9.882462770280468249e+03,1.632198592469745108e+03
9.882462788296159488e+03,1.632235547669032258e+03
9.882462806311848908e+03,1.632272500926545945e+03
9.882462824327540147e+03,1.632309452249583501e+03
9.882462842343229568e+03,1.632346401630518358e+03
9.882462860358920807e+03,1.632383349076646255e+03
9.882462878374612046e+03,1.632420294584070916e+03
9.882462896390301466e+03,1.632457238148897204e+03
9.882462914405992706e+03,1.632494179778421085e+03
9.882462932421682126e+03,1.632531119465016218e+03
9.882462950437373365e+03,1.632568057215977433e+03
9.882462968453062786e+03,1.632604993023680663e+03
9.882462986468754025e+03,1.632641926895418919e+03
9.882463004484445264e+03,1.632678858827297518e+03
9.882463022500134684e+03,1.632715788815423139e+03
9.882463040515825924e+03,1.632752716867088111e+03
9.882463058531515344e+03,1.632789642974669505e+03
9.882463076547206583e+03,1.632826567145460103e+03
9.882463094562896003e+03,1.632863489371836749e+03
9.882463112578587243e+03,1.632900409661091771e+03
9.882463130594278482e+03,1.632937328009331168e+03
9.882463148609967902e+03,1.632974244412663211e+03
9.882463166625659142e+03,1.633011158878377273e+03
9.882463184641348562e+03,1.633048071398852926e+03
9.882463202657039801e+03,1.633084981981380224e+03
9.882463220672729221e+03,1.633121890618340558e+03
9.882463238688420461e+03,1.633158797317021254e+03
9.882463256704111700e+03,1.633195702073531265e+03
9.882463274719801120e+03,1.633232604883979093e+03
9.882463292735492359e+03,1.633269505755652290e+03
9.882463310751181780e+03,1.633306404680934065e+03
9.882463328766873019e+03,1.633343301667110154e+03
9.882463346782562439e+03,1.633380196706565130e+03
9.882463364798253679e+03,1.633417089806584045e+03
9.882463382813944918e+03,1.633453980963277218e+03
9.882463400829634338e+03,1.633490870172754512e+03
9.882463418845325577e+03,1.633527757442300526e+03
9.882463436861014998e+03,1.633564642764301425e+03
9.882463454876706237e+03,1.633601526146040669e+03
9.882463472892395657e+03,1.633638407579905106e+03
9.882463490908086897e+03,1.633675287073177742e+03
9.882463508923778136e+03,1.633712164621969578e+03
9.882463526939467556e+03,1.633749040222391841e+03
9.882463544955158795e+03,1.633785913881727538e+03
9.882463562970848216e+03,1.633822785592364653e+03
9.882463580986539455e+03,1.633859655361584373e+03
9.882463599002228875e+03,1.633896523181776047e+03
9.882463617017920114e+03,1.633933389060220406e+03
9.882463635033611354e+03,1.633970252993029590e+03
9.882463653049300774e+03,1.634007114976316643e+03
9.882463671064992013e+03,1.634043975017360935e+03
9.882463689080681434e+03,1.634080833108554316e+03
9.882463707096372673e+03,1.634117689257174561e+03
9.882463725112062093e+03,1.634154543455614657e+03
9.882463743127753332e+03,1.634191395711152154e+03
9.882463761143444572e+03,1.634228246019899643e+03
9.882463779159133992e+03,1.634265094377974037e+03
9.882463797174825231e+03,1.634301940792649248e+03
9.882463815190514651e+03,1.634338785256321671e+03
9.882463833206205891e+03,1.634375627776266356e+03
9.882463851221895311e+03,1.634412468344878562e+03
9.882463869237586550e+03,1.634449306969432200e+03
9.882463887253277790e+03,1.634486143646044184e+03
9.882463905268967210e+03,1.634522978370829605e+03
9.882463923284658449e+03,1.634559811151062149e+03
9.882463941300347869e+03,1.634596641979139349e+03
9.882463959316039109e+03,1.634633470862334434e+03
9.882463977331728529e+03,1.634670297793045165e+03
9.882463995347419768e+03,1.634707122778543635e+03
9.882464013363111007e+03,1.634743945814946528e+03
9.882464031378800428e+03,1.634780766898371212e+03
9.882464049394491667e+03,1.634817586036089551e+03
9.882464067410181087e+03,1.634854403220500899e+03
9.882464085425872327e+03,1.634891218458875983e+03
9.882464103441561747e+03,1.634928031743615065e+03
9.882464121457252986e+03,1.634964843081987738e+03
9.882464139472944225e+03,1.635001652470112276e+03
9.882464157488633646e+03,1.635038459904108322e+03
9.882464175504324885e+03,1.635075265391243420e+03
9.882464193520014305e+03,1.635112068923920333e+03
9.882464211535705545e+03,1.635148870509407288e+03
9.882464229551394965e+03,1.635185670140107959e+03
9.882464247567086204e+03,1.635222467823288298e+03
9.882464265582777443e+03,1.635259263555068628e+03
9.882464283598466864e+03,1.635296057331569500e+03
9.882464301614158103e+03,1.635332849160055730e+03
9.882464319629847523e+03,1.635369639032933947e+03
9.882464337645538762e+03,1.635406426957468057e+03
9.882464355661228183e+03,1.635443212926065371e+03
9.882464373676919422e+03,1.635479996945989797e+03
9.882464391692610661e+03,1.635516779013361884e+03
9.882464409708300082e+03,1.635553559124304684e+03
9.882464427723991321e+03,1.635590337286079830e+03
9.882464445739680741e+03,1.635627113491096907e+03
9.882464463755371980e+03,1.635663887746616865e+03
9.882464481771061401e+03,1.635700660045049972e+03
9.882464499786752640e+03,1.635737430393657633e+03
9.882464517802442060e+03,1.635774198784849204e+03
9.882464535818133299e+03,1.635810965225886093e+03
9.882464553833824539e+03,1.635847729712890896e+03
9.882464571849513959e+03,1.635884492241986891e+03
9.882464589865205198e+03,1.635921252820434574e+03
9.882464607880894619e+03,1.635958011440645350e+03
9.882464625896585858e+03,1.635994768109877896e+03
9.882464643912275278e+03,1.636031522820545661e+03
9.882464661927966517e+03,1.636068275579905958e+03
9.882464679943657757e+03,1.636105026384083658e+03
9.882464697959347177e+03,1.636141775229203404e+03
9.882464715975038416e+03,1.636178522122522509e+03
9.882464733990727836e+03,1.636215267056455559e+03
9.882464752006419076e+03,1.636252010038258959e+03
9.882464770022108496e+03,1.636288751060347977e+03
9.882464788037799735e+03,1.636325490129977652e+03
9.882464806053490975e+03,1.636362227243274674e+03
9.882464824069180395e+03,1.636398962396365505e+03
9.882464842084871634e+03,1.636435695596503137e+03
9.882464860100561054e+03,1.636472426836106933e+03
9.882464878116252294e+03,1.636509156122428749e+03
9.882464896131941714e+03,1.636545883447887491e+03
9.882464914147632953e+03,1.636582608819737061e+03
9.882464932163324193e+03,1.636619332234102785e+03
9.882464950179013613e+03,1.636656053687113399e+03
9.882464968194704852e+03,1.636692773186020986e+03
9.882464986210394272e+03,1.636729490723245590e+03
9.882465004226085512e+03,1.636766206306037475e+03
9.882465022241774932e+03,1.636802919926818731e+03
9.882465040257466171e+03,1.636839631592838259e+03
9.882465058273157410e+03,1.636876341300225477e+03
9.882465076288846831e+03,1.636913049045110029e+03
9.882465094304538070e+03,1.636949754834740361e+03
9.882465112320227490e+03,1.636986458661539245e+03
9.882465130335918730e+03,1.637023160532755810e+03
9.882465148351608150e+03,1.637059860440813054e+03
9.882465166367299389e+03,1.637096558392958968e+03
9.882465184382990628e+03,1.637133254385323426e+03
9.882465202398680049e+03,1.637169948414037208e+03
9.882465220414371288e+03,1.637206640486346487e+03
9.882465238430060708e+03,1.637243330594677673e+03
9.882465256445751947e+03,1.637280018746275346e+03
9.882465274461441368e+03,1.637316704933567053e+03
9.882465292477132607e+03,1.637353389163797146e+03
9.882465310492823846e+03,1.637390071433097091e+03
9.882465328508513267e+03,1.637426751737599716e+03
9.882465346524204506e+03,1.637463430084547554e+03
9.882465364539893926e+03,1.637500106466369971e+03
9.882465382555585165e+03,1.637536780890309728e+03
9.882465400571274586e+03,1.637573453348796647e+03
9.882465418586965825e+03,1.637610123849072124e+03
9.882465436602657064e+03,1.637646792387269443e+03
9.882465454618346484e+03,1.637683458959522113e+03
9.882465472634037724e+03,1.637720123573071533e+03
