Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013335255787055939e+04,6.227192318265952764e+00
1.013335257878931770e+04,6.230423815555159450e+00
1.013335259970807601e+04,6.233656141914436510e+00
1.013335262062683432e+04,6.236889297334203164e+00
1.013335264154559445e+04,6.240123282086246448e+00
1.013335266246435276e+04,6.243358095598595447e+00
1.013335268338311107e+04,6.246593738142877328e+00
1.013335270430186938e+04,6.249830209709574369e+00
1.013335272522062769e+04,6.253067510289167963e+00
1.013335274613938600e+04,6.256305639872139501e+00
1.013335276705814431e+04,6.259544598448874453e+00
1.013335278797690262e+04,6.262784386009918158e+00
1.013335280889566275e+04,6.266025002827507073e+00
1.013335282981442106e+04,6.269266448328517427e+00
1.013335285073317937e+04,6.272508722785186563e+00
1.013335287165193768e+04,6.275751826187930149e+00
1.013335289257069599e+04,6.278995758527198490e+00
1.013335291348945429e+04,6.282240519793472977e+00
1.013335293440821260e+04,6.285486109977139968e+00
1.013335295532697091e+04,6.288732529068679966e+00
1.013335297624573104e+04,6.291979777340936053e+00
1.013335299716448935e+04,6.295227854219572095e+00
1.013335301808324766e+04,6.298476759977398309e+00
1.013335303900200597e+04,6.301726494604832141e+00
1.013335305992076428e+04,6.304977058092259057e+00
1.013335308083952259e+04,6.308228450430161338e+00
1.013335310175828090e+04,6.311480671608924453e+00
1.013335312267703921e+04,6.314733721618997819e+00
1.013335314359579934e+04,6.317987600733767195e+00
1.013335316451455765e+04,6.321242308377713393e+00
1.013335318543331596e+04,6.324497844824255033e+00
1.013335320635207427e+04,6.327754210063744722e+00
1.013335322727083258e+04,6.331011404086569705e+00
1.013335324818959089e+04,6.334269426883178511e+00
1.013335326910834920e+04,6.337528278443956609e+00
1.013335329002710751e+04,6.340787958759321441e+00
1.013335331094586763e+04,6.344048468103203220e+00
1.013335333186462594e+04,6.347309805898963653e+00
1.013335335278338425e+04,6.350571972420500977e+00
1.013335337370214256e+04,6.353834967658167798e+00
1.013335339462090087e+04,6.357098791602381560e+00
1.013335341553965918e+04,6.360363444243529507e+00
1.013335343645841749e+04,6.363628925571995332e+00
1.013335345737717762e+04,6.366895235862220837e+00
1.013335347829593593e+04,6.370162374536513461e+00
1.013335349921469424e+04,6.373430341869251059e+00
1.013335352013345255e+04,6.376699137850849297e+00
1.013335354105221086e+04,6.379968762471599497e+00
1.013335356197096917e+04,6.383239215721950188e+00
1.013335358288972748e+04,6.386510497592192692e+00
1.013335360380848579e+04,6.389782608072774650e+00
1.013335362472724591e+04,6.393055547438615704e+00
1.013335364564600422e+04,6.396329315110907743e+00
1.013335366656476253e+04,6.399603911364601494e+00
1.013335368748352084e+04,6.402879336190018478e+00
1.013335370840227915e+04,6.406155589577512188e+00
1.013335372932103746e+04,6.409432671517437008e+00
1.013335375023979577e+04,6.412710582000146431e+00
1.013335377115855408e+04,6.415989321015961977e+00
1.013335379207731421e+04,6.419268888840473863e+00
1.013335381299607252e+04,6.422549284893658950e+00
1.013335383391483083e+04,6.425830509450980443e+00
1.013335385483358914e+04,6.429112562502758088e+00
1.013335387575234745e+04,6.432395444039380017e+00
1.013335389667110576e+04,6.435679154051133999e+00
1.013335391758986407e+04,6.438963692528374416e+00
1.013335393850862238e+04,6.442249059461391703e+00
1.013335395942738251e+04,6.445535255126317864e+00
1.013335398034614082e+04,6.448822278941981345e+00
1.013335400126489913e+04,6.452110131184386255e+00
1.013335402218365743e+04,6.455398811843855000e+00
1.013335404310241574e+04,6.458688320910741076e+00
1.013335406402117405e+04,6.461978658375302054e+00
1.013335408493993236e+04,6.465269824227860340e+00
1.013335410585869067e+04,6.468561818458737456e+00
1.013335412677745080e+04,6.471854641344608972e+00
1.013335414769620911e+04,6.475148292303089193e+00
1.013335416861496742e+04,6.478442771610789741e+00
1.013335418953372573e+04,6.481738079258000162e+00
1.013335421045248404e+04,6.485034215235042865e+00
1.013335423137124235e+04,6.488331179532142556e+00
1.013335425229000066e+04,6.491628972139622533e+00
1.013335427320876079e+04,6.494927593334669069e+00
1.013335429412751910e+04,6.498227042533874176e+00
1.013335431504627741e+04,6.501527320014296230e+00
1.013335433596503572e+04,6.504828425766225664e+00
1.013335435688379403e+04,6.508130359779983998e+00
1.013335437780255234e+04,6.511433122045796829e+00
1.013335439872131064e+04,6.514736712553922615e+00
1.013335441964006895e+04,6.518041131294682877e+00
1.013335444055882908e+04,6.521346378545743505e+00
1.013335446147758739e+04,6.524652453722579182e+00
1.013335448239634570e+04,6.527959357102822935e+00
1.013335450331510401e+04,6.531267088676700361e+00
1.013335452423386232e+04,6.534575648434534756e+00
1.013335454515262063e+04,6.537885036366486879e+00
1.013335456607137894e+04,6.541195252462910226e+00
1.013335458699013725e+04,6.544506296714000193e+00
1.013335460790889738e+04,6.547818169398028409e+00
1.013335462882765569e+04,6.551130869929256306e+00
1.013335464974641400e+04,6.554444398585923537e+00
1.013335467066517231e+04,6.557758755358223723e+00
1.013335469158393062e+04,6.561073940236384239e+00
1.013335471250268893e+04,6.564389953210693740e+00
1.013335473342144724e+04,6.567706794271378712e+00
1.013335475434020555e+04,6.571024463408632776e+00
1.013335477525896567e+04,6.574342960901272903e+00
1.013335479617772398e+04,6.577662286162439642e+00
1.013335481709648229e+04,6.580982439470886014e+00
1.013335483801524060e+04,6.584303420816773667e+00
1.013335485893399891e+04,6.587625230190393033e+00
1.013335487985275722e+04,6.590947867581936848e+00
1.013335490077151553e+04,6.594271332981568534e+00
1.013335492169027384e+04,6.597595626379576750e+00
1.013335494260903397e+04,6.600920748055289167e+00
1.013335496352779228e+04,6.604246697420633971e+00
1.013335498444655059e+04,6.607573474754970810e+00
1.013335500536530890e+04,6.610901080048460443e+00
1.013335502628406721e+04,6.614229513291296492e+00
1.013335504720282552e+04,6.617558774473675243e+00
1.013335506812158383e+04,6.620888863585820516e+00
1.013335508904034396e+04,6.624219780907570687e+00
1.013335510995910226e+04,6.627551525849832537e+00
1.013335513087786057e+04,6.630884098692411577e+00
1.013335515179661888e+04,6.634217499425502318e+00
1.013335517271537719e+04,6.637551728039266408e+00
1.013335519363413550e+04,6.640886784523866382e+00
1.013335521455289381e+04,6.644222668869527837e+00
1.013335523547165212e+04,6.647559381066380446e+00
1.013335525639041225e+04,6.650896921394870098e+00
1.013335527730917056e+04,6.654235289264720521e+00
1.013335529822792887e+04,6.657574484956312766e+00
1.013335531914668718e+04,6.660914508459776506e+00
1.013335534006544549e+04,6.664255359765243192e+00
1.013335536098420380e+04,6.667597038862969505e+00
1.013335538190296211e+04,6.670939545743022059e+00
1.013335540282172042e+04,6.674282880395595363e+00
1.013335542374048055e+04,6.677627043101643345e+00
1.013335544465923886e+04,6.680972033269775068e+00
1.013335546557799717e+04,6.684317851180881398e+00
1.013335548649675547e+04,6.687664496825060922e+00
1.013335550741551378e+04,6.691011970192506375e+00
1.013335552833427209e+04,6.694360271273349206e+00
1.013335554925303040e+04,6.697709400057719087e+00
1.013335557017178871e+04,6.701059356535746581e+00
1.013335559109054884e+04,6.704410140988961153e+00
1.013335561200930715e+04,6.707761752824788815e+00
1.013335563292806546e+04,6.711114192324664884e+00
1.013335565384682377e+04,6.714467459478718148e+00
1.013335567476558208e+04,6.717821554277079166e+00
1.013335569568434039e+04,6.721176476709878500e+00
1.013335571660309870e+04,6.724532226767182763e+00
1.013335573752185701e+04,6.727888804439184689e+00
1.013335575844061714e+04,6.731246210007894248e+00
1.013335577935937545e+04,6.734604442879620123e+00
1.013335580027813376e+04,6.737963503336306559e+00
1.013335582119689207e+04,6.741323391368084117e+00
1.013335584211565038e+04,6.744684106965082471e+00
1.013335586303440869e+04,6.748045650117369121e+00
1.013335588395316699e+04,6.751408020815073741e+00
1.013335590487192530e+04,6.754771219048262054e+00
1.013335592579068543e+04,6.758135245099582633e+00
1.013335594670944374e+04,6.761500098374097156e+00
1.013335596762820205e+04,6.764865779154390246e+00
1.013335598854696036e+04,6.768232287430527627e+00
1.013335600946571867e+04,6.771599623192608775e+00
1.013335603038447698e+04,6.774967786430731387e+00
1.013335605130323529e+04,6.778336777134928326e+00
1.013335607222199542e+04,6.781706595588361530e+00
1.013335609314075373e+04,6.785077241195068609e+00
1.013335611405951204e+04,6.788448714238114690e+00
1.013335613497827035e+04,6.791821014707532633e+00
1.013335615589702866e+04,6.795194142593421027e+00
1.013335617681578697e+04,6.798568097885782535e+00
1.013335619773454528e+04,6.801942880574779693e+00
1.013335621865330359e+04,6.805318490650414276e+00
1.013335623957206371e+04,6.808694928396389123e+00
1.013335626049082202e+04,6.812072193215561455e+00
1.013335628140958033e+04,6.815450285391506213e+00
1.013335630232833864e+04,6.818829204914353070e+00
1.013335632324709695e+04,6.822208951774073604e+00
1.013335634416585526e+04,6.825589525960765513e+00
1.013335636508461357e+04,6.828970927464462548e+00
1.013335638600337188e+04,6.832353156275167372e+00
1.013335640692213201e+04,6.835736212677157475e+00
1.013335642784089032e+04,6.839120096072140775e+00
1.013335644875964863e+04,6.842504806744235779e+00
1.013335646967840694e+04,6.845890344683507323e+00
1.013335649059716525e+04,6.849276709879990044e+00
1.013335651151592356e+04,6.852663902323686607e+00
1.013335653243468187e+04,6.856051922004631649e+00
1.013335655335344018e+04,6.859440768912858921e+00
1.013335657427220031e+04,6.862830443333125530e+00
1.013335659519095861e+04,6.866220944665988313e+00
1.013335661610971692e+04,6.869612273196173291e+00
1.013335663702847523e+04,6.873004428913681352e+00
1.013335665794723354e+04,6.876397411808548910e+00
1.013335667886599185e+04,6.879791221870743989e+00
1.013335669978475016e+04,6.883185859090270142e+00
1.013335672070350847e+04,6.886581323457130033e+00
1.013335674162226860e+04,6.889977615256719368e+00
1.013335676254102691e+04,6.893374733888348871e+00
1.013335678345978522e+04,6.896772679637287240e+00
1.013335680437854353e+04,6.900171452493568225e+00
1.013335682529730184e+04,6.903571052447194489e+00
