Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.027292596064833924e+04,3.563280842093037677e+02
1.027292604692779969e+04,3.561761412481072284e+02
1.027292613320726196e+04,3.560242077637540206e+02
1.027292621948672240e+04,3.558722837822103315e+02
1.027292630576618467e+04,3.557203693166289895e+02
1.027292639204564512e+04,3.555684643929728850e+02
1.027292647832510738e+04,3.554165690243927429e+02
1.027292656460456783e+04,3.552646832368484979e+02
1.027292665088403010e+04,3.551128070434895676e+02
1.027292673716349054e+04,3.549609404702722486e+02
1.027292682344295281e+04,3.548090835303444806e+02
1.027292690972241326e+04,3.546572362496591495e+02
1.027292699600187370e+04,3.545053986445635132e+02
1.027292708228133597e+04,3.543535707314039769e+02
1.027292716856079642e+04,3.542017525361289358e+02
1.027292725484025868e+04,3.540499440718817823e+02
1.027292734111971913e+04,3.538981453646075011e+02
1.027292742739918140e+04,3.537463564274480063e+02
1.027292751367864184e+04,3.535945772863445313e+02
1.027292759995810411e+04,3.534428079544373986e+02
1.027292768623756456e+04,3.532910484576646581e+02
1.027292777251702682e+04,3.531392988091646998e+02
1.027292785879648727e+04,3.529875590348724472e+02
1.027292794507594954e+04,3.528358291479245850e+02
1.027292803135540998e+04,3.526841091742527396e+02
1.027292811763487043e+04,3.525323991301899014e+02
1.027292820391433270e+04,3.523806990320693444e+02
1.027292829019379315e+04,3.522290089058171247e+02
1.027292837647325541e+04,3.520773287645656637e+02
1.027292846275271586e+04,3.519256586342381752e+02
1.027292854903217813e+04,3.517739985279652615e+02
1.027292863531163857e+04,3.516223484716659868e+02
1.027292872159110084e+04,3.514707084784699873e+02
1.027292880787056129e+04,3.513190785742930871e+02
1.027292889415002355e+04,3.511674587722621936e+02
1.027292898042948400e+04,3.510158490982901753e+02
1.027292906670894445e+04,3.508642495686984262e+02
1.027292915298840671e+04,3.507126601998080559e+02
1.027292923926786716e+04,3.505610810175264191e+02
1.027292932554732943e+04,3.504095120349766148e+02
1.027292941182678987e+04,3.502579532780623026e+02
1.027292949810625214e+04,3.501064047599043647e+02
1.027292958438571259e+04,3.499548665064034481e+02
1.027292967066517485e+04,3.498033385306787864e+02
1.027292975694463530e+04,3.496518208586272749e+02
1.027292984322409757e+04,3.495003135033666695e+02
1.027292992950355801e+04,3.493488164907900000e+02
1.027293001578302028e+04,3.491973298340131464e+02
1.027293010206248073e+04,3.490458535589258986e+02
1.027293018834194118e+04,3.488943876818353829e+02
1.027293027462140344e+04,3.487429322190482139e+02
1.027293036090086389e+04,3.485914871964490089e+02
1.027293044718032615e+04,3.484400526271491003e+02
1.027293053345978660e+04,3.482886285370291262e+02
1.027293061973924887e+04,3.481372149391988842e+02
1.027293070601870932e+04,3.479858118595352607e+02
1.027293079229817158e+04,3.478344193111460072e+02
1.027293087857763203e+04,3.476830373199051110e+02
1.027293096485709430e+04,3.475316658989182201e+02
1.027293105113655474e+04,3.473803050740552862e+02
1.027293113741601519e+04,3.472289548616111574e+02
1.027293122369547746e+04,3.470776152778802270e+02
1.027293130997493790e+04,3.469262863487268760e+02
1.027293139625440017e+04,3.467749680872523186e+02
1.027293148253386062e+04,3.466236605193177525e+02
1.027293156881332288e+04,3.464723636580226866e+02
1.027293165509278333e+04,3.463210775292238850e+02
1.027293174137224560e+04,3.461698021460196060e+02
1.027293182765170604e+04,3.460185375342632028e+02
1.027293191393116831e+04,3.458672837070500350e+02
1.027293200021062876e+04,3.457160406902304430e+02
1.027293208649008920e+04,3.455648085000863716e+02
1.027293217276955147e+04,3.454135871528993107e+02
1.027293225904901192e+04,3.452623766745139733e+02
1.027293234532847418e+04,3.451111770780211145e+02
1.027293243160793463e+04,3.449599883892612979e+02
1.027293251788739690e+04,3.448088106213237438e+02
1.027293260416685735e+04,3.446576438000454914e+02
1.027293269044631961e+04,3.445064879385137147e+02
1.027293277672578006e+04,3.443553430625617011e+02
1.027293286300524233e+04,3.442042091852748058e+02
1.027293294928470277e+04,3.440530863324824509e+02
1.027293303556416504e+04,3.439019745172677744e+02
1.027293312184362549e+04,3.437508737654567881e+02
1.027293320812308593e+04,3.435997840933160887e+02
1.027293329440254820e+04,3.434487055171118755e+02
1.027293338068200865e+04,3.432976380626643049e+02
1.027293346696147091e+04,3.431465817430520246e+02
1.027293355324093136e+04,3.429955365840911554e+02
1.027293363952039363e+04,3.428445025988581847e+02
1.027293372579985407e+04,3.426934798131656521e+02
1.027293381207931634e+04,3.425424682400883398e+02
1.027293389835877679e+04,3.423914679054348653e+02
1.027293398463823905e+04,3.422404788222780780e+02
1.027293407091769950e+04,3.420895010164224459e+02
1.027293415719715995e+04,3.419385345041216056e+02
1.027293424347662221e+04,3.417875793016286821e+02
1.027293432975608266e+04,3.416366354347422316e+02
1.027293441603554493e+04,3.414857029165303857e+02
1.027293450231500537e+04,3.413347817727882330e+02
1.027293458859446764e+04,3.411838720165818017e+02
1.027293467487392809e+04,3.410329736737020312e+02
1.027293476115339035e+04,3.408820867572130737e+02
1.027293484743285080e+04,3.407312112929020032e+02
1.027293493371231307e+04,3.405803472938308687e+02
1.027293501999177352e+04,3.404294947857831062e+02
