Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.027127336805546656e+04,1.410206510976105108e+02
1.027127353332662278e+04,1.410417795335460767e+02
1.027127369859778082e+04,1.410629049153365600e+02
1.027127386386893704e+04,1.410840272411279557e+02
1.027127402914009326e+04,1.411051465097640403e+02
1.027127419441124948e+04,1.411262627198562427e+02
1.027127435968240752e+04,1.411473758702485100e+02
1.027127452495356374e+04,1.411684859590879171e+02
1.027127469022471996e+04,1.411895929852189795e+02
1.027127485549587800e+04,1.412106969474860705e+02
1.027127502076703422e+04,1.412317978440370894e+02
1.027127518603819044e+04,1.412528956737170063e+02
1.027127535130934666e+04,1.412739904351385860e+02
1.027127551658050470e+04,1.412950821271470829e+02
1.027127568185166092e+04,1.413161707478913911e+02
1.027127584712281714e+04,1.413372562962170491e+02
1.027127601239397518e+04,1.413583387709698229e+02
1.027127617766513140e+04,1.413794181702994592e+02
1.027127634293628762e+04,1.414004944930520082e+02
1.027127650820744384e+04,1.414215677378417695e+02
1.027127667347860188e+04,1.414426379035150489e+02
1.027127683874975810e+04,1.414637049882226734e+02
1.027127700402091432e+04,1.414847689908114319e+02
1.027127716929207236e+04,1.415058299101282557e+02
1.027127733456322858e+04,1.415268877443246822e+02
1.027127749983438480e+04,1.415479424922479836e+02
1.027127766510554284e+04,1.415689941527456028e+02
1.027127783037669906e+04,1.415900427239699866e+02
1.027127799564785528e+04,1.416110882047688904e+02
1.027127816091901150e+04,1.416321305937586033e+02
1.027127832619016954e+04,1.416531698897871365e+02
1.027127849146132576e+04,1.416742060910080170e+02
1.027127865673248198e+04,1.416952391962697959e+02
1.027127882200364002e+04,1.417162692044209678e+02
1.027127898727479624e+04,1.417372961136158267e+02
1.027127915254595246e+04,1.417583199227034925e+02
1.027127931781710868e+04,1.417793406303015331e+02
1.027127948308826672e+04,1.418003582352592673e+02
1.027127964835942294e+04,1.418213727357320408e+02
1.027127981363057916e+04,1.418423841305695987e+02
1.027127997890173719e+04,1.418633924186216291e+02
1.027128014417289342e+04,1.418843975980443872e+02
1.027128030944404964e+04,1.419053996676881297e+02
1.027128047471520586e+04,1.419263986261718458e+02
1.027128063998636389e+04,1.419473944723459908e+02
1.027128080525752011e+04,1.419683872043679855e+02
1.027128097052867633e+04,1.419893768210886549e+02
1.027128113579983437e+04,1.420103633213588807e+02
1.027128130107099059e+04,1.420313467033368795e+02
1.027128146634214681e+04,1.420523269658739594e+02
1.027128163161330303e+04,1.420733041075907579e+02
1.027128179688446107e+04,1.420942781273387823e+02
1.027128196215561729e+04,1.421152490232774142e+02
1.027128212742677351e+04,1.421362167942586154e+02
1.027128229269793155e+04,1.421571814391345185e+02
1.027128245796908777e+04,1.421781429560652725e+02
1.027128262324024399e+04,1.421991013439033793e+02
1.027128278851140021e+04,1.422200566012709260e+02
1.027128295378255825e+04,1.422410087270205565e+02
1.027128311905371447e+04,1.422619577193135569e+02
1.027128328432487069e+04,1.422829035770031965e+02
1.027128344959602873e+04,1.423038462989427728e+02
1.027128361486718495e+04,1.423247858832942541e+02
1.027128378013834117e+04,1.423457223289115063e+02
1.027128394540949739e+04,1.423666556344178389e+02
1.027128411068065543e+04,1.423875857986673168e+02
1.027128427595181165e+04,1.424085128198231303e+02
1.027128444122296787e+04,1.424294366967396570e+02
1.027128460649412591e+04,1.424503574282713885e+02
1.027128477176528213e+04,1.424712750125823106e+02
1.027128493703643835e+04,1.424921894485273981e+02
1.027128510230759457e+04,1.425131007347314949e+02
1.027128526757875261e+04,1.425340088700499166e+02
1.027128543284990883e+04,1.425549138526475872e+02
1.027128559812106505e+04,1.425758156813802202e+02
1.027128576339222309e+04,1.425967143551035576e+02
1.027128592866337931e+04,1.426176098719834613e+02
1.027128609393453553e+04,1.426385022308760711e+02
1.027128625920569357e+04,1.426593914306376689e+02
1.027128642447684979e+04,1.426802774694350262e+02
1.027128658974800601e+04,1.427011603461247375e+02
1.027128675501916223e+04,1.427220400593338070e+02
1.027128692029032027e+04,1.427429166079191702e+02
1.027128708556147649e+04,1.427637899900486786e+02
1.027128725083263271e+04,1.427846602045796658e+02
1.027128741610379075e+04,1.428055272503696642e+02
