Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.880038437500130385e+03,4.639786348635939817e+02
9.880038456059855889e+03,4.639455655455039960e+02
9.880038474619583212e+03,4.639124960208424113e+02
9.880038493179308716e+03,4.638794262962880453e+02
9.880038511739036039e+03,4.638463563655560051e+02
9.880038530298761543e+03,4.638132862353256201e+02
9.880038548858488866e+03,4.637802158993115427e+02
9.880038567418214370e+03,4.637471453641931021e+02
9.880038585977941693e+03,4.637140746236843256e+02
9.880038604537667197e+03,4.636810036844656224e+02
9.880038623097394520e+03,4.636479325402511904e+02
9.880038641657120024e+03,4.636148611977204155e+02
9.880038660216847347e+03,4.635817896505878366e+02
9.880038678776572851e+03,4.635487179055327260e+02
9.880038697336298355e+03,4.635156459595112324e+02
9.880038715896025678e+03,4.634825738094789926e+02
9.880038734455751182e+03,4.634495014621155065e+02
9.880038753015478505e+03,4.634164289111353128e+02
9.880038771575204009e+03,4.633833561632179112e+02
9.880038790134931332e+03,4.633502832120778407e+02
9.880038808694656836e+03,4.633172100643946010e+02
9.880038827254384159e+03,4.632841367138826172e+02
9.880038845814109663e+03,4.632510631672217301e+02
9.880038864373836986e+03,4.632179894181260238e+02
9.880038882933562491e+03,4.631849154732756233e+02
9.880038901493289814e+03,4.631518413263843854e+02
9.880038920053015318e+03,4.631187669841320371e+02
9.880038938612740822e+03,4.630856924434748976e+02
9.880038957172468145e+03,4.630526177013678648e+02
9.880038975732193649e+03,4.630195427644914616e+02
9.880038994291920972e+03,4.629864676265591470e+02
9.880039012851646476e+03,4.629533922942512731e+02
9.880039031411373799e+03,4.629203167612815832e+02
9.880039049971099303e+03,4.628872410343307706e+02
9.880039068530826626e+03,4.628541651071122374e+02
9.880039087090552130e+03,4.628210889863063926e+02
9.880039105650279453e+03,4.627880126656269795e+02
9.880039124210004957e+03,4.627549361517543502e+02
9.880039142769732280e+03,4.627218594384023049e+02
9.880039161329457784e+03,4.626887825322510253e+02
9.880039179889183288e+03,4.626557054302560914e+02
9.880039198448910611e+03,4.626226281293727425e+02
9.880039217008636115e+03,4.625895506362817287e+02
9.880039235568363438e+03,4.625564729446961110e+02
9.880039254128088942e+03,4.625233950612965828e+02
9.880039272687816265e+03,4.624903169797970008e+02
9.880039291247541769e+03,4.624572387068778312e+02
9.880039309807269092e+03,4.624241602362523622e+02
9.880039328366994596e+03,4.623910815746015714e+02
9.880039346926721919e+03,4.623580027156382926e+02
9.880039365486447423e+03,4.623249236660437873e+02
9.880039384046174746e+03,4.622918444195312873e+02
9.880039402605900250e+03,4.622587649827817700e+02
9.880039421165625754e+03,4.622256853527499629e+02
9.880039439725353077e+03,4.621926055263911621e+02
9.880039458285078581e+03,4.621595255103866862e+02
9.880039476844805904e+03,4.621264452984491982e+02
9.880039495404531408e+03,4.620933648972599030e+02
9.880039513964258731e+03,4.620602843005317482e+02
9.880039532523984235e+03,4.620272035149462795e+02
9.880039551083711558e+03,4.619941225342159328e+02
9.880039569643437062e+03,4.619610413650222540e+02
9.880039588203164385e+03,4.619279600010777926e+02
9.880039606762889889e+03,4.618948784490643789e+02
9.880039625322617212e+03,4.618617967026944484e+02
9.880039643882342716e+03,4.618287147686495473e+02
