Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.903683680555783212e+03,1.976923990178764541e+02
9.903683703452748887e+03,1.977086320484494024e+02
9.903683726349714561e+03,1.977248653965999949e+02
9.903683749246680236e+03,1.977410990622709051e+02
9.903683772143645911e+03,1.977573330454047777e+02
9.903683795040611585e+03,1.977735673459444854e+02
9.903683817937577260e+03,1.977898019638325025e+02
9.903683840834542934e+03,1.978060368990117013e+02
9.903683863731508609e+03,1.978222721514247837e+02
9.903683886628474283e+03,1.978385077210144516e+02
9.903683909525439958e+03,1.978547436077233783e+02
9.903683932422405633e+03,1.978709798114942942e+02
9.903683955319371307e+03,1.978872163322699009e+02
9.903683978216336982e+03,1.979034531699928152e+02
9.903684001113302656e+03,1.979196903246058525e+02
9.903684024010268331e+03,1.979359277960516863e+02
9.903684046907234006e+03,1.979521655842730183e+02
9.903684069804199680e+03,1.979684036892125221e+02
9.903684092701163536e+03,1.979846421095228379e+02
9.903684115598129210e+03,1.980008808477268474e+02
9.903684138495094885e+03,1.980171199024770203e+02
9.903684161392060560e+03,1.980333592737161439e+02
9.903684184289026234e+03,1.980495989613869767e+02
9.903684207185991909e+03,1.980658389654321070e+02
9.903684230082957583e+03,1.980820792857942934e+02
9.903684252979923258e+03,1.980983199224162661e+02
9.903684275876888933e+03,1.981145608752406133e+02
9.903684298773854607e+03,1.981308021442100369e+02
9.903684321670820282e+03,1.981470437292672955e+02
9.903684344567785956e+03,1.981632856303549488e+02
9.903684367464751631e+03,1.981795278474158124e+02
9.903684390361717305e+03,1.981957703803925597e+02
9.903684413258682980e+03,1.982120132292277788e+02
9.903684436155648655e+03,1.982282563938641715e+02
9.903684459052614329e+03,1.982444998742444682e+02
9.903684481949580004e+03,1.982607436703113422e+02
9.903684504846545678e+03,1.982769877820074100e+02
9.903684527743511353e+03,1.982932322092754589e+02
9.903684550640477028e+03,1.983094769520580485e+02
9.903684573537442702e+03,1.983257220102978806e+02
9.903684596434408377e+03,1.983419673839376856e+02
9.903684619331374051e+03,1.983582130729200514e+02
9.903684642228339726e+03,1.983744590771877085e+02
9.903684665125305401e+03,1.983907053966833587e+02
9.903684688022271075e+03,1.984069520313495616e+02
9.903684710919236750e+03,1.984231989811290475e+02
9.903684733816202424e+03,1.984394462459645183e+02
9.903684756713168099e+03,1.984556938257985621e+02
9.903684779610133774e+03,1.984719417205738523e+02
9.903684802507099448e+03,1.984881899302331476e+02
9.903684825404065123e+03,1.985044384547190077e+02
9.903684848301030797e+03,1.985206872939741061e+02
9.903684871197996472e+03,1.985369364479410876e+02
9.903684894094960327e+03,1.985531859152718255e+02
9.903684916991926002e+03,1.985694356984906221e+02
9.903684939888891677e+03,1.985856857962493223e+02
9.903684962785857351e+03,1.986019362084904571e+02
9.903684985682823026e+03,1.986181869351568707e+02
9.903685008579788700e+03,1.986344379761912080e+02
9.903685031476754375e+03,1.986506893315359719e+02
9.903685054373720050e+03,1.986669410011338925e+02
9.903685077270685724e+03,1.986831929849276150e+02
9.903685100167651399e+03,1.986994452828597844e+02
9.903685123064617073e+03,1.987156978948730170e+02
9.903685145961582748e+03,1.987319508209101002e+02
9.903685168858548423e+03,1.987482040609134799e+02
9.903685191755514097e+03,1.987644576148259148e+02
9.903685214652479772e+03,1.987807114825899646e+02
9.903685237549445446e+03,1.987969656641483880e+02
9.903685260446411121e+03,1.988132201594436879e+02
9.903685283343376796e+03,1.988294749684187082e+02
9.903685306240342470e+03,1.988457300910158665e+02
9.903685329137308145e+03,1.988619855271779215e+02
9.903685352034273819e+03,1.988782412768474330e+02
9.903685374931239494e+03,1.988944973399671312e+02
9.903685397828205168e+03,1.989107537164795758e+02
9.903685420725170843e+03,1.989270104063274971e+02
9.903685443622136518e+03,1.989432674094533695e+02
9.903685466519102192e+03,1.989595247257999233e+02
9.903685489416067867e+03,1.989757823553097751e+02
9.903685512313033541e+03,1.989920402979255414e+02
9.903685535209999216e+03,1.990082985535898388e+02
9.903685558106964891e+03,1.990245571222454259e+02
9.903685581003930565e+03,1.990408160038347205e+02
9.903685603900896240e+03,1.990570751983004527e+02
9.903685626797861914e+03,1.990733347055852107e+02
9.903685649694827589e+03,1.990895945256316963e+02
9.903685672591793264e+03,1.991058546583823841e+02
9.903685695488757119e+03,1.991221151024882943e+02
9.903685718385722794e+03,1.991383758604754632e+02
9.903685741282688468e+03,1.991546369309947409e+02
9.903685764179654143e+03,1.991708983139887721e+02
9.903685787076619818e+03,1.991871600094002588e+02
9.903685809973585492e+03,1.992034220171717038e+02
