Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.065014266203716397e+04,1.688018199288171672e+03
1.065014268332748725e+04,1.688037283549472249e+03
1.065014270461781052e+04,1.688056363936822891e+03
1.065014272590813380e+04,1.688075440450104452e+03
1.065014274719845707e+04,1.688094513089197335e+03
1.065014276848878217e+04,1.688113581855611528e+03
1.065014278977910544e+04,1.688132646745969623e+03
1.065014281106942872e+04,1.688151707761782063e+03
1.065014283235975199e+04,1.688170764902928795e+03
1.065014285365007527e+04,1.688189818169291812e+03
1.065014287494039854e+04,1.688208867560752196e+03
1.065014289623072182e+04,1.688227913077189442e+03
1.065014291752104509e+04,1.688246954718486222e+03
1.065014293881136837e+04,1.688265992484522485e+03
1.065014296010169346e+04,1.688285026376805490e+03
1.065014298139201674e+04,1.688304056391964423e+03
1.065014300268234001e+04,1.688323082531506316e+03
1.065014302397266329e+04,1.688342104795312025e+03
1.065014304526298656e+04,1.688361123183263999e+03
1.065014306655330984e+04,1.688380137695241729e+03
1.065014308784363311e+04,1.688399148331127662e+03
1.065014310913395639e+04,1.688418155090802657e+03
1.065014313042427966e+04,1.688437157974148022e+03
1.065014315171460476e+04,1.688456156982667835e+03
1.065014317300492803e+04,1.688475152112997648e+03
1.065014319429525131e+04,1.688494143366640856e+03
1.065014321558557458e+04,1.688513130743480133e+03
1.065014323687589786e+04,1.688532114243397018e+03
1.065014325816622113e+04,1.688551093866272140e+03
1.065014327945654441e+04,1.688570069611987492e+03
1.065014330074686768e+04,1.688589041480423930e+03
1.065014332203719096e+04,1.688608009471463674e+03
1.065014334332751605e+04,1.688626973586607619e+03
1.065014336461783932e+04,1.688645933822497682e+03
1.065014338590816260e+04,1.688664890180635894e+03
1.065014340719848587e+04,1.688683842660902883e+03
1.065014342848880915e+04,1.688702791263180643e+03
1.065014344977913242e+04,1.688721735987351622e+03
1.065014347106945570e+04,1.688740676833297130e+03
1.065014349235977897e+04,1.688759613800898478e+03
1.065014351365010225e+04,1.688778546890037660e+03
