Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.917309675925876945e+03,7.261496474674498813e+01
9.917309697571559809e+03,7.261557292084064841e+01
9.917309719217242673e+03,7.261618109308241742e+01
9.917309740862925537e+03,7.261678926347026675e+01
9.917309762508608401e+03,7.261739743200411112e+01
9.917309784154293084e+03,7.261800559873496752e+01
9.917309805799975948e+03,7.261861376356056041e+01
9.917309827445658811e+03,7.261922192653193520e+01
9.917309849091341675e+03,7.261983008764897818e+01
9.917309870737024539e+03,7.262043824691164673e+01
9.917309892382707403e+03,7.262104640431986979e+01
9.917309914028390267e+03,7.262165455987357632e+01
9.917309935674073131e+03,7.262226271357265261e+01
9.917309957319757814e+03,7.262287086546818671e+01
9.917309978965440678e+03,7.262347901545784623e+01
9.917310000611123542e+03,7.262408716359270500e+01
9.917310022256806405e+03,7.262469530987264932e+01
9.917310043902489269e+03,7.262530345429763656e+01
9.917310065548172133e+03,7.262591159686755304e+01
9.917310087193854997e+03,7.262651973758239876e+01
9.917310108839537861e+03,7.262712787644203161e+01
9.917310130485222544e+03,7.262773601349751118e+01
9.917310152130905408e+03,7.262834414864653354e+01
9.917310173776588272e+03,7.262895228194014408e+01
9.917310195422271136e+03,7.262956041337828594e+01
9.917310217067954000e+03,7.263016854296083125e+01
9.917310238713636863e+03,7.263077667068777998e+01
9.917310260359319727e+03,7.263138479655903268e+01
9.917310282005002591e+03,7.263199292057448986e+01
9.917310303650687274e+03,7.263260104278518270e+01
9.917310325296370138e+03,7.263320916308886410e+01
9.917310346942053002e+03,7.263381728153650840e+01
9.917310368587735866e+03,7.263442539812810139e+01
9.917310390233418730e+03,7.263503351286355780e+01
9.917310411879101594e+03,7.263564162574279237e+01
9.917310433524784457e+03,7.263624973676570562e+01
9.917310455170467321e+03,7.263685784593226913e+01
9.917310476816152004e+03,7.263746595329348565e+01
9.917310498461834868e+03,7.263807405874707968e+01
9.917310520107517732e+03,7.263868216234408237e+01
9.917310541753200596e+03,7.263929026408443690e+01
9.917310563398883460e+03,7.263989836396804378e+01
9.917310585044566324e+03,7.264050646199481776e+01
9.917310606690249188e+03,7.264111455816473040e+01
9.917310628335932051e+03,7.264172265247766802e+01
9.917310649981616734e+03,7.264233074498469023e+01
9.917310671627299598e+03,7.264293883558349307e+01
9.917310693272982462e+03,7.264354692432512195e+01
9.917310714918665326e+03,7.264415501120949159e+01
9.917310736564348190e+03,7.264476309623653094e+01
9.917310758210031054e+03,7.264537117940616895e+01
9.917310779855713918e+03,7.264597926071833456e+01
9.917310801501396782e+03,7.264658734017294250e+01
9.917310823147079645e+03,7.264719541776993594e+01
9.917310844792764328e+03,7.264780349356033184e+01
9.917310866438447192e+03,7.264841156744185469e+01
9.917310888084130056e+03,7.264901963946553565e+01
9.917310909729812920e+03,7.264962770963131788e+01
9.917310931375495784e+03,7.265023577793905929e+01
9.917310953021178648e+03,7.265084384438877407e+01
9.917310974666861512e+03,7.265145190898034855e+01
9.917310996312544376e+03,7.265205997171371166e+01
9.917311017958229058e+03,7.265266803263986617e+01
9.917311039603911922e+03,7.265327609165657918e+01
9.917311061249594786e+03,7.265388414881486767e+01
9.917311082895277650e+03,7.265449220411461795e+01
