Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.908226643518544734e+03,2.966687709233992276e+00
9.908226666740774817e+03,2.966366981626386679e+00
9.908226689963004901e+03,2.966046270984074251e+00
9.908226713185233166e+03,2.965725577332261942e+00
9.908226736407463250e+03,2.965404900620786321e+00
9.908226759629693333e+03,2.965084240874861887e+00
9.908226782851923417e+03,2.964763598094559249e+00
9.908226806074151682e+03,2.964442972305070256e+00
9.908226829296381766e+03,2.964122363456261677e+00
9.908226852518611850e+03,2.963801771573309818e+00
9.908226875740841933e+03,2.963481196656301275e+00
9.908226898963070198e+03,2.963160638730434560e+00
9.908226922185300282e+03,2.962840097745561785e+00
9.908226945407530366e+03,2.962519573726874356e+00
9.908226968629760449e+03,2.962199066674450876e+00
9.908226991851988714e+03,2.961878576613482750e+00
9.908227015074218798e+03,2.961558103493837191e+00
9.908227038296448882e+03,2.961237647340706047e+00
9.908227061518678966e+03,2.960917208154167479e+00
9.908227084740907230e+03,2.960596785959389354e+00
9.908227107963137314e+03,2.960276380706262866e+00
9.908227131185367398e+03,2.959955992419963877e+00
9.908227154407597482e+03,2.959635621100586533e+00
9.908227177629825746e+03,2.959315266773282271e+00
9.908227200852055830e+03,2.958994929387966710e+00
9.908227224074285914e+03,2.958674608969806830e+00
9.908227247296515998e+03,2.958354305518866134e+00
9.908227270518744263e+03,2.958034019060335584e+00
9.908227293740974346e+03,2.957713749544114368e+00
9.908227316963204430e+03,2.957393496995362359e+00
9.908227340185434514e+03,2.957073261414165710e+00
9.908227363407662779e+03,2.956753042825684741e+00
9.908227386629892862e+03,2.956432841179834181e+00
9.908227409852122946e+03,2.956112656501789449e+00
9.908227433074353030e+03,2.955792488791620709e+00
9.908227456296581295e+03,2.955472338074481176e+00
9.908227479518811379e+03,2.955152204300300234e+00
9.908227502741041462e+03,2.954832087494238646e+00
9.908227525963271546e+03,2.954511987656374128e+00
9.908227549185499811e+03,2.954191904811867442e+00
9.908227572407729895e+03,2.953871838910640424e+00
9.908227595629959978e+03,2.953551789977853392e+00
9.908227618852190062e+03,2.953231758013592945e+00
9.908227642074418327e+03,2.952911743042994974e+00
9.908227665296648411e+03,2.952591745016005742e+00
9.908227688518878495e+03,2.952271763957785122e+00
