Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
9.913946643518749624e+03,1.120930028842739148e+03
9.913946661622412648e+03,1.120965931351964173e+03
9.913946679726073853e+03,1.121001834337598666e+03
9.913946697829736877e+03,1.121037737806679161e+03
9.913946715933398082e+03,1.121073641751811692e+03
9.913946734037061105e+03,1.121109546180032567e+03
9.913946752140722310e+03,1.121145451083948274e+03
9.913946770244385334e+03,1.121181356470595347e+03
9.913946788348046539e+03,1.121217262332580049e+03
9.913946806451709563e+03,1.121253168676938685e+03
9.913946824555372586e+03,1.121289075499884802e+03
9.913946842659033791e+03,1.121324982797632401e+03
9.913946860762696815e+03,1.121360890577218015e+03
9.913946878866358020e+03,1.121396798831247679e+03
9.913946896970021044e+03,1.121432707566758381e+03
9.913946915073682248e+03,1.121468616776355475e+03
9.913946933177345272e+03,1.121504526467076175e+03
9.913946951281006477e+03,1.121540436631525381e+03
9.913946969384669501e+03,1.121576347276741444e+03
9.913946987488332525e+03,1.121612258398937001e+03
9.913947005591993729e+03,1.121648169994325372e+03
9.913947023695656753e+03,1.121684082069943770e+03
9.913947041799317958e+03,1.121719994618397777e+03
9.913947059902980982e+03,1.121755907646724381e+03
9.913947078006642187e+03,1.121791821147528935e+03
9.913947096110305210e+03,1.121827735127849110e+03
9.913947114213966415e+03,1.121863649580289120e+03
9.913947132317629439e+03,1.121899564511887775e+03
9.913947150421292463e+03,1.121935479918857254e+03
9.913947168524953668e+03,1.121971395797410651e+03
9.913947186628616691e+03,1.122007312154586316e+03
9.913947204732277896e+03,1.122043228982987785e+03
9.913947222835940920e+03,1.122079146289654091e+03
9.913947240939602125e+03,1.122115064067188996e+03
9.913947259043265149e+03,1.122150982322631080e+03
9.913947277146926353e+03,1.122186901048584105e+03
9.913947295250589377e+03,1.122222820252086649e+03
9.913947313354252401e+03,1.122258739929351805e+03
9.913947331457913606e+03,1.122294660076591299e+03
9.913947349561576630e+03,1.122330580700844166e+03
9.913947367665237834e+03,1.122366501794713940e+03
9.913947385768900858e+03,1.122402423365239656e+03
9.913947403872562063e+03,1.122438345405024620e+03
9.913947421976225087e+03,1.122474267921107867e+03
9.913947440079888111e+03,1.122510190909701578e+03
9.913947458183549315e+03,1.122546114367017935e+03
9.913947476287212339e+03,1.122582038300096428e+03
9.913947494390873544e+03,1.122617962701539682e+03
9.913947512494536568e+03,1.122653887578387184e+03
9.913947530598197773e+03,1.122689812923242016e+03
