Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.880038437500130385e+03,5.523773761824869553e+02
9.880038456059855889e+03,5.523828063699608037e+02
9.880038474619583212e+03,5.523882359442727648e+02
9.880038493179308716e+03,5.523936649043462239e+02
9.880038511739036039e+03,5.523990932512326708e+02
9.880038530298761543e+03,5.524045209838554911e+02
9.880038548858488866e+03,5.524099481032658332e+02
9.880038567418214370e+03,5.524153746083875376e+02
9.880038585977941693e+03,5.524208005002716391e+02
9.880038604537667197e+03,5.524262257778418643e+02
9.880038623097394520e+03,5.524316504421492482e+02
9.880038641657120024e+03,5.524370744921178584e+02
9.880038660216847347e+03,5.524424979287982751e+02
9.880038678776572851e+03,5.524479207511149070e+02
9.880038697336298355e+03,5.524533429595866210e+02
9.880038715896025678e+03,5.524587645547322836e+02
9.880038734455751182e+03,5.524641855354766449e+02
9.880038753015478505e+03,5.524696059028696027e+02
9.880038771575204009e+03,5.524750256558361343e+02
9.880038790134931332e+03,5.524804447954261377e+02
9.880038808694656836e+03,5.524858633205648175e+02
9.880038827254384159e+03,5.524912812323015032e+02
9.880038845814109663e+03,5.524966985295619679e+02
9.880038864373836986e+03,5.525021152133952000e+02
9.880038882933562491e+03,5.525075312827270864e+02
9.880038901493289814e+03,5.525129467386066153e+02
9.880038920053015318e+03,5.525183615799597874e+02
9.880038938612740822e+03,5.525237758073049008e+02
9.880038957172468145e+03,5.525291894211597992e+02
9.880038975732193649e+03,5.525346024204505966e+02
9.880038994291920972e+03,5.525400148062261678e+02
9.880039012851646476e+03,5.525454265774130818e+02
9.880039031411373799e+03,5.525508377350591900e+02
9.880039049971099303e+03,5.525562482780914024e+02
9.880039068530826626e+03,5.525616582075579117e+02
9.880039087090552130e+03,5.525670675223856279e+02
9.880039105650279453e+03,5.525724762236222887e+02
9.880039124210004957e+03,5.525778843101952589e+02
9.880039142769732280e+03,5.525832917831519353e+02
9.880039161329457784e+03,5.525886986414199100e+02
9.880039179889183288e+03,5.525941048855166855e+02
9.880039198448910611e+03,5.525995105159593095e+02
9.880039217008636115e+03,5.526049155316759425e+02
9.880039235568363438e+03,5.526103199337132992e+02
9.880039254128088942e+03,5.526157237209995401e+02
9.880039272687816265e+03,5.526211268945814936e+02
9.880039291247541769e+03,5.526265294533874339e+02
9.880039309807269092e+03,5.526319313984637347e+02
9.880039328366994596e+03,5.526373327287391248e+02
9.880039346926721919e+03,5.526427334452598643e+02
9.880039365486447423e+03,5.526481335469546821e+02
9.880039384046174746e+03,5.526535330348696107e+02
9.880039402605900250e+03,5.526589319079338338e+02
9.880039421165625754e+03,5.526643301666637171e+02
9.880039439725353077e+03,5.526697278115760810e+02
9.880039458285078581e+03,5.526751248416004501e+02
9.880039476844805904e+03,5.526805212577819475e+02
9.880039495404531408e+03,5.526859170590503254e+02
9.880039513964258731e+03,5.526913122464508206e+02
9.880039532523984235e+03,5.526967068189134125e+02
9.880039551083711558e+03,5.527021007774828831e+02
9.880039569643437062e+03,5.527074941210894394e+02
9.880039588203164385e+03,5.527128868507779771e+02
9.880039606762889889e+03,5.527182789654787030e+02
9.880039625322617212e+03,5.527236704662359443e+02
9.880039643882342716e+03,5.527290613519807039e+02
9.880039662442068220e+03,5.527344516232287788e+02
9.880039681001795543e+03,5.527398412804958525e+02
9.880039699561521047e+03,5.527452303227130415e+02
9.880039718121248370e+03,5.527506187509239908e+02
9.880039736680973874e+03,5.527560065640601579e+02
9.880039755240701197e+03,5.527613937631651879e+02
9.880039773800426701e+03,5.527667803471705383e+02
9.880039792360154024e+03,5.527721663171195132e+02
9.880039810919879528e+03,5.527775516719440247e+02
9.880039829479606851e+03,5.527829364126871496e+02
9.880039848039332355e+03,5.527883205382808001e+02
9.880039866599059678e+03,5.527937040497680528e+02
9.880039885158785182e+03,5.527990869460809336e+02
9.880039903718510686e+03,5.528044692277348986e+02
9.880039922278238009e+03,5.528098508952447219e+02
9.880039940837963513e+03,5.528152319475429977e+02
9.880039959397690836e+03,5.528206123856721206e+02
9.880039977957416340e+03,5.528259922085649123e+02
9.880039996517143663e+03,5.528313714172634263e+02
9.880040015076869167e+03,5.528367500107009391e+02
9.880040033636596490e+03,5.528421279899189358e+02
9.880040052196321994e+03,5.528475053538510338e+02
9.880040070756049317e+03,5.528528821035388319e+02
9.880040089315774821e+03,5.528582582379157202e+02
9.880040107875502144e+03,5.528636337580232976e+02
9.880040126435227648e+03,5.528690086627951814e+02
9.880040144994953152e+03,5.528743829527459184e+02
9.880040163554680475e+03,5.528797566283897140e+02
9.880040182114405980e+03,5.528851296886606406e+02
9.880040200674133303e+03,5.528905021345996147e+02
9.880040219233858807e+03,5.528958739651409360e+02
9.880040237793586130e+03,5.529012451813251801e+02
9.880040256353311634e+03,5.529066157820871013e+02
9.880040274913038957e+03,5.529119857684668204e+02
9.880040293472764461e+03,5.529173551393994330e+02
9.880040312032491784e+03,5.529227238959250599e+02
9.880040330592217288e+03,5.529280920369785690e+02
9.880040349151944611e+03,5.529334595636000813e+02
9.880040367711670115e+03,5.529388264747248058e+02
9.880040386271395619e+03,5.529441927708664934e+02
9.880040404831122942e+03,5.529495584525386676e+02
9.880040423390848446e+03,5.529549235186767646e+02
9.880040441950575769e+03,5.529602879703203371e+02
9.880040460510301273e+03,5.529656518064052761e+02
9.880040479070028596e+03,5.529710150279705658e+02
9.880040497629754100e+03,5.529763776339525521e+02
9.880040516189481423e+03,5.529817396253898778e+02
9.880040534749206927e+03,5.529871010012190027e+02
9.880040553308934250e+03,5.529924617624786833e+02
9.880040571868659754e+03,5.529978219081053794e+02
9.880040590428387077e+03,5.530031814391376201e+02
9.880040608988112581e+03,5.530085403545120926e+02
9.880040627547838085e+03,5.530138986547419790e+02
9.880040646107565408e+03,5.530192563403397799e+02
9.880040664667290912e+03,5.530246134102429778e+02
9.880040683227018235e+03,5.530299698654891927e+02
9.880040701786743739e+03,5.530353257050159073e+02
9.880040720346471062e+03,5.530406809298606277e+02
9.880040738906196566e+03,5.530460355389612914e+02
9.880040757465923889e+03,5.530513895333550636e+02
9.880040776025649393e+03,5.530567429119799954e+02
9.880040794585376716e+03,5.530620956758731381e+02
9.880040813145102220e+03,5.530674478239726568e+02
9.880040831704829543e+03,5.530727993573154890e+02
9.880040850264555047e+03,5.530781502748399134e+02
9.880040868824280551e+03,5.530835005770583166e+02
9.880040887384007874e+03,5.530888502644825166e+02
9.880040905943733378e+03,5.530941993360514743e+02
9.880040924503460701e+03,5.530995477928013315e+02
9.880040943063186205e+03,5.531048956336712763e+02
9.880040961622913528e+03,5.531102428596971095e+02
9.880040980182639032e+03,5.531155894698183602e+02
9.880040998742366355e+03,5.531209354650704881e+02
9.880041017302091859e+03,5.531262808443934773e+02
9.880041035861819182e+03,5.531316256088226737e+02
9.880041054421544686e+03,5.531369697572978339e+02
9.880041072981270190e+03,5.531423132903304349e+02
9.880041091540997513e+03,5.531476562084318402e+02
9.880041110100723017e+03,5.531529985105423748e+02
9.880041128660450340e+03,5.531583401976967025e+02
9.880041147220175844e+03,5.531636812688354894e+02
9.880041165779903167e+03,5.531690217249931720e+02
9.880041184339628671e+03,5.531743615651107575e+02
9.880041202899355994e+03,5.531797007902223413e+02
9.880041221459081498e+03,5.531850393992690442e+02
9.880041240018808821e+03,5.531903773932849617e+02
9.880041258578534325e+03,5.531957147712114420e+02
9.880041277138261648e+03,5.532010515340821257e+02
9.880041295697987152e+03,5.532063876808388159e+02
9.880041314257712656e+03,5.532117232119920800e+02
9.880041332817439979e+03,5.532170581280523720e+02
9.880041351377165483e+03,5.532223924279614948e+02
9.880041369936892806e+03,5.532277261127528618e+02
9.880041388496618310e+03,5.532330591813686169e+02
9.880041407056345633e+03,5.532383916348416051e+02
9.880041425616071137e+03,5.532437234721143113e+02
9.880041444175798460e+03,5.532490546942194669e+02
9.880041462735523965e+03,5.532543853000998979e+02
9.880041481295251288e+03,5.532597152907878808e+02
9.880041499854976792e+03,5.532650446652263554e+02
9.880041518414704115e+03,5.532703734244475982e+02
9.880041536974429619e+03,5.532757015673947762e+02
9.880041555534155123e+03,5.532810290945778888e+02
9.880041574093882446e+03,5.532863560065064803e+02
9.880041592653607950e+03,5.532916823021241726e+02
9.880041611213335273e+03,5.532970079824625600e+02
9.880041629773060777e+03,5.533023330464654919e+02
9.880041648332788100e+03,5.533076574951642215e+02
9.880041666892513604e+03,5.533129813275029392e+02
9.880041685452240927e+03,5.533183045445127846e+02
9.880041704011966431e+03,5.533236271451378343e+02
9.880041722571693754e+03,5.533289491304092280e+02
9.880041741131419258e+03,5.533342704992716108e+02
9.880041759691146581e+03,5.533395912527553264e+02
9.880041778250872085e+03,5.533449113898052474e+02
9.880041796810597589e+03,5.533502309109305770e+02
9.880041815370324912e+03,5.533555498166402913e+02
9.880041833930050416e+03,5.533608681058792627e+02
9.880041852489777739e+03,5.533661857796778349e+02
9.880041871049503243e+03,5.533715028369813353e+02
9.880041889609230566e+03,5.533768192788195392e+02
9.880041908168956070e+03,5.533821351041380012e+02
9.880041926728683393e+03,5.533874503139664967e+02
9.880041945288408897e+03,5.533927649072508075e+02
9.880041963848136220e+03,5.533980788850204817e+02
9.880041982407861724e+03,5.534033922462211876e+02
9.880042000967589047e+03,5.534087049918824732e+02
9.880042019527314551e+03,5.534140171209504615e+02
9.880042038087040055e+03,5.534193286339336737e+02
9.880042056646767378e+03,5.534246395313401763e+02
9.880042075206492882e+03,5.534299498121166607e+02
9.880042093766220205e+03,5.534352594772917655e+02
9.880042112325945709e+03,5.534405685258122958e+02
9.880042130885673032e+03,5.534458769587066627e+02
9.880042149445398536e+03,5.534511847749221261e+02
9.880042168005125859e+03,5.534564919754866423e+02
9.880042186564851363e+03,5.534617985593475851e+02
9.880042205124578686e+03,5.534671045275329107e+02
9.880042223684304190e+03,5.534724098789903337e+02
9.880042242244031513e+03,5.534777146147473559e+02
9.880042260803757017e+03,5.534830187337518055e+02
9.880042279363482521e+03,5.534883222365116353e+02
9.880042297923209844e+03,5.534936251235338887e+02
9.880042316482935348e+03,5.534989273937670760e+02
9.880042335042662671e+03,5.535042290482380167e+02
9.880042353602388175e+03,5.535095300858953351e+02
9.880042372162115498e+03,5.535148305077658506e+02
9.880042390721841002e+03,5.535201303127981873e+02
