Time (BJD_TBD - 2450000), F_h/F_star (ppm)
1.062594821759266779e+04,2.423121635562990761e+00
1.062594823627046208e+04,2.423071432236213685e+00
1.062594825494825454e+04,2.423021229387025688e+00
1.062594827362604883e+04,2.422971027005648814e+00
1.062594829230384312e+04,2.422920825096971154e+00
1.062594831098163559e+04,2.422870623665894119e+00
1.062594832965942987e+04,2.422820422702629539e+00
1.062594834833722416e+04,2.422770222212075275e+00
1.062594836701501663e+04,2.422720022199121637e+00
1.062594838569281092e+04,2.422669822653992000e+00
1.062594840437060520e+04,2.422619623581577564e+00
1.062594842304839767e+04,2.422569424986766862e+00
1.062594844172619196e+04,2.422519226859783270e+00
1.062594846040398625e+04,2.422469029205522872e+00
1.062594847908178053e+04,2.422418832023986113e+00
1.062594849775957300e+04,2.422368635320062413e+00
1.062594851643736729e+04,2.422318439083976038e+00
1.062594853511516158e+04,2.422268243320617298e+00
1.062594855379295404e+04,2.422218048034878723e+00
1.062594857247074833e+04,2.422167853216980138e+00
1.062594859114854262e+04,2.422117658871819401e+00
1.062594860982633509e+04,2.422067465004281495e+00
1.062594862850412937e+04,2.422017271604595123e+00
1.062594864718192366e+04,2.421967078677649710e+00
1.062594866585971613e+04,2.421916886228332011e+00
1.062594868453751042e+04,2.421866694246872065e+00
1.062594870321530470e+04,2.421816502738155297e+00
1.062594872189309717e+04,2.421766311707076902e+00
1.062594874057089146e+04,2.421716121143859812e+00
1.062594875924868575e+04,2.421665931053397003e+00
1.062594877792647821e+04,2.421615741440573011e+00
1.062594879660427250e+04,2.421565552295616541e+00
1.062594881528206679e+04,2.421515363623423678e+00
1.062594883395985926e+04,2.421465175428873184e+00
1.062594885263765354e+04,2.421414987702194654e+00
1.062594887131544783e+04,2.421364800448283283e+00
1.062594888999324030e+04,2.421314613672024052e+00
1.062594890867103459e+04,2.421264427363646554e+00
1.062594892734882887e+04,2.421214241528034439e+00
1.062594894602662316e+04,2.421164056165201917e+00
1.062594896470441563e+04,2.421113871280021534e+00
1.062594898338220992e+04,2.421063686862734432e+00
1.062594900206000420e+04,2.421013502918223814e+00
1.062594902073779667e+04,2.420963319451379547e+00
1.062594903941559096e+04,2.420913136452429892e+00
1.062594905809338525e+04,2.420862953926260275e+00
1.062594907677117772e+04,2.420812771877765446e+00
1.062594909544897200e+04,2.420762590297171446e+00
1.062594911412676629e+04,2.420712409189367254e+00
1.062594913280455876e+04,2.420662228559240514e+00
1.062594915148235305e+04,2.420612048397019933e+00
1.062594917016014733e+04,2.420561868707595377e+00
1.062594918883793980e+04,2.420511689495853158e+00
1.062594920751573409e+04,2.420461510752020651e+00
1.062594922619352838e+04,2.420411332480993494e+00
1.062594924487132084e+04,2.420361154687653560e+00
1.062594926354911513e+04,2.420310977362234439e+00
1.062594928222690942e+04,2.420260800509621113e+00
1.062594930090470189e+04,2.420210624134702559e+00
1.062594931958249617e+04,2.420160448227708372e+00
1.062594933826029046e+04,2.420110272793524420e+00
1.062594935693808293e+04,2.420060097837044122e+00
1.062594937561587722e+04,2.420009923348493963e+00
1.062594939429367150e+04,2.419959749332763810e+00
1.062594941297146579e+04,2.419909575789850997e+00
1.062594943164925826e+04,2.419859402724652497e+00
